DataID,Date,ChannelGroup,DeviceCategory,TotalUsers,NewUsers,Sessions,Purchases,Revenue
60456,2024-05-01,Social,mobile,389,155,526,10,610
60457,2024-10-18,Email,desktop,1035,486,1458,29,3915
60458,2024-03-10, direct ,smart tv,1510,664,1865,149,7748
60459,2024-07-27,Social,desktop,1009,585,1074,21,2205
60460,2024-10-10,Referral,Desktop,1418,879,-1669,33,
60461,2024-07-27,Social,Desktop,1546,896,1909,38,4408
60462,2024-02-03,Referral,smart tv,1125,506,1521,30,2040
60463,2024-08-11,Referral,Desktop,1171,526,1464,29,3654
60464,2024-12-02,Organic Search,tablet,1777,764,2067,103,11639
60465,2024-07-05,email,tablet,1851,777,2645,52,1196
60466,2024-06-20,Paid Search,tablet,899,449,1267,63,6678
60467,2024-04-29,Email,smart tv,1591,970,2274,45,
60468,2024-02-04,email,Desktop,2700,1701,2935,58,
60469,2024-05-05,Paid Search,Desktop,1422,1009,1616,80,8560
60470,2024-06-04,Paid Search,desktop,1516,742,1666,83,3984
60471,2024-06-25,Direct,smart tv,622,298,889,71,4402
60472,2024-06-18,Referral,Desktop,1968,1023,-2625,52,5044
60473,2024-03-28,email,mobile,1051,441,1223,24,2928
60474,2024-08-28,Organic Search,desktop,2322,1021,2903,145,15515
60475,2024-07-11,Direct,smart tv,437,305,583,46,3588
60476,2024-07-24,Direct,Desktop,1559,1231,1835,146,14600
60477,2024-12-19,email,tablet,1849,1423,2569,51,4284
60478,2024-02-06,email,smart tv,1334,933,1499,29,1595
60479,2024-11-30,Email,desktop,1183,626,1691,33,2475
60480,2024-06-04,Email,desktop,1144,697,1589,31,3193
60481,2024-04-17,Social,Desktop,713,470,767,15,900
60482,2024-11-04,Email,desktop,1620,1247,2077,41,5494
60483,2024-10-09,email,tablet,163,79,192,3,432
60484,2024-03-24,Email,desktop,2215,974,2576,51,5151
60485,05/12/2024,Direct,smart tv,1362,585,1566,125,6625
60486,2024-03-01,Referral,Desktop,827,438,930,18,2502
60487,2024-09-09,Direct,Desktop,1628,814,1851,148,7548
60488,2024-03-26,Direct,mobile,1280,729,1455,116,5220
60489,2024-07-10,Social,desktop,590,324,703,14,1092
60490,2024-04-26, direct ,mobile,2391,1817,2781,222,8214
60491,2024-06-09,email,mobile,2545,1628,2797,55,4235
60492,2024-05-05, direct ,tablet,326,140,375,30,900
60493,2024-04-30,Paid Search,desktop,1512,907,2160,108,13932
60494,2024-11-03,Direct,mobile,2286,914,2659,212,12720
60495,2024-12-18,email,mobile,1659,895,2243,44,2596
60496,2024-08-03,Email,desktop,1207,712,1420,28,3388
60497,2024-05-03,Direct,smart tv,1493,627,2103,168,14952
60498,2024-09-17,email,mobile,229,171,291,5,120
60499,2024-09-02,Referral,desktop,501,380,717,14,2044
60500,2024-03-15,Referral,mobile,113,83,151,3,138
60501,2024-02-12,Referral,smart tv,1394,1031,1549,30,
60502,2024-09-23,Paid Search,desktop,536,219,735,36,5004
60503,2024-02-19,Referral,mobile,588,241,718,14,1652
60504,2024-07-03,Email,smart tv,1163,697,1293,25,600
60505,2024-02-25,email,smart tv,1444,1083,1641,32,3296
60506,2024-03-04,Referral,Desktop,1199,539,-1713,34,2142
60507,2024-10-12,Social,desktop,1248,524,1758,35,3220
60508,2024-08-13,Paid Search,desktop,1224,563,1632,81,11259
60509,2024-08-07, direct ,tablet,1732,1368,2087,166,12118
60510,2024-09-10,Social,smart tv,1310,681,1846,36,4320
60511,2024-09-11,email,smart tv,643,430,870,17,1581
60512,2024-11-13,Social,desktop,1002,531,1269,25,900
60513,2024-01-17,Paid Search,mobile,1671,952,2089,104,10296
60514,2024-11-30,Referral,mobile,1746,977,2298,45,1800
60515,2024-11-09,email,Desktop,1302,859,1608,32,2784
60516,2024-09-19,Paid Search,desktop,986,778,1390,69,7797
60517,2024-09-24,Direct,Desktop,1090,654,1330,106,4558
60518,2024-12-20,email,Desktop,486,320,572,11,902
60519,2024-10-06,Paid Search,mobile,2019,868,2295,114,10374
60520,2024-04-12,Organic Search,mobile,2088,1148,2347,117,2457
60521,2024-12-15,Paid Search,desktop,677,338,816,40,
60522,2024-05-17,email,smart tv,257,174,286,5,580
60523,2024-05-26,Paid Search,tablet,1960,1528,2580,129,10965
60524,2024-03-26,Direct,smart tv,653,437,860,68,3604
60525,2024-06-21,Social,desktop,942,640,1059,21,1827
60526,2024-01-28, direct ,smart tv,1805,866,1921,153,16677
60527,2024-08-03,Direct,smart tv,1586,919,1823,145,7540
60528,2024-02-17,Referral,Desktop,603,337,710,14,686
60529,2024-07-20,Organic Search,mobile,826,611,984,49,2646
60530,2024-01-26,Direct,desktop,1662,1096,1911,152,20824
60531,2024-04-19,Direct,tablet,2150,1677,-2530,202,25452
60532,2024-07-28,Email,desktop,956,602,-1310,26,3458
60533,2024-11-12,Organic Search,desktop,1600,927,2193,109,10573
60534,2024-12-13, direct ,smart tv,1682,908,2370,189,19278
60535,08/17/2024,Referral,desktop,1511,921,2099,41,5207
60536,2024-02-14,Social,tablet,1630,847,2264,45,6120
60537,2024-03-02,Email,desktop,179,85,253,5,640
60538,2024-10-20,Email,smart tv,1069,630,1188,23,667
60539,2024-08-11,email,Desktop,876,674,1201,24,1416
60540,2024-10-03, direct ,smart tv,1209,761,1591,127,
60541,2024-11-20,Email,mobile,1494,776,2020,40,5640
60542,2024-08-08,Email,desktop,278,158,336,6,546
60543,2024-02-09,email,smart tv,1393,626,1787,35,4235
60544,2024-03-29,Direct,Desktop,2074,974,2231,178,17266
60545,11/04/2024,Organic Search,Desktop,283,118,346,17,1717
60546,10/28/2024,email,desktop,1531,1056,1629,32,3680
60547,2024-01-17, direct ,Desktop,1824,875,2050,164,14924
60548,2024-05-07,Paid Search,tablet,173,115,241,12,252
60549,2024-04-12,Organic Search,desktop,696,508,929,46,6256
60550,2024-03-11, direct ,Desktop,435,208,566,45,2295
60551,2024-04-20,Organic Search,tablet,1788,1233,1903,95,8360
60552,2024-04-18,Direct,smart tv,176,95,213,17,1768
60553,2024-12-12,Organic Search,smart tv,2669,2108,2902,145,10295
60554,2024-11-21,Referral,mobile,2071,1097,2328,46,5106
60555,2024-06-24, direct ,Desktop,1146,607,1416,113,4746
60556,2024-12-07,Social,Desktop,1064,542,1132,22,1760
60557,2024-12-27,Organic Search,mobile,1512,1194,1662,83,10292
60558,2024-03-18,Direct,mobile,2544,1526,2959,236,14396
60559,2024-07-18,Social,smart tv,1889,1416,2423,48,6624
60560,2024-06-22,Organic Search,Desktop,735,316,1008,50,3950
60561,2024-06-26,Paid Search,smart tv,965,550,1271,63,2583
60562,2024-06-26,Organic Search,desktop,466,335,631,31,2759
60563,2024-12-15, direct ,desktop,1875,1087,2405,192,11328
60564,07/27/2024,email,smart tv,73,45,105,2,274
60565,2024-11-17,Direct,mobile,774,510,944,75,3450
60566,2024-04-30,email,desktop,1576,1055,1971,39,1443
60567,2024-10-19,Direct,Desktop,400,160,501,40,
60568,2024-08-12,Paid Search,desktop,789,315,1053,52,5096
60569,2024-09-05,Referral,Desktop,1099,494,1571,31,
60570,2024-04-26,Direct,mobile,1968,1279,2237,178,5340
60571,2024-06-25,Organic Search,tablet,1301,663,1627,81,10935
60572,2024-05-26,Paid Search,tablet,998,578,1203,60,2460
60573,2024-04-16,Social,tablet,1906,1372,2577,51,1224
60574,2024-08-08,Email,Desktop,2057,863,2449,48,2400
60575,2024-09-28,email,tablet,502,220,670,13,1222
60576,2024-04-12,Social,Desktop,1310,812,1724,34,4216
60577,2024-08-09,Social,mobile,1978,1246,2443,48,2880
60578,2024-06-27, direct ,mobile,810,388,1158,92,13248
60579,2024-01-28,Organic Search,desktop,733,381,1005,50,4200
60580,2024-01-09,Referral,desktop,1222,794,1491,29,3422
60581,2024-08-21, direct ,desktop,1520,1018,2141,171,7695
60582,2024-01-21,Social,Desktop,664,278,841,16,1408
60583,2024-02-27,email,desktop,1770,1115,2361,47,5123
60584,2024-05-24,Organic Search,tablet,2238,1208,2945,147,5733
60585,2024-06-10, direct ,Desktop,1185,782,1482,118,12626
60586,2024-06-03, direct ,desktop,1427,1084,1720,137,14933
60587,06/25/2024,Paid Search,smart tv,391,218,466,23,759
60588,2024-12-30,Organic Search,smart tv,528,258,755,37,5439
60589,2024-07-30, direct ,Desktop,1090,708,1416,113,3051
60590,2024-05-03,email,Desktop,1860,1357,2326,46,1518
60591,2024-01-05,Referral,Desktop,354,276,432,8,336
60592,2024-04-20,email,Desktop,2246,1010,2674,53,4293
60593,2024-12-17,Organic Search,tablet,1539,615,1999,99,5049
60594,2024-03-11,Organic Search,Desktop,750,360,1072,53,1378
60595,2024-04-28,Organic Search,tablet,392,262,497,24,
60596,2024-04-17, direct ,Desktop,2391,1315,2781,222,8214
60597,2024-06-27,Paid Search,desktop,782,539,1058,52,2236
60598,2024-05-12, direct ,mobile,1310,615,1598,127,15113
60599,08/19/2024,Organic Search,smart tv,1396,739,1552,77,4235
60600,2024-08-20,email,Desktop,1209,568,1423,28,784
60601,2024-08-30,Email,desktop,1864,1174,2486,49,3724
60602,2024-06-15,Referral,Desktop,460,276,568,11,1023
60603,2024-10-28,Paid Search,Desktop,581,278,765,38,5092
60604,2024-04-28,Referral,tablet,1331,851,1824,36,972
60605,2024-03-25, direct ,tablet,534,288,-763,61,8845
60606,2024-02-06,Email,tablet,392,188,523,10,870
60607,2024-12-28,Social,tablet,294,226,377,7,385
60608,2024-10-29,Referral,mobile,842,538,906,18,2286
60609,2024-11-25,Organic Search,Desktop,2133,1407,2452,122,4270
60610,2024-12-01,Organic Search,mobile,806,435,984,49,3185
60611,2024-01-28,Referral,smart tv,522,401,607,12,504
60612,2024-08-06, direct ,smart tv,1735,1075,1972,157,16014
60613,2024-09-01,email,Desktop,375,195,427,8,504
60614,2024-07-22,Email,smart tv,456,287,507,10,770
60615,2024-10-03, direct ,desktop,1987,973,2395,191,13943
60616,2024-12-13,Referral,Desktop,589,259,775,15,1695
60617,2024-04-29,Organic Search,tablet,1581,1217,2027,101,3333
60618,2024-02-24,email,tablet,1434,1132,1939,38,5206
60619,2024-06-23,Referral,tablet,2192,1380,2436,48,3888
60620,2024-09-09, direct ,mobile,1833,953,2512,200,11400
60621,2024-08-06, direct ,Desktop,1162,836,1292,103,3605
60622,2024-04-03,Social,desktop,2334,1820,2918,58,6728
60623,2024-09-29,Social,smart tv,394,200,519,10,1020
60624,2024-11-17,Email,smart tv,2293,963,2941,58,
60625,2024-01-04,Direct,tablet,1583,807,1931,154,19712
60626,2024-03-02,Social,tablet,1553,962,2128,42,1680
60627,2024-07-20,Email,Desktop,484,329,584,11,
60628,2024-05-08,Referral,smart tv,1900,1007,2500,50,1600
60629,2024-12-26,Paid Search,mobile,793,356,1031,51,7140
60630,2024-10-06,Direct,Desktop,1195,501,1328,106,5724
60631,2024-10-08, direct ,smart tv,257,187,274,21,2646
60632,2024-10-19,Direct,desktop,381,278,530,42,1512
60633,2024-05-29,email,desktop,2131,937,2631,52,6656
60634,2024-03-16, direct ,Desktop,2278,1480,2681,214,22898
60635,2024-06-24,Organic Search,tablet,170,122,221,11,242
60636,2024-12-24,Referral,tablet,1923,1115,2046,40,4000
60637,11/06/2024,Email,smart tv,659,441,749,14,518
60638,2024-06-26,email,desktop,836,535,1162,23,1518
60639,2024-08-19,Direct,desktop,111,58,147,11,671
60640,02/17/2024,email,smart tv,1243,907,1535,30,2280
60641,2024-08-07, direct ,desktop,2233,915,2482,198,17820
60642,2024-05-18,Email,mobile,2603,1978,2959,59,4779
60643,2024-05-23, direct ,mobile,1053,537,1300,104,5928
60644,2024-04-02,Direct,Desktop,2734,1339,2940,235,32195
60645,2024-03-28,Organic Search,smart tv,1138,694,1626,81,8667
60646,2024-07-26,Referral,mobile,2074,1514,2766,55,5390
60647,2024-07-07, direct ,mobile,798,343,1064,85,8670
60648,06/29/2024,Paid Search,tablet,1814,816,2160,108,3672
60649,2024-12-03,Referral,Desktop,954,553,1037,20,2040
60650,2024-02-09,Organic Search,Desktop,1722,1325,2101,105,2310
60651,2024-11-29,Email,tablet,708,304,844,16,704
60652,2024-02-03, direct ,mobile,1225,526,1332,106,14522
60653,2024-10-02,Referral,tablet,2521,1890,2771,55,4125
60654,2024-08-24,Referral,tablet,1057,496,1511,30,840
60655,2024-10-19,email,tablet,1576,1103,1995,39,4563
60656,05/27/2024,Organic Search,Desktop,1394,655,1721,86,12384
60657,2024-09-07,Paid Search,tablet,1931,1525,2055,102,8058
60658,09/17/2024,Organic Search,desktop,1603,945,1956,97,3395
60659,2024-01-27,Direct,desktop,2092,1652,2462,196,23912
60660,2024-10-23,Email,mobile,229,174,315,6,516
60661,2024-05-17, direct ,desktop,264,192,335,26,546
60662,2024-12-15,Direct,desktop,898,592,1083,86,5332
60663,2024-12-18,Social,Desktop,1515,969,1848,36,5112
60664,2024-07-29,Organic Search,desktop,513,256,584,29,4321
60665,2024-10-09,Email,smart tv,275,118,313,6,324
60666,2024-06-27, direct ,Desktop,1628,1107,2200,176,26224
60667,2024-10-05,email,Desktop,1444,1083,1537,30,4410
60668,2024-04-12,Paid Search,mobile,901,612,959,47,5922
60669,2024-05-22,Direct,tablet,120,52,128,10,650
60670,2024-01-17,Social,mobile,1864,764,2027,40,4360
60671,2024-11-07,Paid Search,mobile,712,341,792,39,4095
60672,2024-06-13,Organic Search,tablet,544,408,681,34,2550
60673,2024-11-08,Social,Desktop,1157,485,1653,33,660
60674,12/12/2024,Social,smart tv,110,46,146,2,208
60675,2024-10-09, direct ,smart tv,1228,515,1683,134,3618
60676,2024-12-30,email,smart tv,633,386,812,16,1024
60677,2024-10-07,Direct,desktop,1922,1037,2403,192,16896
60678,2024-05-09,Organic Search,smart tv,1750,1207,2216,110,14960
60679,12/10/2024, direct ,mobile,1014,456,1300,104,12168
60680,2024-09-22, direct ,desktop,1079,571,1285,102,10710
60681,2024-10-21,Social,mobile,2396,1389,2723,54,3024
60682,2024-08-06,email,tablet,832,449,935,18,2286
60683,2024-04-17,Direct,Desktop,579,324,674,53,1590
60684,2024-01-21,Direct,mobile,1405,814,1757,140,13860
60685,2024-11-18,Referral,tablet,253,179,357,7,490
60686,2024-03-14,email,tablet,1875,1068,2501,50,
60687,2024-05-05,Direct,Desktop,1983,1288,2390,191,19291
60688,2024-04-19,Email,desktop,1400,1050,1729,34,2890
60689,11/07/2024,Paid Search,tablet,2397,1078,2889,144,13824
60690,2024-12-21,Social,desktop,828,579,1010,20,2500
60691,2024-06-11,Social,Desktop,886,380,1095,21,2751
60692,2024-04-22,email,Desktop,989,425,1285,25,2150
60693,05/21/2024,Organic Search,tablet,2249,1057,2710,135,8235
60694,2024-09-03,Referral,desktop,1788,1072,2056,41,2993
60695,2024-06-15,Referral,desktop,188,133,269,5,520
60696,2024-05-31,email,tablet,480,379,601,12,252
60697,2024-04-05,Direct,Desktop,1612,789,2150,172,20984
60698,2024-10-19,Paid Search,tablet,1738,903,2415,120,3480
60699,2024-10-03,Social,smart tv,1588,762,1986,39,
60700,2024-09-10,Email,tablet,722,339,831,16,2208
60701,10/17/2024,Email,Desktop,590,460,671,13,1053
60702,2024-01-30,Social,desktop,188,86,214,4,256
60703,2024-01-08, direct ,Desktop,120,60,157,12,1596
60704,2024-12-04,Referral,smart tv,264,116,301,6,594
60705,2024-06-16,Email,Desktop,578,445,650,13,728
60706,2024-07-15, direct ,desktop,2148,1031,2470,197,15169
60707,2024-06-27,Paid Search,smart tv,437,214,509,25,3575
60708,2024-08-10, direct ,mobile,1925,1289,2501,200,25600
60709,2024-05-09,Email,smart tv,1252,813,1739,34,3332
60710,2024-07-13,Referral,smart tv,1029,576,1303,26,3068
60711,2024-07-17,Organic Search,desktop,2574,1055,2739,136,11696
60712,2024-01-06,Referral,smart tv,1378,868,1681,33,3564
60713,2024-01-09,Organic Search,smart tv,2114,1606,2274,113,4068
60714,2024-11-19,Direct,mobile,1694,1185,2145,171,12141
60715,2024-01-18,Paid Search,mobile,812,332,1113,55,7535
60716,2024-10-14,Referral,smart tv,1430,1043,1538,30,2640
60717,2024-01-28,Referral,Desktop,1399,755,1944,38,
60718,2024-10-06,email,tablet,2758,1406,2998,59,8024
60719,11/25/2024,Direct,Desktop,1478,739,2026,162,9072
60720,2024-07-16,Direct,smart tv,1130,655,1549,123,10947
60721,2024-10-16,email,Desktop,399,283,476,9,369
60722,2024-08-24,Organic Search,smart tv,231,175,326,16,1856
60723,2024-10-26,Referral,mobile,1620,729,1952,39,
60724,2024-06-05,Paid Search,desktop,1862,837,2450,122,3538
60725,2024-05-16,Social,desktop,413,173,486,9,531
60726,2024-03-19,Email,desktop,1231,492,1399,27,2754
60727,2024-06-12,Organic Search,Desktop,570,376,620,31,992
60728,2024-12-01,email,desktop,364,222,414,8,640
60729,2024-06-27,Social,tablet,1752,946,2014,40,1360
60730,2024-04-05, direct ,mobile,1697,1306,1907,152,15808
60731,2024-12-08,Paid Search,Desktop,1274,904,1613,80,4800
60732,2024-03-10,Social,mobile,336,137,396,7,679
60733,2024-07-20,Email,Desktop,1344,564,1681,33,3729
60734,2024-10-19,Email,Desktop,302,175,364,7,749
60735,12/06/2024,Direct,Desktop,2369,1871,-2693,215,18490
60736,2024-09-30,Email,tablet,1624,958,2056,41,3567
60737,2024-04-25, direct ,smart tv,2125,892,2761,220,22660
60738,2024-02-17,Social,Desktop,1345,793,1641,32,2944
60739,2024-06-08,Social,tablet,1406,815,1736,34,4964
60740,2024-01-17,Paid Search,Desktop,2643,1242,2905,145,9135
60741,2024-09-01,Paid Search,tablet,2117,1503,2680,134,11256
60742,2024-11-19,Social,tablet,1812,1050,2036,40,3000
60743,2024-11-05,Email,tablet,1195,478,1615,32,3200
60744,2024-04-29,Social,mobile,395,189,549,10,270
60745,2024-09-08,email,desktop,1798,988,2498,49,6468
60746,2024-05-31,Organic Search,tablet,1894,1420,2255,112,
60747,2024-05-13,Social,mobile,2219,1198,2522,50,2250
60748,2024-07-19,email,Desktop,2117,910,2302,46,3266
60749,2024-10-12,Paid Search,smart tv,677,534,807,40,840
60750,2024-03-17,Direct,Desktop,2057,1172,2479,198,20988
60751,2024-09-26,Social,smart tv,1394,1031,1992,39,1755
60752,2024-07-01,Organic Search,smart tv,2101,1512,2802,140,16520
60753,2024-10-01,Social,smart tv,844,455,1126,22,594
60754,2024-06-15,Organic Search,tablet,1722,1102,2050,102,10506
60755,2024-09-14,Organic Search,smart tv,251,110,289,14,1050
60756,2024-09-17,Social,Desktop,869,556,1100,22,2596
60757,2024-08-26,Direct,tablet,902,469,1254,100,11000
60758,2024-08-07,Referral,Desktop,1608,723,1711,34,4250
60759,2024-02-03,Organic Search,tablet,1429,1043,1606,80,4080
60760,2024-12-23,Paid Search,smart tv,1621,1118,1762,88,9416
60761,2024-05-22,Email,tablet,83,33,100,2,230
60762,2024-04-01,Direct,smart tv,986,640,1134,90,
60763,2024-03-31,Email,smart tv,1009,756,1147,22,3234
60764,2024-03-19,Email,smart tv,724,419,843,16,1568
60765,2024-10-04, direct ,Desktop,164,118,222,17,1615
60766,2024-03-29,Referral,smart tv,1718,1305,2232,44,5632
60767,08/24/2024,Email,smart tv,510,275,574,11,693
60768,04/04/2024,email,desktop,1875,918,2569,51,5508
60769,2024-12-09,Referral,tablet,1222,879,1314,26,2834
60770,2024-10-04,Email,mobile,938,609,1067,21,735
60771,2024-10-26,Organic Search,smart tv,1374,728,1833,91,8736
60772,2024-02-02,Organic Search,desktop,790,426,1013,50,1200
60773,2024-12-27,Paid Search,tablet,2384,1549,2773,138,13938
60774,2024-07-07,Direct,mobile,932,428,1151,92,2392
60775,2024-08-07, direct ,tablet,2136,1174,2574,205,14760
60776,2024-05-08, direct ,tablet,607,267,832,66,6666
60777,2024-07-26, direct ,smart tv,268,128,286,22,2926
60778,2024-03-02,Organic Search,desktop,1677,1257,1885,94,13348
60779,2024-04-04,Referral,smart tv,2167,1105,2356,47,4559
60780,2024-05-07,Paid Search,Desktop,1801,954,1980,99,2079
60781,2024-04-29, direct ,desktop,1739,956,2485,198,22374
60782,2024-04-07,email,mobile,1649,709,2115,42,1638
60783,2024-09-07, direct ,tablet,1301,1027,1531,122,7930
60784,2024-06-05,Social,smart tv,264,155,301,6,504
60785,2024-07-12, direct ,smart tv,2097,1321,2834,226,5424
60786,2024-10-16,Direct,desktop,558,385,635,50,3000
60787,01/22/2024,Paid Search,desktop,199,123,252,12,528
60788,2024-11-11,Organic Search,mobile,1357,977,1886,94,3478
60789,2024-01-16,Organic Search,desktop,2124,1571,2832,141,10293
60790,2024-01-01, direct ,smart tv,1711,872,2087,166,18260
60791,2024-08-07, direct ,mobile,1041,811,1389,111,13209
60792,2024-11-24, direct ,mobile,403,298,560,44,1672
60793,2024-07-16,Social,Desktop,2473,1706,2843,56,5040
60794,2024-10-23,Social,Desktop,1878,845,2184,43,6149
60795,2024-04-10, direct ,tablet,1097,581,1389,111,9657
60796,2024-08-16,Social,smart tv,95,67,118,2,272
60797,2024-06-19,Organic Search,tablet,758,318,852,42,5586
60798,2024-12-18,Email,tablet,1367,710,1688,33,924
60799,2024-05-11,email,Desktop,1329,823,1546,30,3720
60800,2024-11-08,Referral,Desktop,802,601,882,17,1173
60801,2024-05-02,email,desktop,1607,1092,1848,36,1404
60802,2024-02-13,Email,smart tv,916,512,1206,24,1104
60803,2024-03-14,email,mobile,1717,858,1974,39,3315
60804,2024-07-24, direct ,smart tv,687,357,747,59,8496
60805,2024-12-14,Social,mobile,404,290,554,11,1562
60806,2024-06-10,Email,smart tv,1050,640,1459,29,2755
60807,2024-06-14,Direct,tablet,2197,1691,2970,237,25359
60808,2024-12-09, direct ,desktop,1755,1140,1973,157,14287
60809,2024-11-29,email,desktop,749,449,815,16,592
60810,2024-05-11,Social,tablet,958,536,1089,21,651
60811,2024-03-12,Email,desktop,315,233,336,6,
60812,2024-06-11,Email,Desktop,2133,1066,2922,58,7946
60813,2024-09-03,Paid Search,mobile,348,261,465,23,1357
60814,2024-05-20,Organic Search,mobile,928,686,1043,52,
60815,2024-01-03,Direct,smart tv,1660,863,2102,168,18312
60816,2024-07-01, direct ,mobile,767,536,972,77,2310
60817,2024-01-31,Email,desktop,894,652,972,19,874
60818,2024-04-12,email,desktop,318,213,398,7,805
60819,2024-11-22, direct ,smart tv,1126,776,1224,97,12804
60820,2024-01-03,email,desktop,502,356,628,12,1776
60821,2024-07-14,Organic Search,mobile,1987,1271,2761,138,17250
60822,09/20/2024,Email,mobile,2659,1887,2922,58,7424
60823,2024-02-21,Paid Search,smart tv,519,306,634,31,3472
60824,2024-08-27,Email,Desktop,647,271,728,14,1064
60825,2024-04-10,Referral,desktop,646,348,688,13,1456
60826,2024-08-21,Organic Search,Desktop,1705,1227,2030,101,8787
60827,2024-08-12,email,tablet,485,315,693,13,1170
60828,2024-10-24,Organic Search,tablet,367,187,490,24,1296
60829,2024-02-15,Social,tablet,147,83,169,3,252
60830,2024-12-17,Paid Search,mobile,1608,1238,2036,101,4040
60831,2024-05-02,Referral,Desktop,1156,832,1522,30,3660
60832,2024-04-06,Direct,Desktop,856,470,952,76,6156
60833,2024-08-03,Paid Search,mobile,592,254,779,38,4902
60834,2024-04-05,Email,mobile,2044,858,2655,53,
60835,2024-11-19,Referral,smart tv,990,564,1238,24,1512
60836,2024-12-28,Referral,mobile,1317,777,1780,35,2485
60837,2024-03-07,email,desktop,494,217,-677,13,1690
60838,2024-10-12,Email,smart tv,1742,992,1874,37,3589
60839,2024-10-29, direct ,Desktop,2070,1221,2326,186,5952
60840,2024-10-17, direct ,Desktop,1603,1057,1743,139,15290
60841,2024-04-20,Paid Search,Desktop,179,73,246,12,1668
60842,2024-10-07,Email,Desktop,987,434,1234,24,576
60843,08/25/2024,Organic Search,mobile,509,218,698,34,3468
60844,2024-04-10,Direct,smart tv,1194,704,1592,127,16764
60845,2024-10-03,Paid Search,desktop,2533,1190,2754,137,17536
60846,2024-10-15,Email,desktop,1456,815,1891,37,5069
60847,2024-01-26,Referral,desktop,821,607,1174,23,2829
60848,2024-12-09,Organic Search,smart tv,1441,936,2002,100,4000
60849,2024-12-04,Organic Search,desktop,2354,1200,2738,136,18904
60850,2024-10-27,Direct,Desktop,1346,969,1705,136,8840
60851,2024-01-17,Email,mobile,568,335,685,13,1625
60852,2024-08-23,Email,tablet,91,41,102,2,222
60853,2024-09-27,Referral,desktop,827,380,1061,21,819
60854,2024-04-08,Email,tablet,726,529,875,17,2448
60855,2024-02-29,Email,tablet,1500,675,1786,35,3500
60856,2024-03-11,Organic Search,Desktop,360,237,501,25,1150
60857,2024-05-17,Referral,desktop,658,460,844,16,2112
60858,2024-12-25, direct ,smart tv,1296,764,1706,136,6528
60859,2024-03-19,Organic Search,mobile,283,118,389,19,1748
60860,2024-11-12,Direct,Desktop,2678,1847,2976,238,12614
60861,2024-10-21,Email,tablet,2128,1064,2264,45,3780
60862,2024-08-16,Social,desktop,1729,812,1922,38,2660
60863,2024-04-20,Email,desktop,1450,681,1860,37,4921
60864,2024-07-07,email,mobile,2676,1204,2878,57,6042
60865,2024-11-21,Organic Search,tablet,1302,533,1628,81,10692
60866,2024-08-22,Organic Search,desktop,2357,1744,2774,138,9384
60867,2024-10-19,Referral,smart tv,915,539,1144,22,990
60868,2024-09-14, direct ,Desktop,640,256,728,58,7598
60869,2024-04-22,Social,tablet,268,109,363,7,861
60870,2024-01-31, direct ,mobile,833,599,1017,81,7128
60871,2024-12-13,Referral,smart tv,1029,637,1410,28,1316
60872,2024-08-03, direct ,smart tv,289,213,353,28,1092
60873,2024-05-08,Referral,Desktop,1733,1195,1864,37,3552
60874,2024-12-06,Referral,mobile,604,392,746,14,1806
60875,2024-08-09, direct ,mobile,1651,1254,2294,183,4575
60876,2024-08-21,email,desktop,1786,785,2350,47,5828
60877,2024-05-20,Social,mobile,578,306,803,16,1248
60878,11/03/2024,Direct,tablet,1480,1080,1806,144,10944
60879,2024-01-15,Email,Desktop,225,137,297,5,520
60880,2024-05-07, direct ,smart tv,1501,765,1766,141,14100
60881,2024-10-01,Social,tablet,2508,1655,2951,59,3953
60882,2024-06-09,Referral,tablet,1240,731,1442,28,3248
60883,2024-07-27, direct ,tablet,844,422,898,71,
60884,2024-03-27,Email,tablet,1958,900,2332,46,6762
60885,2024-08-12,Organic Search,mobile,1375,618,1599,79,3950
60886,2024-02-21,Email,desktop,256,163,361,7,1043
60887,2024-05-10,Paid Search,tablet,132,67,176,8,432
60888,2024-07-06,email,smart tv,913,529,1142,22,
60889,11/09/2024,Organic Search,desktop,2130,1491,2449,122,7320
60890,2024-12-18, direct ,Desktop,308,221,395,31,3689
60891,2024-05-19,Email,mobile,1023,664,1204,24,2808
60892,2024-08-10,email,smart tv,362,155,465,9,423
60893,2024-06-24,email,desktop,2144,1479,2749,54,1350
60894,2024-08-04,Organic Search,smart tv,701,434,746,37,5032
60895,01/23/2024,Social,smart tv,335,160,373,7,273
60896,2024-03-28,Direct,desktop,1944,1516,2430,194,13774
60897,2024-11-17,Organic Search,smart tv,320,252,348,17,833
60898,2024-10-13,Email,tablet,710,390,866,17,867
60899,2024-02-22,Paid Search,Desktop,2251,1418,2395,119,4641
60900,2024-01-06,Social,smart tv,791,585,977,19,2603
60901,2024-10-31, direct ,tablet,2082,936,2933,234,23868
60902,2024-01-05,Email,mobile,2068,1054,2687,53,3127
60903,2024-05-02,Paid Search,tablet,408,273,480,24,2808
60904,2024-08-16,Referral,smart tv,619,451,837,16,1824
60905,2024-11-05,Email,smart tv,1887,1302,-2451,49,2352
60906,2024-03-09,Direct,tablet,2381,1595,2533,202,9090
60907,2024-05-13,Email,Desktop,1762,740,2123,42,
60908,2024-06-14,Email,desktop,650,370,823,16,1712
60909,2024-11-19,email,desktop,1326,769,1868,37,1517
