WeekStartDate,AdPlatform,AmountSpend,Impressions,Clicks,TotalUsers,NewUsers,Revenue,Orders,NewCustomers
2024-12-09,tiktok,3813,163959,6558,5311,2814,18444,159,63
2024-09-09,Affiliate,1148,105616,3168,2977,1637,37128,238,111
2024-12-09,Affiliate,3337,223579,13414,11804,7200,118944,1062,552
2024-12-02, google ads ,1933,114047,6842,6020,3311,13080,120,51
2024-09-09,tiktok,895,22375,447,272,195,2016,16,9
2024-09-30,Facebook Ads,3752,228872,2288,1510,996,8100,75,34
2024-12-23,TikTok Ads,4392,92232,922,719,381,1680,14,8
2024-03-25,Affiliate,2375,104500,2090,1818,927,9128,163,79
2024-04-29,tiktok,1939,48475,1454,1148,688,3162,34,14
06/17/2024,Google Ads,3816,373968,14958,13312,7720,227620,1198,599
2024-04-15,Affiliate,595,43435,868,668,420,3498,53,33
2024-02-19,tiktok,4997,419748,8394,7218,5341,80800,505,358
2024-08-19,Google Ads,2459,179507,12565,9046,5065,27360,180,127
2024-02-26,Facebook Ads,3690,195570,1955,1173,738,4462,46,27
2024-09-09,Facebook Ads,3184,308848,21619,18808,11660,64296,1128,891
2024-04-01,Google Ads,676,42588,851,740,444,2226,14,8
2024-09-02, google ads ,1735,38170,2671,2083,1166,5063,83,37
2024-11-04,Facebook Ads,3258,107514,7525,5493,3515,23706,439,289
2024-03-25,Facebook Ads,3383,230044,4600,3726,2533,14874,111,68
2024-04-01, google ads ,4991,189658,1896,1478,1049,5015,59,31
2024-11-11,tiktok,4371,279744,13987,12868,6691,43200,900,504
2024-11-25,Google Ads,3510,312390,9371,6653,3725,63840,399,251
2024-01-08,Google Ads,4665,382530,22951,15147,8179,-116578,757,302
2024-12-09,tiktok,3237,158613,7930,5788,4051,19722,173,112
2024-11-25,Google Ads,1666,34986,349,212,112,2436,14,6
2024-04-29,TikTok Ads,,257621,10304,7418,5563,32930,370,292
2024-02-26, google ads ,4188,134016,8040,5628,3320,85050,450,189
2024-08-12,tiktok,1904,66640,666,599,425,1978,23,17
2024-01-01,Affiliate,2503,75090,5256,3574,2609,30174,321,202
2024-02-05,Google Ads,2647,129703,3891,2840,2186,43584,227,95
2024-04-29,Affiliate,4490,264910,7947,5086,3153,53044,356,281
2024-01-22,Google Ads,3521,267596,10703,8241,4614,70395,741,422
2024-11-25,tiktok,1156,45084,2254,1577,946,7144,94,41
2024-12-16,Affiliate,2224,124544,6227,3860,2431,22946,154,90
2024-06-03,Affiliate,2462,187112,1871,1178,907,8750,70,51
2024-01-15,Affiliate,2877,233037,16312,13212,8984,106128,792,570
2024-09-30,Facebook Ads,2944,247296,2472,2298,1746,10676,68,44
2024-02-19,Google Ads,2603,229064,2290,1992,1394,20825,119,91
2024-10-07, google ads ,4480,394240,27596,25388,18279,-159355,1015,548
2024-06-03,tiktok,4244,250396,15023,11117,6670,88900,889,577
2024-07-29,Google Ads,1301,107983,3239,2720,1414,5940,108,58
2024-10-07, google ads ,3998,271864,10874,8372,6279,85842,502,230
2024-01-08,TikTok Ads,4957,475872,14276,12562,9672,68452,628,301
2024-06-10,tiktok,,32040,1922,1479,1050,4263,29,14
2024-12-16,Facebook Ads,4967,312921,12516,9387,5632,57000,375,195
2024-10-21,tiktok,2198,215404,4308,3446,1757,57040,310,155
2024-02-05, google ads ,4808,153856,7692,7230,5567,47685,289,141
2024-01-08,Google Ads,1325,125875,2517,2114,1585,32680,190,148
2024-06-24,tiktok,4939,222255,4445,3378,2330,18225,135,63
2024-01-15,TikTok Ads,2617,115148,1151,1081,637,5472,32,23
2024-09-09,Facebook Ads,1457,61194,4283,2955,2245,16720,88,54
2024-08-05,Facebook Ads,3649,240834,12041,10836,7910,28925,325,169
2024-09-30,tiktok,1929,129243,2584,1705,852,10710,85,55
09/16/2024,Google Ads,4411,374935,14997,9448,5763,39176,472,193
2024-03-25,Affiliate,2961,180621,10837,9428,6411,54426,282,174
2024-10-14,tiktok,958,42152,1686,1348,943,13161,107,77
2024-10-14,Google Ads,1720,125560,6278,5587,3352,56726,502,245
2024-11-04,Google Ads,3142,182236,3644,2186,1639,19836,174,132
2024-11-11,Affiliate,2147,60116,4208,2903,1480,23751,261,151
04/29/2024,Affiliate,4455,418770,12563,8165,4490,46944,489,244
2024-04-01,Affiliate,718,36618,2197,1999,1539,22240,139,108
2024-07-08,Facebook Ads,4684,416876,29181,24803,16618,151776,2232,1763
2024-01-29,Affiliate,1728,120960,2419,1499,1094,10192,104,82
2024-07-29,tiktok,3182,79550,5568,3953,2885,18105,355,205
2024-06-17, google ads ,1958,84194,2525,1666,1032,11020,116,76
2024-07-29,TikTok Ads,4224,321024,16051,9951,7363,53730,398,274
2024-05-06,Google Ads,1379,110320,3309,2680,1527,6171,187,112
2024-12-23,Affiliate,4587,206415,10320,6604,4754,27192,264,195
2024-06-10,Affiliate,1136,96560,965,907,553,1188,18,11
2024-12-16,Facebook Ads,4419,419805,12594,9445,4722,36355,661,356
2024-01-08,Google Ads,882,65268,3916,2506,1253,32175,225,177
2024-11-18,Google Ads,4758,118950,4758,3520,2182,30384,211,105
2024-01-29, google ads ,3998,155922,6236,5300,3233,6678,106,74
2024-06-10,tiktok,4987,443843,13315,9320,5312,70832,466,195
09/09/2024,Facebook Ads,2351,228047,9121,7570,5450,40733,529,322
2024-03-25,Google Ads,4047,287337,2873,2700,1431,28917,243,102
2024-04-08, google ads ,3353,211239,2112,1288,1004,8730,90,61
2024-09-02,Google Ads,4010,340850,17042,14996,7947,84412,449,255
2024-08-05,Google Ads,3739,351466,14058,12230,8194,15372,366,226
2024-04-01, google ads ,2805,84150,5890,3710,2782,34410,185,125
2024-11-25,Google Ads,,70632,4237,3940,2088,31323,197,102
2024-11-25,Google Ads,2561,197197,1971,1675,1256,5494,67,44
2024-01-08,Affiliate,1319,30337,606,466,326,2295,27,21
2024-04-22,tiktok,4395,382365,3823,2943,1765,37752,264,124
2024-10-14,TikTok Ads,3043,94333,6603,4952,2971,43596,346,193
2024-07-01,Facebook Ads,2104,197776,13844,9829,7175,155628,786,518
2024-04-01,tiktok,646,31654,2215,1484,756,5846,74,30
2024-05-13,Affiliate,3203,233819,4676,3834,2568,16790,230,92
2024-10-14,Google Ads,560,46480,1394,864,509,5520,60,31
09/02/2024,Google Ads,728,40040,2402,1729,916,5848,86,56
2024-09-09,Google Ads,3746,112380,5619,4101,2173,14514,82,51
2024-11-11,Affiliate,3547,170256,3405,3098,2137,17390,185,120
2024-06-10,Facebook Ads,1935,187695,13138,11561,8439,33978,809,396
2024-08-26,tiktok,3166,167798,5033,4076,2241,48678,366,208
2024-01-08,TikTok Ads,975,34125,2388,1623,1071,12160,64,28
2024-11-18,TikTok Ads,,93002,3720,3124,1718,28050,187,119
2024-01-15,TikTok Ads,2864,246304,9852,7586,5310,70928,682,416
2024-03-11,Affiliate,2290,75570,5289,4654,3443,36192,232,183
2024-03-04,Facebook Ads,2640,192720,9636,6070,4795,29585,485,261
2024-05-20,tiktok,4818,125268,1252,1001,680,3720,30,23
2024-09-16,TikTok Ads,3221,289890,14494,12464,6356,76629,623,348
2024-10-07,Facebook Ads,2164,110364,4414,3663,2783,38544,219,135
2024-09-16,Facebook Ads,4747,147157,5886,4179,2340,47000,376,285
2024-07-22,Google Ads,561,49368,1481,1140,638,4114,34,14
2024-02-12,Affiliate,1055,72795,2911,1863,1471,30227,167,105
2024-12-23,Affiliate,4336,290512,11620,7553,5815,83956,604,404
2024-06-17, google ads ,2734,76552,3827,2372,1589,16874,118,86
2024-01-01,TikTok Ads,3490,174500,5235,4188,2847,26125,209,112
2024-01-08,Affiliate,1617,132594,9281,7239,5574,10800,144,64
2024-04-01, google ads ,2937,126291,8840,5392,3127,33269,323,132
04/15/2024,Facebook Ads,755,52850,1057,676,459,7440,40,21
2024-09-30,TikTok Ads,4678,444410,8888,6132,4660,22692,122,59
2024-07-29,Google Ads,,208269,4165,2540,1600,25080,152,92
2024-02-12,tiktok,3485,341530,20491,14753,8409,81328,442,313
2024-03-11,TikTok Ads,1447,117207,2344,1547,1036,9752,92,65
2024-09-09,Affiliate,1082,84396,4219,3839,2380,2888,76,60
2024-02-26, google ads ,2110,135040,2700,2511,1682,1800,50,21
2024-08-05,tiktok,3033,181980,5459,4367,2532,12093,87,40
2024-04-22, google ads ,952,92344,2770,2409,1565,7584,48,31
2024-03-04,Facebook Ads,3604,86496,3459,2940,2322,29568,264,110
2024-08-26,tiktok,953,43838,876,604,392,9882,54,27
2024-08-26,Google Ads,3109,102597,2051,1476,856,2508,44,25
2024-01-29,Facebook Ads,1978,134504,2690,2125,1360,18648,148,115
2024-07-29, google ads ,1467,127629,2552,2220,1709,30646,199,85
2024-04-15,Google Ads,2484,124200,7452,6334,3483,12978,126,94
2024-09-16,Affiliate,,349378,17468,14323,10742,108234,859,481
2024-12-02,Google Ads,1396,58632,1758,1617,1148,11310,145,79
2024-09-30,Facebook Ads,2744,65856,1317,1053,579,4914,63,35
2024-01-22,Facebook Ads,3551,284080,14204,10653,7776,168696,852,383
2024-01-29,tiktok,4231,410407,12312,10218,5313,136012,919,533
2024-04-15,TikTok Ads,2470,81510,5705,3936,2952,22294,157,72
2024-08-26, google ads ,4580,109920,2198,1780,1121,3604,53,39
2024-12-02,TikTok Ads,1207,51901,1557,1230,750,4263,49,19
2024-01-29, google ads ,4097,258111,7743,6271,3762,33726,438,319
2024-07-15,tiktok,979,61677,1233,1060,752,11020,95,38
2024-04-15,Google Ads,1935,164475,6579,5000,2600,15000,100,79
2024-12-02,Facebook Ads,1531,79612,796,517,392,4674,41,17
2024-02-19,Google Ads,911,62859,1257,1043,719,4836,93,72
2024-10-14,Google Ads,2667,160020,3200,2720,1523,14580,108,73
2024-06-10,tiktok,2741,180906,10854,6838,4102,46410,273,199
2024-06-17, google ads ,4796,129492,9064,8066,4920,40572,322,209
2024-04-15,Google Ads,4426,420470,21023,14926,7463,174324,1194,799
2024-05-27, google ads ,2624,194176,7767,5980,3169,50996,418,330
2024-08-26,Google Ads,1337,60165,1804,1190,595,2655,59,37
2024-03-04,TikTok Ads,3471,72891,5102,3877,2752,34336,232,143
2024-01-22,TikTok Ads,3075,184500,11070,8745,5159,131429,787,448
2024-04-08,TikTok Ads,4928,379456,18972,11383,8423,73255,455,336
2024-07-15,tiktok,957,45936,1837,1359,815,6966,54,29
2024-05-13,Affiliate,1489,55093,2203,1343,926,8366,94,43
2024-02-05,Facebook Ads,3934,377664,18883,14539,9450,44036,436,296
2024-04-15,Facebook Ads,4693,450528,27031,17299,11936,37296,518,227
03/18/2024,TikTok Ads,4259,315166,12606,9832,6390,30442,491,319
2024-12-02,Affiliate,1461,49674,496,357,192,1340,10,7
2024-07-29,Google Ads,4508,329084,23035,19119,11280,60165,955,553
2024-11-04,Affiliate,,302103,18126,13050,8743,52200,1044,741
2024-02-05,TikTok Ads,4934,172690,10361,6320,4044,48848,568,244
2024-04-08,Facebook Ads,2739,243771,7313,6654,3593,34846,266,106
2024-10-07,Affiliate,3816,274752,2747,2499,1774,33432,199,153
2024-06-17,Affiliate,4479,179160,3583,2615,1778,17628,156,90
2024-10-07, google ads ,4259,332202,23254,19068,14873,302016,1716,1098
2024-04-08,Google Ads,2631,255207,5104,3113,2085,32121,249,159
2024-05-13,Affiliate,1552,152096,1520,1109,798,8228,44,30
2024-11-25,Google Ads,2924,210528,10526,8631,6386,74496,776,535
2024-03-18,Google Ads,4644,278640,5572,4179,3301,22000,250,165
2024-09-16, google ads ,4978,438064,13141,10118,7284,31108,404,197
2024-11-18,tiktok,2459,93442,1868,1214,776,11118,109,46
2024-09-09,Google Ads,2268,72576,5080,4521,2260,20300,406,288
2024-01-29, google ads ,4446,106704,1067,853,562,1258,34,22
2024-02-12,Facebook Ads,4194,335520,6710,5502,3686,39600,330,260
2024-04-15,tiktok,4712,452352,27141,20898,12538,98908,626,394
2024-05-20, google ads ,2236,192296,3845,2691,1937,37625,215,109
2024-11-04,Google Ads,2721,182307,3646,3354,2649,31122,234,102
2024-03-25,Facebook Ads,4966,481702,14451,12572,8926,201318,1131,848
2024-05-06,TikTok Ads,2542,88970,889,773,595,2484,69,32
2024-07-15,Facebook Ads,3465,249480,2494,2344,1218,29820,210,142
2024-06-10,TikTok Ads,4887,263898,10555,7282,4587,80316,582,291
2024-07-01,tiktok,1736,92008,920,662,522,7124,52,34
2024-09-30,Facebook Ads,2291,217645,10882,8705,6528,76125,609,353
2024-08-05,Affiliate,3650,317550,12702,9272,6675,38920,556,311
2024-08-05,TikTok Ads,3189,232797,11639,10009,5605,63700,700,294
2024-12-09,Facebook Ads,4455,138105,2762,1933,1353,9792,96,38
2024-03-11,TikTok Ads,1294,108696,6521,5542,3823,12870,110,47
2024-11-04,Affiliate,4723,198366,3967,2697,1753,19564,134,89
2024-12-09,Affiliate,1288,77280,5409,4056,3001,36450,243,184
2024-07-08, google ads ,4524,303108,12124,10790,6474,28567,539,226
2024-03-25,Google Ads,3734,115754,6945,5278,3430,18050,475,251
2024-07-29,tiktok,2041,89804,5388,4041,2020,48504,282,169
2024-02-26,tiktok,2884,129780,5191,4308,3144,34314,301,183
11/25/2024, google ads ,3365,171615,8580,5148,4066,45374,463,226
2024-04-22, google ads ,3099,158049,6321,4045,2022,37922,283,178
2024-07-29, google ads ,,111096,4443,3509,2280,23625,315,179
2024-03-18,Facebook Ads,1480,103600,4144,3108,2051,3813,93,59
2024-01-01, google ads ,,88668,886,611,372,732,12,8
2024-12-09,Google Ads,2227,155890,6235,4925,2856,36445,197,122
2024-02-05,TikTok Ads,2407,161269,9676,8514,6555,68850,425,318
2024-02-19, google ads ,1309,107338,7513,4958,3123,26136,297,225
2024-08-12,tiktok,3770,105560,6333,5573,3510,20535,111,59
2024-06-10,Google Ads,2755,195605,7824,6572,4468,30916,262,188
2024-12-23,Affiliate,2980,295020,2950,2419,1620,1632,48,24
2024-12-09,Affiliate,1089,53361,3201,2528,1693,7182,126,99
2024-11-25,TikTok Ads,1954,154366,4630,3796,2239,57570,303,190
2024-10-14,Affiliate,1951,183394,3667,3190,2392,7155,159,117
2024-09-02,Google Ads,2766,105108,3153,2427,1723,4896,72,45
2024-08-26,TikTok Ads,936,38376,1918,1591,1256,6107,31,19
2024-11-25,TikTok Ads,2362,82670,1653,1074,633,4050,75,32
2024-07-29,Affiliate,3214,160700,4821,3760,2331,21600,225,150
2024-07-01,TikTok Ads,3483,327402,6548,4649,2556,18792,232,111
2024-12-09,Google Ads,4991,494109,14823,12747,9815,99789,1147,768
2024-08-05,Affiliate,,130918,1309,785,525,11098,62,40
12/02/2024,Google Ads,1174,93920,2817,2478,1957,8118,123,92
2024-01-22, google ads ,2782,233688,2336,1588,1127,11400,95,64
2024-04-08, google ads ,1299,128601,3858,3626,2683,28236,181,124
2024-12-23,Google Ads,1366,109280,4371,3715,2860,61790,334,180
2024-10-07,TikTok Ads,2079,89397,4469,2726,1444,3456,54,22
2024-11-18,tiktok,3603,327873,22951,19049,14286,42180,380,247
2024-02-05, google ads ,,97665,6836,6220,3358,33943,373,179
2024-02-05, google ads ,4615,299975,2999,2789,2091,6012,167,75
2024-12-16,Facebook Ads,3531,105930,7415,6895,4137,40887,413,268
2024-04-29, google ads ,2057,100793,4031,3345,2107,9345,267,194
2024-06-10,Facebook Ads,3005,117195,5859,3573,2751,17013,321,166
2024-05-13,Facebook Ads,3005,99165,2974,1933,1488,6345,135,86
2024-07-08,Facebook Ads,1088,87040,6092,4629,2407,19944,277,166
2024-09-16, google ads ,2439,53658,2682,2038,1182,5246,61,38
08/12/2024,Facebook Ads,3923,337378,23616,17003,10881,91290,510,290
2024-02-26,Facebook Ads,4274,277810,16668,13167,9611,58023,921,524
2024-06-24,TikTok Ads,2329,48909,2445,2176,1131,16356,87,49
2024-04-01,tiktok,3132,131544,7892,6550,4192,24198,327,140
2024-06-17,tiktok,4705,319940,22395,17244,9829,31020,1034,672
2024-03-04,TikTok Ads,4174,396530,3965,2458,1868,25872,147,113
2024-05-06,Facebook Ads,624,43680,873,558,279,960,16,7
2024-12-23,TikTok Ads,3916,383768,26863,23908,18170,53536,1673,1154
2024-03-04,Facebook Ads,4496,364176,3641,3240,2041,-9700,194,145
2024-10-07,TikTok Ads,4811,399313,7986,5909,3131,12272,118,83
2024-12-09,Google Ads,3613,321557,3215,2346,1501,8142,46,34
2024-02-19,TikTok Ads,2300,112700,3381,2332,1842,7521,69,33
2024-09-23,Facebook Ads,827,44658,2232,1361,1007,1539,27,17
2024-01-08,Affiliate,3805,296790,11871,9615,6057,43488,288,207
2024-02-12,tiktok,4163,87423,5245,4930,3796,21079,197,90
2024-03-04,Affiliate,714,70686,1413,1088,652,4601,43,20
2024-12-02,Affiliate,3187,168911,5067,3698,1849,37570,221,132
2024-04-29,Facebook Ads,3503,329282,3292,2831,1641,20340,113,59
2024-06-24,Facebook Ads,4204,201792,8071,5972,3881,53700,537,408
2024-02-19,TikTok Ads,3211,260091,15605,13420,8454,80869,1207,760
2024-05-20,Google Ads,3049,237822,11891,9156,6134,138348,732,336
2024-04-15,Facebook Ads,2548,50960,2548,2318,1274,35776,208,95
2024-02-26,TikTok Ads,3199,217532,15227,10049,5325,24682,301,213
2024-10-07,Facebook Ads,1840,99360,3974,3536,2404,17248,176,133
2024-07-01,Facebook Ads,2560,148480,4454,3919,2116,12480,195,91
2024-01-29,Facebook Ads,1170,30420,1825,1168,864,4095,105,68
2024-04-29,tiktok,3765,199545,13968,9079,4539,13431,363,210
2024-12-02,Facebook Ads,1937,48425,3389,2101,1575,13335,105,53
2024-09-02, google ads ,3211,80275,802,705,507,910,14,10
2024-03-18,Affiliate,3834,99684,996,756,551,10140,60,38
2024-02-05,tiktok,4615,313820,9414,7060,4800,20022,282,208
2024-01-08,Affiliate,4466,308154,18489,14791,8726,80730,1035,817
2024-07-22,Facebook Ads,4470,330780,23154,13892,9029,220000,1250,625
2024-10-28,Facebook Ads,4598,160930,4827,2896,2027,-17680,260,166
01/01/2024,Google Ads,2230,147180,7359,5004,3052,50400,400,256
2024-04-15,tiktok,1152,78336,3916,3367,1986,16665,303,154
2024-12-16,Affiliate,3194,118178,7090,6593,4615,41510,593,468
2024-04-08,tiktok,585,43290,2164,1666,833,5412,33,16
2024-07-08, google ads ,705,55695,556,439,320,5340,30,18
2024-09-30,Affiliate,2187,172773,8638,7083,5453,36462,354,261
2024-07-22, google ads ,4748,246896,14813,12887,7216,15450,515,370
2024-02-12,tiktok,3392,159424,1594,1402,813,12656,112,45
2024-02-19,Facebook Ads,978,43032,860,541,292,6208,32,15
2024-02-19,Google Ads,2646,190512,7620,5867,3754,11968,352,235
2024-05-27,Google Ads,3742,160906,4827,3378,2567,11312,202,127
2024-09-30,Facebook Ads,3116,233700,16359,15213,8367,61605,1369,739
2024-12-16,Facebook Ads,3254,191986,1919,1362,994,18144,108,83
2024-08-26,Google Ads,2917,253779,2537,1775,958,13774,142,96
2024-01-29,Google Ads,2874,235668,4713,3393,2612,23220,135,60
2024-02-05, google ads ,4635,403245,12097,10403,7490,75712,416,257
2024-01-22,Google Ads,1514,83270,4163,3455,2211,33790,310,186
2024-07-29,Facebook Ads,1939,75621,3024,2388,1719,23540,214,124
2024-02-05,Google Ads,4147,161733,6469,4269,2433,19328,128,66
2024-03-11,Affiliate,1215,57105,1142,925,647,9984,64,32
2024-06-10, google ads ,1185,80580,4834,3528,2363,15403,211,124
2024-01-08,tiktok,2399,79167,2375,1591,1050,2585,47,23
2024-04-01,Google Ads,,215004,8600,7654,5893,77744,688,378
2024-12-23,Facebook Ads,3546,304956,9148,5488,2853,25912,164,96
2024-06-10, google ads ,1441,93665,4683,3418,2187,15980,170,78
2024-09-30,TikTok Ads,767,60593,1817,1344,846,5194,53,31
2024-10-14,Facebook Ads,818,64622,2584,1653,1206,1617,33,14
2024-11-11,Google Ads,2775,177600,10656,8418,4798,79285,505,348
2024-04-29,Affiliate,1076,43040,1291,1058,581,9240,84,55
2024-12-02, google ads ,3694,129290,2585,1809,1392,7776,108,76
08/26/2024,Facebook Ads,1481,31101,622,578,456,583,11,5
2024-09-16,Affiliate,726,69696,4181,2634,1396,23520,210,130
2024-07-08, google ads ,4000,100000,3000,2130,1256,5364,149,96
2024-03-11,TikTok Ads,4254,331812,16590,14433,8659,64875,865,397
2024-07-01, google ads ,4294,231876,11593,8346,5341,35040,584,256
2024-09-23,Affiliate,4901,289159,14457,10842,6396,96850,650,422
2024-11-04,Google Ads,572,41756,1670,1152,656,12051,103,65
2024-05-20,Facebook Ads,2563,120461,2409,1854,1223,28220,166,78
2024-08-26,Affiliate,4875,121875,1218,1096,734,6786,87,43
2024-08-12,tiktok,4328,428472,4284,2656,1540,4345,79,37
2024-06-10,Google Ads,4790,440680,13220,10179,8041,137400,916,439
05/27/2024,Affiliate,3234,64680,4527,3847,2962,29670,230,133
2024-10-21,TikTok Ads,2497,219736,6592,5998,4378,33101,419,230
2024-11-25,TikTok Ads,3788,329556,6591,6063,3819,52998,363,148
2024-04-08,TikTok Ads,4266,89586,5375,4891,3472,39262,293,120
04/29/2024, google ads ,3911,273770,8213,7063,4873,67945,635,374
2024-04-29, google ads ,1456,74256,3712,3303,2279,6468,66,40
2024-07-22,Affiliate,2168,78048,4682,3230,2067,44080,290,220
2024-05-13,Affiliate,1921,169048,11833,11004,6822,16500,550,390
2024-11-25, google ads ,1548,89784,2693,2504,1427,5950,175,127
2024-08-12,Facebook Ads,2437,87732,6141,4421,3492,8976,176,70
2024-06-17,tiktok,1357,40710,2035,1241,831,18204,111,73
2024-05-13,Facebook Ads,3354,332046,13281,11288,7562,33825,451,239
2024-01-01,Affiliate,3202,217736,8709,6531,4767,40194,522,224
2024-05-27, google ads ,3717,353115,10593,9109,6649,-108290,637,369
2024-08-05,Facebook Ads,1285,79670,3983,2708,1787,29970,162,68
2024-03-18,Affiliate,2757,234345,16404,10170,5898,35728,203,95
2024-12-02, google ads ,2203,129977,7798,7174,4878,94815,645,354
2024-07-22,Facebook Ads,4088,241192,14471,10708,8138,11770,214,130
2024-12-09, google ads ,2805,252450,5049,4039,2140,49742,323,132
2024-01-29,TikTok Ads,1737,151119,10578,9308,5305,19344,372,260
2024-01-22,Affiliate,4123,300979,15048,10232,7674,165600,920,478
2024-06-10,TikTok Ads,4025,165025,6601,5214,4014,37492,364,145
2024-03-18,TikTok Ads,3346,287756,14387,9639,5301,39304,289,161
2024-01-22, google ads ,1446,37596,1503,1337,788,11352,66,44
2024-09-09, google ads ,2115,69795,697,648,511,3360,32,24
2024-04-15,Google Ads,1711,128325,7699,6775,5149,17344,271,170
11/04/2024,TikTok Ads,3757,259233,10369,6532,3853,59874,587,340
07/15/2024,TikTok Ads,3266,75118,1502,1396,935,1705,55,35
2024-01-15,Affiliate,2032,65024,2600,2340,1333,9520,70,54
2024-11-11,Google Ads,2379,192699,13488,10116,6373,34542,303,215
2024-12-02,TikTok Ads,3188,165776,4973,3829,2603,33892,229,125
2024-11-11,tiktok,2074,51850,3111,2831,2038,14241,141,101
2024-02-05,Affiliate,4109,390355,3903,3122,2122,40112,218,115
2024-04-08, google ads ,2133,172773,6910,6219,3917,13516,124,73
2024-09-23, google ads ,2923,225071,15754,13548,8941,17864,406,280
2024-07-22, google ads ,,112840,1128,958,622,1786,47,31
2024-12-09,TikTok Ads,928,38976,389,353,197,2890,17,11
2024-12-23,tiktok,686,40474,2023,1658,978,23989,149,114
2024-05-13,Google Ads,1594,55790,3347,2577,1778,13398,231,161
2024-01-01,Google Ads,1303,48211,2892,1879,939,4329,37,27
2024-06-10, google ads ,690,15870,793,563,349,1209,39,27
2024-01-29,tiktok,618,16686,1001,910,455,2646,54,39
2024-11-25,tiktok,1795,73595,3679,3200,1600,24320,128,57
2024-07-15,Facebook Ads,1949,44827,896,546,382,1763,43,27
2024-09-02,Facebook Ads,4366,275058,13752,9763,5857,85375,683,464
2024-04-22,Affiliate,4043,226408,2264,1426,855,11229,57,24
2024-11-25,Facebook Ads,1156,25432,1525,1021,653,3580,20,10
2024-04-29,TikTok Ads,4345,121660,4866,4476,2954,23316,402,269
2024-01-22,TikTok Ads,2352,131712,2634,2107,1517,12054,147,94
2024-10-07,Facebook Ads,1827,51156,2557,1841,1399,25088,128,75
2024-07-01,Google Ads,523,10983,768,499,379,1292,34,17
2024-09-16,tiktok,3315,324870,3248,2273,1409,18762,159,109
2024-07-08,Google Ads,2257,128649,5145,4836,3095,37856,338,165
2024-06-10, google ads ,759,71346,4994,4194,2474,13572,377,226
2024-11-18,Affiliate,4100,278800,16728,12378,7798,68310,495,301
2024-08-05,Google Ads,842,57256,1717,1579,963,15290,110,83
2024-07-15,Google Ads,3349,100470,2009,1446,1127,16168,86,64
2024-09-30,Facebook Ads,1059,93192,931,791,427,961,31,13
2024-09-09,Facebook Ads,1717,61812,4326,2811,2052,5208,84,49
2024-05-27, google ads ,758,59124,1773,1187,937,4899,71,45
2024-07-01, google ads ,1353,116358,2327,2047,1146,21106,122,58
2024-01-08, google ads ,3064,257376,18016,13512,8512,79380,945,652
2024-08-19,tiktok,944,55696,3898,3352,1810,8517,167,81
2024-12-02,Google Ads,,365877,25611,22281,11586,47223,891,543
2024-04-08,Affiliate,4030,137020,4110,3699,2367,17459,221,106
2024-12-16,Affiliate,3301,184856,9242,7393,3992,11466,147,89
2024-05-06,Google Ads,1814,45350,2721,1687,1180,12726,101,67
2024-10-07,Google Ads,1995,147630,10334,7853,4005,19468,157,78
2024-06-03, google ads ,1629,99369,2981,2772,1552,15936,249,134
2024-06-24,Facebook Ads,2074,176290,12340,7404,4590,129204,666,386
2024-05-20,tiktok,2034,81360,4881,3855,1927,4928,154,100
2024-04-01,tiktok,4012,320960,22467,13480,8896,134126,674,296
2024-08-05,Affiliate,2770,271460,13573,10722,7398,72300,964,607
2024-06-17,Facebook Ads,1075,82775,827,777,536,6642,54,28
2024-12-23,Google Ads,558,22320,1562,1296,959,2200,25,18
2024-04-22,Affiliate,2147,53675,2683,1717,1184,10609,103,51
2024-12-16, google ads ,4735,236750,2367,1704,971,10472,119,89
2024-04-29,Google Ads,2157,198444,11906,8215,4271,29900,575,270
12/16/2024,Facebook Ads,2709,140868,9860,8479,6444,151837,763,305
2024-03-25,TikTok Ads,3241,298172,5963,4531,3217,16109,181,81
2024-08-19,Google Ads,1688,97904,4895,4013,2086,7560,120,63
2024-06-10,TikTok Ads,2155,209035,6271,4201,2604,36792,252,176
2024-12-09,Affiliate,3666,329940,19796,14253,7269,52948,427,298
2024-04-22,TikTok Ads,895,29535,590,430,266,2160,30,15
2024-01-15,tiktok,991,37658,1882,1223,684,10370,85,61
2024-06-17,TikTok Ads,1536,76800,5376,4462,2811,15639,401,264
2024-06-24,tiktok,1617,93786,2813,2475,1732,8131,173,98
2024-12-02,Google Ads,3259,254202,15252,12506,8879,172375,875,533
2024-04-29, google ads ,844,34604,2422,1986,1370,5192,59,34
2024-03-25, google ads ,4160,224640,6739,4245,3183,18336,382,171
2024-03-18,tiktok,4020,132660,9286,7985,5190,137138,718,452
2024-03-18,tiktok,4121,107146,7500,4875,3022,55480,292,116
2024-08-19,Facebook Ads,2081,54106,2705,2299,1356,25120,160,116
2024-06-24, google ads ,1728,39744,2384,1597,910,6045,31,20
2024-02-12,Affiliate,3387,281121,19678,17710,9032,53100,531,292
2024-04-22,tiktok,3063,211347,2113,1605,1171,12960,96,55
2024-02-12,tiktok,,229320,2293,1513,756,15030,90,54
2024-10-21,Google Ads,1708,75152,2254,1848,1201,-11330,110,59
2024-10-28,Google Ads,3296,263680,18457,13104,9696,70216,1048,503
2024-04-08,TikTok Ads,4076,199724,1997,1577,1056,8001,63,49
2024-03-25,TikTok Ads,3331,149895,4496,2697,1914,17013,107,62
2024-11-25,Google Ads,501,20040,200,160,110,117,3,1
