PropertyID,ListingDate,PropertyType,City,Bedrooms,Bathrooms,SquareFeet,MonthlyRent,MaintenanceCosts,IsOccupied,TenantChurn_Flag
90325,2024-01-06, apartment ,Austin,2,1.5,1008,1790.68281988142,195,Yes,No
90326,2023-12-17,Condo,Austin,5,5.5,2275,4504.00988429389,170,No,Yes
90327,2023-01-01,Condo,Dallas,2,1.5,1178,2391.48866472658,690,Yes,No
90328,2023-04-20,single family,Houston,5,5.5,3540,8030.55482688665,414,No,Yes
90329,2023-12-13,Townhouse,Dallas,1,1,726,1889.31258253786,341,No,No
90330,11/09/2024,Condo,Houston,2,2,894,2204.87553844577,375,No,Yes
90331,2023-08-30,Apartment,Houston,3,2.5,1251,2856.21685808786,210,Yes,No
90332,2023-03-27,Condo,Austin,2,1.5,1456,3898.10547038936,684,Yes,No
90333,2023-06-15,Single Family,Dallas,4,4.5,2440,3529.01924914914,502,Yes,No
90334,2024-07-08,single family,Austin,4,4,1880,4522.02014678811,459,Yes,No
90335,2023-12-16,Townhouse,Dallas,2,2.5,1322,2576.16922488202,95,Yes,No
90336,2024-03-18,Apartment,San Antonio,4,4.5,2488,4923.84784982868,504,Yes,No
90337,2023-06-10,Single Family,Dallas,4,4.5,2556,5715.39431459261,383,Yes,No
90338,2024-01-14, apartment ,Houston,5,5,3930,9024.44593947914,439,Yes,No
90339,2023-09-19,Apartment,Houston,5,5.5,3130,7948.79046029448,222,No,Yes
90340,2023-07-01,Apartment,Dallas,3,3,1422,3248.95308428013,356,Yes,No
90341,2024-08-12,single family,Houston,4,3.5,2732,4740.88916217894,65,No,No
90342,2024-05-06,single family,Austin,5,4.5,2185,3448.42185913349,568,No,No
90343,2023-10-01,Townhouse,Dallas,3,3.5,1950,3345.88720776415,135,Yes,No
90344,2023-11-09,Single Family,Austin,1,1,556,888.181327092732,723,Yes,No
90345,05/09/2024,Apartment,Dallas,5,5,3755,5867.9957989091,385,No,No
90346,2023-01-26,Condo,Austin,4,4,1860,2922.70171957868,408,No,No
90347,2024-11-28,Townhouse,Houston,5,5,2010,5186.6789697626,355,Yes,No
90348,2023-11-02,Townhouse,Dallas,3,3.5,1743,4204.48577678468,170,No,No
90349,2024-03-09,single family,Austin,5,5,3865,8666.20094154947,540,No,No
90350,2024-01-20,Condo,Austin,3,2.5,2280,6083.03705450848,91,No,No
90351,2023-12-02,single family,San Antonio,5,5.5,3070,6195.63281699719,162,No,Yes
90352,2024-08-28,Condo,Houston,5,5.5,2900,4828.80633435622,241,No,Yes
90353,2023-11-21,Apartment,Dallas,2,1.5,962,2102.85194399378,219,No,Yes
90354,2024-03-11,Condo,Dallas,1,1,539,1301.92089515134,135,No,No
90355,2023-03-24,single family,Austin,3,3,1290,1794.79816506887,550,No,Yes
90356,2023-01-16,single family,San Antonio,3,3.5,1986,2463.13638274257,86,Yes,No
90357,2023-05-25,Condo,San Antonio,1,1.5,653,1332.67630307627,732,No,No
90358,2024-06-24,single family,Houston,2,2.5,926,1524.96818313159,429,No,Yes
90359,2024-01-23,Apartment,Austin,5,5,2575,6379.84350803184,771,Yes,No
90360,2023-05-19, apartment ,Dallas,4,3.5,2976,4918.39381769895,641,No,Yes
90361,2024-09-27,Condo,San Antonio,1,1,734,960.316275906244,199,Yes,No
90362,2024-09-16,Single Family,Dallas,1,1,470,767.643308192791,111,Yes,No
90363,2024-09-11,Single Family,San Antonio,3,3.5,2115,2905.75352996786,685,Yes,No
90364,2024-06-16,Townhouse,San Antonio,4,3.5,2516,5714.74853298308,755,Yes,No
90365,2023-10-26,Condo,Dallas,3,3,2250,5486.59372260403,201,No,Yes
90366,2023-01-04,single family,Dallas,5,4.5,2090,5505.22641315182,524,Yes,No
90367,2023-10-14,Townhouse,Houston,1,1,777,1526.6347472558,354,Yes,No
90368,2023-12-16, apartment ,San Antonio,1,1,623,1659.70704761912,773,No,Yes
90369,2023-07-15, apartment ,San Antonio,1,1,509,897.942119329023,57,No,Yes
90370,2023-09-28,Apartment,Austin,3,3,2319,5248.22029507687,132,Yes,No
90371,2024-06-14,Apartment,Austin,4,4,2996,6712.64348971427,670,Yes,No
90372,2024-04-08,Single Family,Dallas,4,4,2696,6419.59010296966,710,No,Yes
90373,2023-12-21,Apartment,Houston,5,5,3980,6442.44667577299,363,Yes,No
90374,2023-04-10,Condo,Austin,5,5,3115,5960.22796800301,382,Yes,No
90375,2024-02-18,Single Family,Dallas,4,4.5,3004,6631.95084675474,281,Yes,No
90376,06/22/2024, apartment ,Dallas,2,2.5,1510,3322.93090609225,156,Yes,No
90377,2023-03-27,Condo,Dallas,4,3.5,1724,2232.87094119213,706,Yes,No
90378,2024-10-17,Condo,Austin,3,3,2274,5569.60885885507,457,No,Yes
90379,2023-02-23,single family,Houston,4,3.5,2316,3728.93743577848,275,Yes,No
90380,2023-12-21,Apartment,Austin,1,1,757,1965.81671538512,459,Yes,No
90381,2024-07-06,Condo,Austin,5,4.5,3160,5685.29244767935,559,Yes,No
90382,2023-04-20,Townhouse,San Antonio,4,4.5,2828,4530.50497370293,758,Yes,No
90383,2024-09-13,Apartment,Dallas,3,3.5,2334,4656.21585771107,502,No,Yes
90384,2023-05-22,Apartment,Houston,3,3,2193,4387.63827885424,105,No,No
90385,2023-07-25, apartment ,Dallas,4,4.5,1748,2583.19975462947,208,Yes,No
90386,2024-11-18, apartment ,Austin,4,4,2788,5524.53095855645,376,No,Yes
90387,2023-02-22,Townhouse,San Antonio,1,1,562,1197.70184560143,527,No,Yes
90388,2024-10-08,Condo,Austin,5,4.5,3865,8300.12385911477,628,No,No
90389,2023-12-31,Single Family,Houston,5,5,2115,5505.8901174643,348,Yes,No
90390,2023-08-27, apartment ,Dallas,4,3.5,2772,4363.38378045065,522,No,No
90391,2024-02-18, apartment ,San Antonio,3,3.5,1329,2381.2959678587,55,Yes,No
90392,2024-04-17,Single Family,Houston,5,4.5,3040,6730.72361049555,427,Yes,No
90393,2023-04-25, apartment ,Dallas,2,1.5,1512,1898.30513047944,414,No,No
90394,2023-01-14, apartment ,San Antonio,5,5,3350,4838.13536707458,774,Yes,No
90395,2024-01-25,Townhouse,Dallas,2,1.5,870,1730.99691982101,614,No,Yes
90396,2023-03-19,Apartment,Houston,5,4.5,3020,7567.4706310944,775,No,Yes
90397,03/15/2023,single family,Austin,5,5.5,2740,3363.36919699766,423,No,No
90398,2023-07-10,single family,Houston,2,2,1384,1733.68017982472,722,No,Yes
90399,2024-06-28,Single Family,Austin,5,4.5,3000,5329.18108465577,80,Yes,No
90400,2024-07-03,Condo,Houston,2,1.5,1228,2895.35488969858,738,No,Yes
90401,2024-05-04,Apartment,San Antonio,2,1.5,1062,1926.30161423707,197,No,Yes
90402,2024-03-24,Townhouse,Houston,1,1,541,828.259180122595,787,Yes,No
90403,2023-09-15,Apartment,San Antonio,3,3.5,1761,3686.11347521749,168,Yes,No
90404,2024-01-03,single family,Dallas,1,1,551,700.598398107336,648,Yes,No
90405,01/11/2024, apartment ,Austin,3,3,1458,3202.62882237501,464,Yes,No
90406,2023-08-01,Apartment,Dallas,1,1.5,459,,651,Yes,No
90407,06/24/2023,Apartment,Dallas,4,3.5,1796,3689.00669246512,775,No,No
90408,2023-07-12,single family,San Antonio,4,4,3152,7435.08500663186,55,Yes,No
90409,2023-01-30,Townhouse,Houston,5,4.5,3465,8445.41006221501,757,Yes,No
90410,2024-09-03,single family,Dallas,3,3.5,1602,2358.28890956849,223,No,No
90411,2024-01-15,Townhouse,Austin,4,4.5,1656,3415.83439692028,471,No,Yes
90412,2023-11-29,Condo,Houston,4,3.5,2540,5379.48723612143,596,No,Yes
90413,2024-04-14,Single Family,Dallas,5,4.5,2710,5121.96021050027,645,No,Yes
90414,2023-07-07, apartment ,Houston,3,3.5,1845,3586.89781787568,348,No,Yes
90415,2023-12-15,Condo,Dallas,3,3.5,2028,,323,No,Yes
90416,2023-01-05,Single Family,Austin,1,1,444,556.527811530106,158,Yes,No
90417,2023-06-11,Apartment,San Antonio,2,1.5,1446,3083.10041923611,512,No,Yes
90418,2023-07-20,single family,Dallas,2,1.5,1258,2957.15410236239,-623,Yes,No
90419,2023-09-01,Single Family,San Antonio,3,3,1371,3161.17834617481,257,No,Yes
90420,2024-06-16,Single Family,Austin,3,3,1758,3632.09413707596,692,Yes,No
90421,2024-02-19,Apartment,Dallas,4,4,1680,2022.73732498974,-721,Yes,No
90422,2024-08-31,Townhouse,San Antonio,1,1.5,404,943.858304559001,72,No,No
90423,2024-02-09,Single Family,Houston,3,2.5,1677,4140.90316684647,687,Yes,No
90424,2023-11-25, apartment ,San Antonio,4,4,2984,3911.5122441785,290,Yes,No
90425,2024-01-16,Townhouse,San Antonio,4,4.5,2496,4121.65645034614,112,Yes,No
90426,2024-04-19,Single Family,Houston,4,4,2120,2678.31390907351,681,No,No
90427,2024-09-15,Single Family,Houston,5,4.5,2510,6040.83507174618,793,No,Yes
90428,2023-02-26,Townhouse,Dallas,1,1,447,963.504010148255,210,Yes,No
90429,2023-11-16,single family,Dallas,4,4.5,2812,5662.19256174797,706,Yes,No
90430,2024-04-10,single family,San Antonio,2,2,1178,2011.03333577478,98,No,Yes
90431,2023-06-06,Townhouse,Houston,3,3.5,1584,2413.09470824836,395,Yes,No
90432,2023-08-14,Townhouse,Dallas,3,3.5,1443,1934.58579560965,548,No,No
90433,2023-07-20, apartment ,San Antonio,3,3,2214,3388.95996392684,372,Yes,No
90434,11/20/2024,Townhouse,Austin,5,4.5,3390,9032.9224544386,71,Yes,No
90435,2023-02-18,Apartment,Dallas,4,4,2492,6654.29843772626,295,Yes,No
90436,2024-02-11,Apartment,Austin,1,1,637,846.092831835334,649,No,No
90437,2024-11-01,Single Family,Austin,3,3,1509,3361.03009382339,663,Yes,No
90438,2024-01-13,Apartment,San Antonio,5,5.5,3310,7696.08703011884,466,Yes,No
90439,2024-03-14,Condo,Dallas,5,5.5,2535,6275.23978825507,257,Yes,No
90440,2023-03-02,Townhouse,Houston,1,1,410,806.536451292008,660,No,Yes
90441,2023-05-31,Apartment,San Antonio,1,1.5,561,1247.65461940041,447,Yes,No
90442,2024-07-29, apartment ,Houston,2,2.5,1010,2448.44990479408,638,No,Yes
90443,2024-05-14,Condo,Austin,2,2.5,1170,1551.78100044829,570,Yes,No
90444,2023-02-11,Single Family,Dallas,4,4.5,2068,4282.53999928,211,Yes,No
90445,2024-11-05, apartment ,Austin,4,4,2284,4330.58605075077,694,Yes,No
90446,2024-09-04,Apartment,Houston,1,1.5,735,971.804039716164,320,No,Yes
90447,2023-12-14,Apartment,San Antonio,5,4.5,2995,4728.8368102288,126,No,No
90448,2023-10-07,Townhouse,San Antonio,4,3.5,2728,4628.84086518364,71,No,Yes
90449,2024-06-25,Single Family,Houston,4,4,3108,5389.19170806482,407,No,Yes
90450,2024-03-19, apartment ,Houston,3,3,2064,5286.77065923082,424,No,Yes
90451,2023-01-18,Condo,Austin,1,1,478,941.760500696004,142,No,Yes
90452,2023-06-12,single family,Austin,5,5.5,2160,2674.6992844244,639,No,Yes
90453,2023-06-19,Condo,Austin,5,5,3810,9574.87980322394,631,Yes,No
90454,2023-08-27,Single Family,Austin,1,1.5,416,,211,Yes,No
90455,2023-08-16,single family,Houston,4,4,2208,2707.63011804541,515,Yes,No
90456,2024-11-22,Townhouse,Austin,4,4,2976,4816.98234424339,102,No,Yes
90457,2024-10-13,single family,Dallas,5,5,2050,3041.34331041078,735,No,No
90458,2023-05-02,Single Family,San Antonio,5,5.5,3985,5703.00390222436,780,No,No
90459,2023-09-30,Single Family,San Antonio,2,1.5,950,1302.6912201581,106,No,Yes
90460,2023-03-26,Apartment,Dallas,2,1.5,1126,2174.62708942919,761,Yes,No
90461,2023-03-29, apartment ,Dallas,5,5,2870,5799.52756418731,133,No,Yes
90462,2024-04-06,Condo,Austin,3,3.5,2397,3822.52856142927,499,Yes,No
90463,2024-03-10,Condo,Houston,5,5.5,2810,5485.11191336164,147,Yes,No
90464,2024-04-22,Condo,San Antonio,5,5.5,2015,3589.00072691729,758,No,Yes
90465,10/04/2023,Apartment,San Antonio,5,5,2405,5928.30587917487,203,No,No
90466,2024-06-27,Townhouse,Dallas,5,5,3635,4910.63279306732,393,Yes,No
90467,2023-07-09,Condo,Houston,4,4.5,1664,3668.72959764969,356,Yes,No
90468,2024-03-05,Condo,Austin,3,2.5,2088,5428.45817327483,775,No,No
90469,2023-02-05,Apartment,Austin,4,4.5,2544,6633.66486502963,595,No,No
90470,2024-06-27, apartment ,Austin,2,2,1024,2723.60123947132,157,No,Yes
90471,2023-04-20,Townhouse,San Antonio,2,2.5,1400,2577.53272477422,481,No,Yes
90472,2023-10-25,Single Family,San Antonio,5,4.5,2980,4791.12371428549,209,No,Yes
90473,2024-02-22,Apartment,Dallas,5,4.5,2685,4282.88614283869,705,No,Yes
90474,2024-04-29,single family,Austin,5,5.5,3215,6610.99060551589,784,No,No
90475,2024-09-07,Townhouse,Houston,3,3.5,1356,3123.41198673742,195,Yes,No
90476,2024-03-07,Townhouse,Houston,3,3,1986,5058.82058015942,294,Yes,No
90477,2023-07-30,Single Family,Austin,5,5,3150,6281.94617386532,641,Yes,No
90478,2023-01-02,Single Family,Houston,4,4.5,2184,4810.44109731915,752,Yes,No
90479,08/26/2023,Single Family,Houston,5,4.5,3240,6576.90627345485,693,Yes,No
90480,2023-12-24, apartment ,Houston,4,4.5,2864,6995.12766256776,159,Yes,No
90481,2023-02-10,Apartment,San Antonio,5,5.5,3630,6341.88133098599,391,No,No
90482,2023-01-18,Single Family,Austin,4,4,1828,4299.70389541933,193,No,Yes
90483,2023-02-06,Apartment,Houston,4,3.5,2304,5864.14134132943,54,No,Yes
90484,03/17/2024,Apartment,Dallas,1,1.5,698,1220.84595054157,186,No,Yes
90485,2024-03-05, apartment ,San Antonio,4,3.5,3056,4894.43320817353,783,Yes,No
90486,2024-07-28,Condo,Dallas,3,3,1875,3399.3821459121,726,No,Yes
90487,2023-04-05,Townhouse,Dallas,3,3,2133,,485,Yes,No
90488,2024-01-26,Condo,San Antonio,2,2.5,850,2032.29784499728,226,Yes,No
90489,2024-10-31,Condo,San Antonio,2,2,1368,2290.6892446456,155,Yes,No
90490,2024-05-11,Single Family,Dallas,3,3,2166,3000.16888643176,195,Yes,No
90491,2023-01-12,single family,Austin,1,1.5,751,1915.76114333196,53,Yes,No
90492,2023-01-26,Condo,Houston,5,5.5,2575,4702.20970464042,114,Yes,No
90493,2023-07-09,Single Family,Dallas,3,2.5,2007,4700.8878431675,273,No,Yes
90494,2024-01-07,single family,Dallas,4,4.5,2724,5597.74636431567,265,No,No
90495,2023-06-28,single family,Houston,4,4.5,2272,4343.25620272199,273,No,Yes
90496,2023-09-29,Condo,Dallas,4,3.5,3048,8225.81751248474,372,Yes,No
90497,2024-09-11,Single Family,San Antonio,2,2,1506,2691.46226385276,735,No,Yes
90498,2024-02-17,Townhouse,Austin,4,4.5,2172,5010.91536833612,437,No,Yes
90499,2024-01-20,Apartment,Austin,5,5,3170,5706.58848239555,612,No,Yes
90500,2024-08-14,Apartment,Dallas,3,3,2103,4985.13943442788,301,No,Yes
90501,2023-11-12,Single Family,Houston,4,3.5,2964,5694.06710844937,506,No,Yes
90502,2023-11-23,Apartment,San Antonio,1,1,577,1496.77594608794,526,No,No
90503,2024-09-19,single family,Dallas,5,5,2665,3995.36374877154,520,Yes,No
90504,2023-03-01, apartment ,Austin,5,4.5,3595,5951.04492851372,57,No,Yes
90505,2023-06-10,Single Family,San Antonio,2,1.5,1448,3142.76473013776,172,No,Yes
90506,2024-04-11,Condo,San Antonio,3,3,1377,,313,No,No
90507,2023-12-31, apartment ,Houston,5,5.5,2615,3217.09807875943,95,Yes,No
90508,2024-03-11,Townhouse,Houston,3,3.5,1389,3100.35593423664,386,No,Yes
90509,2023-12-04,Condo,San Antonio,2,1.5,1452,1892.59022751608,-653,No,No
90510,2023-07-14,Townhouse,Dallas,5,5.5,3500,6227.78127197073,303,Yes,No
90511,2024-01-25,Single Family,Austin,4,3.5,3080,3743.93133216348,353,No,No
90512,2023-12-19,Apartment,Dallas,3,3,1398,2890.67015576357,415,Yes,No
90513,2024-11-02,Apartment,San Antonio,2,2,1206,2391.02255855101,539,Yes,No
90514,2023-01-27, apartment ,Austin,5,4.5,3745,4811.87537162326,251,No,Yes
90515,2023-01-31,single family,San Antonio,3,2.5,1317,2067.49890451869,644,No,No
90516,2024-02-18,Single Family,Dallas,3,3.5,1959,4495.861586072,141,Yes,No
90517,2024-03-10,Condo,Austin,1,1.5,416,640.625534135395,237,No,Yes
90518,2023-08-21,Townhouse,Austin,3,3,1386,2038.64246473603,486,No,No
90519,2024-08-08,Townhouse,San Antonio,4,3.5,1716,3921.28320715748,736,Yes,No
90520,2023-12-04,Condo,Houston,5,5,3325,7450.83720829261,125,Yes,No
90521,2024-03-23,Condo,Houston,5,5.5,3300,6787.3413768864,768,Yes,No
90522,2023-02-11,Condo,San Antonio,3,3.5,1803,3752.54691147676,64,Yes,No
90523,2024-03-10,Apartment,Austin,2,2.5,1228,2830.61116224984,690,No,Yes
90524,2023-11-22,Apartment,Dallas,5,5,3045,4798.55781838836,508,No,Yes
90525,2023-03-11,Condo,San Antonio,3,3,2184,2825.81768985252,348,Yes,No
90526,2023-05-15,Single Family,Austin,1,1,784,1638.51367507508,147,Yes,No
90527,2023-08-15,Single Family,Dallas,2,2,1518,2772.70811211453,493,No,No
90528,2023-12-12, apartment ,Austin,4,4,2264,3787.1162208974,590,Yes,No
90529,2023-04-05,Single Family,Houston,2,2,1574,2881.22624807145,377,Yes,No
90530,2023-08-31,Single Family,Houston,2,2.5,1280,2651.21461985782,781,No,No
90531,2023-12-15,Condo,San Antonio,1,1,480,803.981165120369,119,Yes,No
90532,2024-07-10,single family,San Antonio,3,3.5,1269,3086.04384563497,611,Yes,No
90533,2024-10-03,single family,Austin,3,3,1389,2114.16891753383,316,Yes,No
90534,2023-08-09,Apartment,San Antonio,2,2.5,1576,3644.5289008035,56,No,Yes
90535,2024-03-30,single family,Houston,1,1.5,699,1463.8503080888,677,No,No
90536,2024-07-04,single family,Dallas,5,5,2875,6556.3873044827,693,Yes,No
90537,2023-11-24, apartment ,Austin,1,1.5,574,720.488227503881,710,Yes,No
90538,2024-02-10,Condo,San Antonio,4,4.5,2928,7483.35452467881,254,Yes,No
90539,2024-07-19,Apartment,Austin,2,2.5,826,1106.30610431298,459,Yes,No
90540,2024-11-11,Single Family,San Antonio,4,4,2608,6677.83779231507,628,Yes,No
90541,2024-08-16,Apartment,San Antonio,1,1,692,1033.1280015567,466,No,Yes
90542,2023-08-22,Condo,San Antonio,3,2.5,1239,1538.7280312494,62,Yes,No
90543,2024-09-23, apartment ,Houston,1,1,414,878.966872316118,240,No,No
90544,02/15/2023, apartment ,Dallas,4,4,1900,4391.45508131546,328,Yes,No
90545,2023-02-12, apartment ,San Antonio,2,2,1146,3053.14683756351,144,No,Yes
90546,2023-09-06,Townhouse,Austin,1,1,687,1501.60947980867,437,Yes,No
90547,2024-04-22,Condo,San Antonio,3,3.5,2190,5469.30776515059,141,Yes,No
90548,2024-07-31,single family,Houston,5,5,3875,5846.16350261316,643,Yes,No
90549,2024-10-09,Apartment,Dallas,2,2,1044,2784.00619974621,477,No,Yes
90550,2023-01-26,Single Family,Austin,1,1,493,1150.98812417625,266,Yes,No
90551,2023-06-01,Single Family,Houston,5,5,3780,7983.60494751279,60,No,Yes
90552,04/09/2024, apartment ,Houston,4,3.5,2868,4817.02979753829,673,No,No
90553,2024-07-05,Apartment,Dallas,1,1,563,737.142434620458,562,Yes,No
90554,2024-06-16, apartment ,San Antonio,2,1.5,1148,2403.09250168795,-363,Yes,No
90555,2023-02-27,Apartment,San Antonio,5,5,3910,6541.56093814669,539,Yes,No
90556,2024-02-21,single family,Dallas,2,2,1340,2320.86587345082,255,Yes,No
90557,2023-02-04,Single Family,San Antonio,4,3.5,2768,4856.85054546038,496,No,No
90558,2024-01-30,Single Family,Houston,3,3,1329,2902.19902823204,302,Yes,No
90559,2024-10-17,Apartment,Houston,4,4,2892,4213.70477989433,647,Yes,No
90560,2023-04-14,single family,San Antonio,1,1,400,583.735842976596,197,Yes,No
90561,2023-06-17,Townhouse,San Antonio,5,5,2895,3694.51839314775,633,No,Yes
90562,2024-03-16,Apartment,Dallas,4,3.5,2824,6187.46457478826,484,Yes,No
90563,2023-05-12,Townhouse,Dallas,4,4.5,2780,5390.6855983253,426,Yes,No
90564,2024-11-04,Condo,Dallas,3,3,1644,4337.39392257901,197,Yes,No
90565,2024-10-03,Single Family,San Antonio,1,1,767,976.726634708711,339,No,No
90566,2024-05-15,single family,San Antonio,2,1.5,900,1172.40982557759,349,No,Yes
90567,2023-05-20,Townhouse,San Antonio,2,2.5,1518,3835.31856013393,735,No,Yes
90568,2023-03-07,single family,San Antonio,3,3,2040,2733.69790642043,634,No,Yes
90569,2023-05-16,Townhouse,Austin,3,2.5,1443,2992.58088359203,187,Yes,No
90570,2023-04-15,Apartment,Dallas,2,2.5,1114,1539.67722692726,732,Yes,No
90571,2023-02-24, apartment ,San Antonio,2,2,1562,3535.94845567353,250,Yes,No
90572,2024-03-24,Condo,Dallas,4,4.5,2660,4793.08252987316,338,No,Yes
90573,2024-05-22,single family,Austin,5,4.5,2565,6522.71715727575,764,Yes,No
90574,2023-06-02,single family,Austin,1,1,752,1920.55793881666,596,Yes,No
90575,2024-10-24,single family,Austin,1,1.5,677,1216.50511427564,280,Yes,No
90576,2023-02-17,Apartment,Austin,3,3,1788,3315.84502838508,211,No,Yes
90577,05/01/2023,single family,Houston,1,1,798,1611.32789834986,169,Yes,No
90578,2023-01-28,Townhouse,Dallas,1,1,764,1665.41871824442,170,Yes,No
90579,2024-07-30,single family,Austin,3,3,2076,2647.59506988618,467,No,Yes
90580,2024-08-20,Townhouse,Houston,3,3,1731,3943.45453501882,405,Yes,No
90581,2023-05-05,single family,Houston,5,5.5,2025,3871.8911929612,590,Yes,No
90582,2024-06-16,Apartment,Dallas,2,1.5,1184,2816.5394471633,427,Yes,No
90583,05/21/2024,Condo,Houston,1,1,448,1153.62630930023,748,No,Yes
90584,2024-01-09,single family,San Antonio,3,2.5,1356,2185.77403192323,684,No,No
90585,2023-09-23,single family,Austin,1,1.5,555,1013.4162439012,763,Yes,No
90586,2023-10-02,Condo,Houston,5,5.5,3565,5707.93412440989,654,No,Yes
90587,2024-06-04,Townhouse,Austin,4,3.5,1828,2284.39075777567,230,No,No
90588,2024-08-21,Single Family,Dallas,4,3.5,2644,5277.64926742262,183,No,No
90589,2023-01-12,Townhouse,Dallas,3,3,1626,2425.43661555826,296,Yes,No
90590,2023-04-02,Apartment,Dallas,2,2.5,824,1942.05535265228,781,No,No
90591,2023-02-14,single family,Dallas,4,3.5,2676,5627.37745254104,188,No,Yes
90592,2024-04-12,Condo,San Antonio,3,2.5,1410,2124.89664993896,427,Yes,No
90593,2024-06-20,Single Family,San Antonio,2,1.5,1140,2019.78219624412,431,Yes,No
90594,2024-09-18,Apartment,Houston,4,4,2500,4849.9021799536,580,Yes,No
90595,2023-05-22,Single Family,San Antonio,4,4.5,2324,3455.06155352791,170,No,No
90596,2024-07-10,Apartment,Austin,2,1.5,926,1187.48500227317,103,Yes,No
90597,2024-04-09,Apartment,San Antonio,1,1,423,742.005758465363,504,No,Yes
90598,2024-04-01,Apartment,Houston,1,1.5,718,1330.3436289381,680,Yes,No
90599,2023-09-16,Single Family,San Antonio,1,1,696,1475.60607657489,99,Yes,No
90600,2023-06-26, apartment ,San Antonio,2,2.5,950,2079.71637341413,480,No,No
90601,2023-08-24,Single Family,Austin,4,3.5,2764,5870.07417645756,610,No,Yes
90602,2023-10-23, apartment ,San Antonio,4,4,1668,3548.72693217263,609,No,No
90603,2024-02-25, apartment ,San Antonio,4,4,2412,5808.17255608596,656,No,No
90604,2024-06-03, apartment ,Houston,3,3,1413,3600.44105772238,490,No,Yes
90605,2023-03-31,Single Family,San Antonio,3,2.5,1287,2728.8810028288,108,No,Yes
90606,2024-03-27,Condo,Houston,4,4,2244,5179.22435779442,365,No,No
90607,2024-03-04,Townhouse,Dallas,1,1.5,512,628.684142381644,539,No,Yes
90608,2023-04-05,Single Family,Austin,3,3.5,1293,2626.27819742843,79,No,Yes
90609,2023-12-03,Apartment,Dallas,3,3.5,1365,2070.62785762205,260,Yes,No
90610,2023-01-10,Single Family,San Antonio,2,2,1068,2788.24440325026,239,Yes,No
90611,2024-07-31,single family,Houston,4,4.5,2804,7291.98709201514,250,Yes,No
90612,2024-11-18,Townhouse,Houston,4,3.5,2360,,483,No,Yes
90613,2024-03-09,Condo,San Antonio,4,4,1964,3156.43843155449,393,No,Yes
90614,2024-01-04,Condo,Houston,4,4.5,2568,4129.78215737873,86,No,No
90615,2023-07-18, apartment ,Dallas,2,2,1522,3988.61532966253,196,Yes,No
90616,2023-02-26,Apartment,San Antonio,2,2.5,1324,3161.47993223792,515,No,Yes
90617,2024-08-16,Single Family,Dallas,4,4,2048,3086.48156634051,110,No,Yes
90618,2023-05-28,single family,Houston,3,3,1590,3046.63596963865,681,Yes,No
90619,2024-05-16,Condo,San Antonio,1,1,463,557.532028011387,349,No,Yes
90620,2023-10-07,single family,San Antonio,4,4.5,2744,4323.79571889033,416,No,Yes
90621,2023-04-22,Single Family,Austin,1,1.5,760,2042.54278950698,205,Yes,No
90622,2023-07-07,Townhouse,Houston,4,4.5,2652,,97,Yes,No
90623,2024-04-05,Apartment,Houston,1,1.5,744,1090.07894876584,385,Yes,No
90624,2024-03-24,Townhouse,Houston,4,4,2316,4273.00738963178,445,Yes,No
90625,2023-10-23,Apartment,Houston,4,4,2588,3478.75716762708,767,Yes,No
90626,2024-10-09, apartment ,Austin,2,2,988,2401.67750818603,118,No,Yes
90627,2023-01-30,Condo,Houston,3,2.5,1356,2589.1437162792,277,No,No
90628,2023-10-06, apartment ,Dallas,2,2.5,1088,2819.56473879086,416,Yes,No
90629,2023-02-28,Townhouse,Houston,3,2.5,2082,2872.46340843302,602,Yes,No
90630,2023-12-04, apartment ,Austin,4,3.5,2992,4859.48850237964,170,No,Yes
90631,2023-12-22,Townhouse,Houston,4,4,1944,4610.04026430828,433,No,Yes
90632,2023-03-25, apartment ,Houston,1,1,712,1614.02581787613,750,Yes,No
90633,2023-03-31,Condo,Dallas,2,2.5,1334,2842.05797757099,788,Yes,No
90634,2024-01-02,Single Family,Houston,2,1.5,1460,2656.51190125407,769,No,Yes
90635,10/01/2023,Single Family,San Antonio,2,2,1510,2659.00039639231,466,No,Yes
90636,2024-08-26, apartment ,Austin,1,1,585,965.171709201146,603,Yes,No
90637,2023-09-20,Apartment,Dallas,4,3.5,1896,4312.11464389344,737,Yes,No
90638,2024-05-26,Single Family,Houston,1,1,730,1331.34570467907,795,Yes,No
90639,2024-04-29, apartment ,Austin,3,2.5,1401,2316.85273016512,555,No,Yes
90640,2024-09-26,Single Family,San Antonio,5,5,3890,8784.32141169222,416,No,Yes
90641,2023-05-15,single family,San Antonio,2,2,926,2318.28425935641,446,Yes,No
90642,2023-07-16, apartment ,Houston,1,1,581,1072.1014478351,200,Yes,No
90643,2024-03-18,Condo,Houston,3,2.5,2034,5258.84766175991,-494,No,Yes
90644,2023-08-01,Condo,San Antonio,5,4.5,2470,6595.57366460262,503,Yes,No
90645,2023-03-30,Single Family,Dallas,2,1.5,1592,4049.40660143188,219,No,Yes
90646,2023-08-24, apartment ,Dallas,5,5.5,3455,8074.54362544652,630,No,Yes
90647,2024-10-12,Apartment,Dallas,5,5,3840,6386.66794460391,650,No,No
90648,02/17/2024,Apartment,San Antonio,1,1,692,997.936422234744,474,Yes,No
90649,2024-08-19,single family,Dallas,5,5,3590,6754.27734271403,106,No,No
