RecordID,Date,Platform,Impressions,Reach,PageViews,FollowersGained,Engagements,PostsPublished,VideoViews,WatchTimeMins,WebUsers,Purchases,Revenue,Sessions
50335,2024-05-02,Instagram,-2893,2140,507,38,405,2,0,0,428,0,0,513
50336,2024-03-21,LinkedIn,4373,2186,181,8,262,2,0,0,305,5,470,366
50337,2024-05-20,Instagram,3703,1629,16,11,370,1,0,0,361,0,0,433
50338,2024-03-24,Instagram,4005,2122,61,18,520,2,0,0,374,0,0,448
50339,2024-05-01,Instagram,561,403,118,41,16,0,0,0,56,0,0,67
50340,2024-05-20,YouTube,2361,1109,206,17,259,0,7252,13775,84,0,0,100
50341,2024-03-12, instagram ,4065,1666,125,23,365,0,0,0,479,0,0,574
50342,2024-05-19,Facebook,2267,2017,281,5,68,2,0,0,64,9,558,76
50343,2024-04-21, instagram ,576,397,707,23,57,0,0,0,481,0,0,577
50344,2024-03-19,LinkedIn,723,571,665,17,101,3,0,0,65,0,0,78
50345,2024-05-02,Facebook,4375,1837,605,24,131,2,0,0,481,4,,577
50346,2024-04-13, instagram ,1361,1075,270,0,149,3,0,0,265,0,0,318
50347,2024-05-10,Instagram,4487,3230,799,16,583,3,0,0,331,8,1192,397
50348,2024-03-10,LinkedIn,1344,1142,375,38,26,0,0,0,139,0,0,166
50349,2024-04-05,Instagram,4503,2701,584,29,540,1,0,0,376,6,624,451
50350,2024-03-07,Instagram,3491,1989,564,-4,104,0,0,0,373,0,0,447
50351,2024-05-02,LinkedIn,2178,1481,385,7,261,3,0,0,318,0,0,381
50352,2024-05-06,Instagram,4219,2531,40,-1,168,0,0,0,453,0,0,543
50353,2024-03-15,Facebook,3703,2184,637,36,333,2,0,0,138,9,1161,165
50354,05/06/2024,YouTube,2243,919,358,-2,134,1,5978,10908,485,0,0,582
50355,2024-05-27,youtube,3494,2690,431,47,209,1,2776,6554,209,8,728,250
50356,2024-03-17,youtube,168,78,270,38,3,3,5851,8777,133,0,0,159
50357,2024-04-04, instagram ,4179,2758,250,6,41,0,0,0,485,0,0,582
50358,2024-05-04,youtube,652,352,343,29,78,3,7927,11401,321,0,0,385
50359,2024-04-27,LinkedIn,722,541,561,35,43,1,0,0,445,8,984,534
50360,2024-04-11,LinkedIn,-4254,1871,161,34,42,1,0,0,321,0,0,385
50361,2024-05-23,Instagram,1354,568,266,41,189,2,0,0,326,3,309,391
50362,2024-03-14,Facebook,3165,1645,606,7,253,0,0,0,363,0,0,435
50363,2024-04-17,LinkedIn,3639,2802,329,25,36,2,0,0,381,0,0,457
50364,2024-05-13, instagram ,2925,2515,489,3,351,2,0,0,340,0,0,408
50365,2024-03-10,Facebook,2043,1736,691,-2,143,2,0,0,324,0,0,388
50366,2024-03-18, instagram ,2840,1476,364,35,142,3,0,0,237,0,0,284
50367,2024-04-17,youtube,4471,3353,632,46,44,2,4940,39442,342,0,0,410
50368,2024-05-04, instagram ,297,210,253,43,8,2,0,0,159,8,840,190
50369,2024-04-21,LinkedIn,4835,3868,519,48,483,0,0,0,132,6,390,158
50370,2024-05-05,Facebook,3889,2877,366,26,505,0,0,0,151,0,0,181
50371,2024-05-07,LinkedIn,337,144,179,34,16,1,0,0,241,0,0,289
50372,2024-05-17, instagram ,2992,1825,35,23,269,3,0,0,435,0,0,522
50373,2024-03-26,youtube,4412,3264,170,11,44,3,5638,11981,301,0,0,361
50374,2024-03-24,YouTube,4313,1768,501,22,215,1,2741,47803,105,0,0,126
50375,2024-03-20,Facebook,3092,2009,508,-3,309,1,0,0,404,0,0,484
50376,2024-03-15,YouTube,745,514,792,15,14,0,6811,12468,325,0,0,390
50377,2024-05-04,LinkedIn,590,336,179,12,41,0,0,0,334,0,0,400
50378,2024-05-24,youtube,2437,1047,660,25,97,3,1642,37811,83,0,0,99
50379,2024-03-09,LinkedIn,-1193,512,361,36,47,2,0,0,473,0,0,567
50380,2024-03-09, instagram ,3941,2995,724,32,39,1,0,0,240,0,0,288
50381,2024-04-01,YouTube,4581,1969,186,24,229,1,2708,9148,274,0,0,328
50382,2024-03-01,Instagram,-4914,2014,228,16,589,2,0,0,262,1,55,314
50383,2024-04-22,LinkedIn,4594,2388,298,44,45,3,0,0,240,0,0,288
50384,2024-03-21,Facebook,611,317,339,4,24,1,0,0,178,8,928,213
50385,2024-03-01,Facebook,2391,1697,473,13,71,3,0,0,367,0,0,440
50386,2024-04-20,Instagram,4703,2398,370,3,188,3,0,0,484,0,0,580
50387,2024-03-14,LinkedIn,3253,2374,352,38,422,2,0,0,291,0,0,349
50388,2024-03-23,LinkedIn,1632,1256,689,36,16,3,0,0,472,0,0,566
50389,2024-04-22,youtube,1052,568,402,49,136,1,1732,22454,491,0,0,589
50390,2024-03-11,YouTube,4866,4282,427,22,194,2,4631,5816,93,4,196,111
50391,2024-03-01,YouTube,3305,2346,593,16,99,1,1109,17693,443,0,0,531
50392,2024-03-06,Instagram,1088,696,642,-3,97,2,0,0,281,0,0,337
50393,2024-05-20,YouTube,4997,3547,255,47,99,1,4942,10552,405,0,0,486
50394,2024-05-21,youtube,2919,2597,494,43,291,2,2474,14689,470,2,270,564
50395,2024-04-12,LinkedIn,1692,1319,480,38,135,3,0,0,200,0,0,240
50396,2024-04-23,Instagram,3089,2224,330,12,401,1,0,0,90,0,0,108
50397,03/03/2024,LinkedIn,-2969,1484,406,4,148,3,0,0,82,6,,98
50398,2024-03-26, instagram ,4067,1708,555,20,488,2,0,0,156,0,0,187
50399,2024-03-26,Instagram,961,749,428,46,134,0,0,0,407,9,576,488
50400,04/13/2024,Instagram,1590,1319,15,-4,47,2,0,0,217,0,0,260
50401,2024-04-01,YouTube,2939,1763,408,28,352,1,4649,24850,77,0,0,92
50402,2024-03-06, instagram ,3509,1438,172,15,350,2,0,0,442,3,300,530
50403,2024-05-26,Facebook,4389,2106,526,17,570,0,0,0,286,0,0,343
50404,2024-05-13,Instagram,1574,676,255,46,188,2,0,0,431,3,402,517
50405,2024-03-23,Instagram,3210,1284,428,12,128,3,0,0,374,0,0,448
50406,2024-03-16,YouTube,3056,2505,717,5,61,3,5430,25164,266,3,174,319
50407,2024-05-10,Instagram,4740,2322,294,47,521,1,0,0,273,0,0,327
50408,2024-04-29,Instagram,1757,1089,428,31,17,3,0,0,212,4,476,254
50409,2024-04-04,youtube,1269,1015,158,0,38,2,9795,2793,345,0,0,414
50410,2024-05-19,LinkedIn,4179,1796,715,44,501,0,0,0,160,0,0,192
50411,2024-05-14, instagram ,1171,983,331,20,163,3,0,0,460,0,0,552
50412,2024-04-07, instagram ,2419,1644,509,10,338,1,0,0,189,0,0,226
50413,2024-03-04,LinkedIn,2725,1417,667,3,163,3,0,0,333,0,0,399
50414,2024-04-27,Instagram,4329,2294,431,15,216,1,0,0,174,3,273,208
50415,2024-04-15,LinkedIn,1131,599,743,5,79,0,0,0,483,0,0,579
50416,2024-03-16,YouTube,1901,1102,269,40,19,2,2689,33467,421,0,0,505
50417,2024-05-22,Instagram,785,439,704,8,86,3,0,0,494,0,0,592
50418,2024-04-12,LinkedIn,1554,823,373,18,217,0,0,0,292,0,0,350
50419,2024-04-19,Instagram,346,190,391,-3,24,3,0,0,432,0,0,518
50420,2024-04-03,youtube,3978,3102,564,36,198,1,4421,43863,366,9,450,439
50421,2024-05-17,Facebook,1249,836,616,16,137,3,0,0,432,0,0,518
50422,2024-05-26,YouTube,3014,2350,530,31,301,1,4400,11116,50,0,0,60
50423,2024-03-10,Instagram,936,758,459,21,74,3,0,0,323,0,0,387
50424,2024-05-09,youtube,4074,3462,644,21,203,1,1281,1551,117,7,231,140
50425,2024-03-21,LinkedIn,3772,2791,166,15,414,1,0,0,239,8,392,286
50426,2024-05-05,YouTube,1343,590,796,9,161,3,7594,44993,99,7,448,118
50427,2024-03-23,Instagram,4771,3244,90,-1,524,2,0,0,70,0,0,84
50428,2024-03-22,LinkedIn,-2183,1615,33,37,152,3,0,0,481,0,0,577
50429,2024-03-08,Facebook,627,438,432,24,50,3,0,0,340,5,485,408
50430,2024-05-25,LinkedIn,2406,1154,530,6,264,1,0,0,320,0,0,384
50431,2024-03-28,Facebook,586,316,536,13,82,1,0,0,397,0,0,476
50432,2024-05-08,Instagram,2382,1262,727,-5,71,3,0,0,73,0,0,87
50433,2024-05-13, instagram ,3903,3005,672,29,39,0,0,0,227,8,448,272
50434,2024-04-28,Facebook,4692,2346,785,49,281,1,0,0,266,0,0,319
50435,2024-03-01,Facebook,3932,3302,125,44,550,0,0,0,182,0,0,218
50436,2024-05-11,LinkedIn,3482,1427,697,8,243,2,0,0,139,0,0,166
50437,2024-04-16,youtube,969,639,213,-1,19,0,971,17494,427,0,0,512
50438,2024-03-05,Instagram,4012,2808,111,-3,120,2,0,0,149,0,0,178
50439,2024-03-11,Instagram,4048,2469,651,18,404,3,0,0,275,7,252,330
50440,2024-03-18,YouTube,4905,3973,123,39,196,0,5108,20145,165,0,0,198
50441,2024-04-19,Instagram,4675,4020,426,29,233,2,0,0,235,0,0,282
50442,2024-05-24,YouTube,4208,2566,632,47,336,3,8149,15738,119,3,99,142
50443,2024-03-15, instagram ,2772,1302,693,20,166,2,0,0,410,3,243,492
50444,2024-04-17,YouTube,1631,1141,665,1,130,3,9904,39273,221,0,0,265
50445,2024-03-24,YouTube,1050,672,780,3,126,0,2237,21336,396,0,0,475
50446,2024-03-02,YouTube,4705,3669,576,46,658,0,588,47657,299,0,0,358
50447,2024-04-07,youtube,1061,827,483,12,84,0,7747,5860,243,0,0,291
50448,2024-05-06,LinkedIn,759,356,258,24,60,0,0,0,370,5,160,444
50449,2024-05-05, instagram ,1848,1182,578,-3,147,1,0,0,130,7,210,156
50450,2024-04-16,LinkedIn,4371,3496,728,1,437,1,0,0,94,0,0,112
50451,2024-04-10,YouTube,2905,1626,302,-1,290,3,844,18704,359,0,0,430
50452,2024-04-19,youtube,3316,1624,365,49,99,3,5386,31048,347,3,,416
50453,2024-04-13,Instagram,2704,1324,536,8,189,3,0,0,370,0,,444
50454,2024-03-15,LinkedIn,2785,1671,429,15,362,3,0,0,431,0,0,517
50455,2024-04-07, instagram ,2485,1093,531,18,347,2,0,0,300,0,0,360
50456,2024-03-29,YouTube,3239,2364,415,19,421,3,7255,7688,381,0,0,457
50457,2024-03-14,youtube,2507,1027,403,49,350,1,4936,29242,127,8,416,152
50458,2024-03-14,Instagram,-1521,1171,107,12,76,1,0,0,279,4,292,334
50459,2024-03-03,LinkedIn,4756,1949,154,5,570,3,0,0,322,2,284,386
50460,2024-03-02,YouTube,4409,2865,55,33,132,1,3204,26965,133,0,0,159
50461,2024-03-06, instagram ,832,732,360,8,66,2,0,0,483,0,0,579
50462,2024-05-23,Facebook,-3413,2184,401,36,238,1,0,0,390,0,0,468
50463,2024-04-14,YouTube,4176,3299,12,4,459,0,1740,41990,306,1,54,367
50464,2024-03-18,youtube,1844,866,137,42,129,1,8513,29215,486,8,264,583
50465,2024-03-03,Instagram,4512,3429,547,14,135,0,0,0,452,0,0,542
50466,2024-03-25,LinkedIn,667,406,98,12,33,3,0,0,402,0,0,482
50467,2024-05-08,Instagram,4056,1865,568,-3,324,0,0,0,241,0,0,289
50468,2024-05-25,Facebook,2893,1504,134,11,28,2,0,0,373,0,0,447
50469,2024-05-15,YouTube,2108,1391,604,19,21,2,806,40016,278,0,,333
50470,2024-04-27,YouTube,849,500,458,36,93,0,521,15274,384,0,0,460
50471,2024-04-09, instagram ,3506,2909,63,11,420,2,0,0,464,0,0,556
50472,2024-04-17,Instagram,2886,1240,789,36,57,1,0,0,172,0,0,206
50473,2024-04-11,LinkedIn,193,154,799,-2,7,0,0,0,64,6,390,76
50474,2024-04-11, instagram ,4969,2732,388,35,347,0,0,0,274,1,69,328
50475,2024-05-23, instagram ,3972,2224,26,21,397,0,0,0,398,0,0,477
50476,2024-04-08, instagram ,4917,3589,665,15,49,3,0,0,72,7,406,86
50477,2024-04-23, instagram ,1031,732,95,-1,134,2,0,0,253,0,0,303
50478,2024-03-20,Instagram,1197,598,484,49,95,0,0,0,345,1,140,414
50479,2024-05-07, instagram ,430,197,470,39,60,0,0,0,442,4,428,530
50480,2024-03-24,Facebook,2111,1456,349,39,168,0,0,0,416,0,0,499
50481,2024-05-25,Instagram,4075,1996,606,42,366,3,0,0,103,4,440,123
50482,2024-03-05,LinkedIn,1842,1197,323,16,239,2,0,0,358,9,360,429
50483,2024-04-24,youtube,4374,2012,231,47,349,1,4551,34161,330,0,0,396
50484,2024-05-08,Facebook,4933,3354,159,33,295,2,0,0,296,0,0,355
50485,2024-05-13,youtube,3345,2174,389,23,401,0,1176,5684,372,0,0,446
50486,2024-04-11,Facebook,2623,1652,226,46,288,2,0,0,234,0,0,280
50487,2024-04-24,LinkedIn,2493,1745,731,35,99,1,0,0,463,0,0,555
50488,2024-05-20,Instagram,3865,2589,727,-1,425,2,0,0,325,0,0,390
50489,2024-05-27,YouTube,205,143,371,20,24,1,4294,16829,468,2,160,561
50490,2024-04-15,youtube,4333,3553,96,-2,606,1,5170,42212,367,0,0,440
50491,2024-04-23,LinkedIn,1426,1012,292,4,128,0,0,0,291,0,0,349
50492,2024-05-20,LinkedIn,3762,3348,721,48,150,0,0,0,499,0,0,598
50493,2024-04-26,YouTube,2080,1102,677,19,270,0,9231,12508,117,0,0,140
50494,2024-03-19,Instagram,2140,1498,401,12,21,0,0,0,121,3,150,145
50495,04/19/2024,Instagram,4974,4377,29,22,149,3,0,0,235,0,0,282
50496,2024-05-15, instagram ,2474,1979,634,48,272,3,0,0,214,8,680,256
50497,2024-05-06, instagram ,3289,1677,549,1,131,0,0,0,423,7,,507
50498,2024-04-24,youtube,2733,1311,589,15,327,1,6146,36254,408,8,1064,489
50499,2024-03-10,Facebook,1432,758,530,7,171,2,0,0,120,0,0,144
50500,2024-04-17,youtube,3841,3341,738,45,153,1,4035,16206,215,5,680,258
50501,2024-04-03, instagram ,3072,1751,407,35,153,2,0,0,335,0,0,402
50502,2024-03-16,YouTube,1027,708,184,-1,133,1,6570,44135,368,0,0,441
50503,2024-05-04, instagram ,3666,1686,10,39,256,0,0,0,369,4,316,442
50504,2024-05-09,YouTube,766,513,439,12,38,3,3853,23046,230,7,756,276
50505,2024-04-07,youtube,3849,2925,679,35,115,0,858,1833,442,6,540,530
50506,2024-03-11,Facebook,4146,2404,56,16,373,3,0,0,218,0,0,261
50507,2024-04-16,LinkedIn,212,135,301,19,2,3,0,0,402,0,0,482
50508,2024-04-08, instagram ,4724,2881,531,28,519,2,0,0,475,8,744,570
50509,04/12/2024,YouTube,1477,797,401,49,147,2,636,30153,487,9,666,584
50510,2024-04-19,Instagram,1260,907,593,3,12,0,0,0,402,5,730,482
50511,2024-03-30,LinkedIn,3709,2188,211,6,445,1,0,0,81,9,1179,97
50512,2024-05-09,Facebook,1205,662,361,45,96,3,0,0,188,0,0,225
50513,2024-05-11,YouTube,2005,1543,521,38,140,2,5014,28990,200,7,350,240
50514,2024-03-29,YouTube,141,118,304,35,7,1,4344,37419,347,0,0,416
50515,2024-03-09,youtube,2335,1564,79,-3,256,1,6829,30727,344,0,0,412
50516,2024-03-23,Facebook,4176,2839,566,44,501,3,0,0,85,0,0,102
50517,2024-03-19,YouTube,1439,690,116,11,28,1,2705,17614,424,0,0,508
50518,2024-03-30,Instagram,1956,1173,743,43,58,1,0,0,227,0,0,272
50519,2024-05-05, instagram ,2317,1436,95,1,231,0,0,0,55,2,114,66
50520,2024-05-06, instagram ,380,304,599,2,53,2,0,0,241,6,408,289
50521,2024-04-06,YouTube,4048,2631,436,1,161,3,6751,48275,331,3,201,397
50522,2024-03-03, instagram ,2130,915,794,36,234,2,0,0,415,1,51,498
50523,2024-05-23,YouTube,4149,2904,345,14,580,2,7214,45232,229,0,0,274
50524,2024-04-02,YouTube,2976,2053,30,15,148,1,8064,5365,456,0,0,547
50525,2024-03-15, instagram ,110,78,390,30,4,2,0,0,394,7,336,472
50526,2024-04-23,Facebook,3398,2786,480,44,101,3,0,0,435,6,762,522
50527,2024-03-21,LinkedIn,1611,821,553,17,209,0,0,0,445,0,0,534
50528,2024-05-19,Instagram,3318,2787,398,6,331,1,0,0,224,0,0,268
50529,2024-03-14,youtube,4209,3619,178,24,378,0,8563,18555,148,8,1160,177
50530,2024-03-26,LinkedIn,174,85,79,45,22,3,0,0,157,0,0,188
50531,2024-05-28,YouTube,3836,2953,778,32,230,2,3292,13805,235,0,0,282
50532,2024-04-09,YouTube,365,273,221,26,43,3,3071,49392,463,9,1314,555
50533,2024-04-18,LinkedIn,2865,1146,174,40,286,3,0,0,177,7,868,212
50534,2024-03-23, instagram ,4384,2761,25,27,438,0,0,0,422,0,0,506
50535,2024-03-26,Instagram,3738,1906,637,45,112,2,0,0,239,0,0,286
50536,2024-05-28,Facebook,880,572,300,31,70,0,0,0,92,2,286,110
50537,2024-05-06, instagram ,4187,3517,509,25,460,0,0,0,296,0,0,355
50538,2024-04-04, instagram ,3115,2460,584,32,373,2,0,0,483,0,0,579
50539,2024-03-21,Facebook,4269,2219,713,-5,170,3,0,0,486,0,0,583
50540,2024-03-03,YouTube,3370,2359,623,38,337,1,5611,8344,472,0,0,566
50541,2024-03-20,youtube,4946,3264,253,20,98,1,2051,38871,123,0,0,147
50542,2024-03-27, instagram ,323,193,761,21,45,3,0,0,284,0,0,340
50543,2024-03-25, instagram ,4977,3832,584,9,348,0,0,0,371,5,,445
50544,2024-04-26,YouTube,-2260,1491,521,31,67,1,3888,13984,191,0,0,229
50545,2024-05-22,Facebook,4464,3348,394,29,624,1,0,0,215,0,0,258
50546,2024-05-26,Facebook,4699,2208,359,32,93,0,0,0,349,0,0,418
50547,2024-04-14,Instagram,1220,597,596,7,12,0,0,0,303,2,166,363
50548,2024-03-15,youtube,667,466,325,24,33,0,1193,28666,182,0,0,218
50549,2024-05-13,youtube,-2357,2050,72,28,188,1,6817,45893,338,0,0,405
50550,05/26/2024,Facebook,4331,3248,624,26,173,3,0,0,104,2,210,124
50551,2024-05-12,Instagram,2479,2007,366,8,49,0,0,0,133,0,0,159
50552,2024-05-20,LinkedIn,433,294,270,37,12,2,0,0,304,7,840,364
50553,2024-05-14,youtube,4350,2262,93,-4,130,0,2169,27758,371,0,0,445
50554,2024-05-27, instagram ,395,213,695,-1,3,0,0,0,343,0,0,411
50555,2024-03-09, instagram ,1457,757,582,16,203,2,0,0,219,0,0,262
50556,2024-03-02,youtube,1433,1232,155,-2,28,3,4739,27708,479,0,0,574
50557,2024-04-15,LinkedIn,3547,1560,681,48,354,2,0,0,478,0,0,573
50558,2024-03-17,YouTube,1055,432,407,39,52,0,5599,20311,499,0,0,598
50559,2024-04-01,Instagram,616,511,701,6,49,3,0,0,127,0,0,152
50560,03/18/2024,Facebook,3122,1654,728,12,93,3,0,0,161,0,0,193
50561,2024-03-28,Facebook,3402,2891,314,28,238,3,0,0,427,0,0,512
50562,2024-04-04,youtube,3028,2301,106,13,181,3,1282,2778,419,0,0,502
50563,2024-03-29,youtube,1498,763,585,-4,209,1,2410,19112,372,3,126,446
50564,2024-03-21,youtube,2002,980,361,38,180,3,2730,4328,336,4,324,403
50565,2024-04-16,LinkedIn,822,682,527,41,106,1,0,0,291,0,0,349
50566,2024-05-28,LinkedIn,3793,2199,555,25,75,0,0,0,134,0,0,160
50567,2024-03-30, instagram ,4702,3996,190,38,188,2,0,0,198,0,0,237
50568,2024-05-19,Facebook,4767,3575,562,-1,381,2,0,0,344,2,150,412
50569,2024-03-14,YouTube,-893,750,450,1,98,3,7305,49936,385,0,0,462
50570,2024-03-22,Facebook,1297,726,135,36,116,3,0,0,438,0,0,525
50571,2024-05-10,LinkedIn,3455,2176,714,36,483,0,0,0,473,0,0,567
50572,2024-05-03,LinkedIn,500,380,204,39,40,1,0,0,117,9,999,140
50573,2024-03-03,YouTube,3076,2645,744,3,153,0,569,7002,341,3,126,409
50574,2024-05-24,youtube,4220,2658,560,34,548,0,2652,26656,160,0,0,192
50575,2024-04-24,Facebook,645,432,237,11,51,2,0,0,215,6,606,258
50576,2024-03-20,Facebook,328,157,91,23,26,0,0,0,474,0,0,568
50577,2024-03-10,YouTube,4566,3789,524,0,639,1,6309,33114,146,0,0,175
50578,2024-03-10,YouTube,4926,2709,457,13,295,0,6820,5080,348,2,260,417
50579,2024-05-23, instagram ,2750,2035,577,44,55,1,0,0,192,0,0,230
50580,2024-03-26,LinkedIn,4206,2565,279,34,210,2,0,0,167,8,440,200
50581,2024-05-17, instagram ,1199,839,326,35,59,0,0,0,233,0,,279
50582,2024-03-23,Facebook,609,511,637,7,54,1,0,0,237,8,824,284
50583,2024-04-09,YouTube,1747,1292,334,1,174,0,3703,19037,296,4,324,355
50584,2024-05-18,Instagram,2109,906,608,12,231,0,0,0,159,0,0,190
50585,2024-05-11, instagram ,3270,2223,66,10,98,2,0,0,106,8,976,127
50586,2024-03-11,youtube,2895,1679,24,12,289,0,3960,4971,133,0,0,159
50587,04/01/2024,YouTube,2937,2290,233,35,381,3,4807,35753,353,3,162,423
50588,2024-04-17,youtube,4839,3822,621,33,338,0,7330,14856,269,0,0,322
50589,2024-05-18,youtube,846,736,388,40,67,0,8058,45452,189,0,0,226
50590,2024-03-09,Facebook,1890,907,239,26,75,3,0,0,99,0,0,118
50591,2024-05-19,Facebook,1198,646,390,15,143,3,0,0,71,5,705,85
50592,2024-04-05,YouTube,4432,1994,323,22,443,1,3193,29255,146,0,0,175
50593,2024-03-25,YouTube,4550,2184,238,18,136,1,8089,13384,298,0,0,357
50594,2024-04-22,YouTube,1498,629,547,13,209,1,1099,35144,473,0,0,567
50595,2024-03-01,youtube,2164,1146,73,33,43,1,4357,27011,194,9,1008,232
50596,2024-03-20,Instagram,3656,2449,631,27,402,2,0,0,281,6,522,337
50597,2024-03-02,YouTube,3848,1693,214,-1,307,2,4403,44228,335,1,130,402
50598,2024-04-12,YouTube,3212,2216,697,19,224,1,7000,29951,304,0,0,364
50599,2024-04-09,LinkedIn,2027,1743,114,13,40,0,0,0,273,0,0,327
50600,2024-05-05,Facebook,3681,1693,122,49,257,1,0,0,403,3,336,483
50601,2024-05-24,youtube,4800,3600,566,33,240,0,4745,17465,497,0,0,596
50602,2024-05-10,youtube,4776,3677,407,42,286,3,9408,49651,451,0,0,541
50603,2024-05-09,Instagram,2068,1240,572,19,227,0,0,0,275,3,372,330
50604,2024-05-24,Instagram,1672,702,577,29,183,1,0,0,152,0,0,182
50605,2024-05-12, instagram ,4269,3585,187,35,213,2,0,0,112,8,456,134
50606,2024-04-14,YouTube,3187,1784,48,26,223,3,5718,36677,117,0,0,140
50607,2024-04-17,Facebook,1185,971,199,18,154,3,0,0,445,0,0,534
50608,2024-03-19, instagram ,2597,2233,521,44,207,1,0,0,348,2,248,417
50609,2024-03-07,YouTube,2684,1368,431,4,80,2,4169,13716,116,0,0,139
50610,2024-05-26, instagram ,1800,936,367,15,216,2,0,0,50,0,0,60
50611,2024-05-01,Facebook,3708,3040,32,-2,74,3,0,0,374,3,447,448
50612,2024-04-14,youtube,116,59,219,38,2,3,9242,31478,263,0,0,315
50613,2024-05-27, instagram ,3550,2840,23,48,426,1,0,0,212,0,0,254
50614,2024-05-26,Instagram,796,326,639,2,23,0,0,0,377,0,0,452
50615,2024-03-21,Instagram,513,364,144,-3,35,1,0,0,238,0,0,285
50616,2024-04-22,LinkedIn,1456,626,506,47,43,0,0,0,321,0,0,385
50617,2024-05-05, instagram ,2225,1824,129,29,289,0,0,0,407,0,0,488
50618,2024-03-17,Instagram,2777,1860,126,29,111,1,0,0,324,0,0,388
50619,2024-03-30,Facebook,1071,824,241,34,53,2,0,0,244,0,0,292
50620,2024-05-15,LinkedIn,1314,748,351,49,78,1,0,0,242,0,0,290
50621,2024-04-27,Facebook,1535,828,451,24,76,2,0,0,359,9,1143,430
50622,2024-05-16,LinkedIn,3934,3343,333,36,157,0,0,0,136,0,0,163
50623,2024-05-01,LinkedIn,868,442,525,16,43,1,0,0,406,0,0,487
50624,2024-05-03,LinkedIn,3132,1409,137,21,250,1,0,0,266,1,137,319
50625,2024-03-10,LinkedIn,3001,2610,11,14,270,3,0,0,311,8,760,373
50626,2024-05-27,youtube,4228,2748,701,40,507,3,7903,45365,122,0,0,146
50627,2024-05-08,Instagram,1311,1127,272,27,104,3,0,0,202,0,0,242
50628,2024-03-30,youtube,3617,2351,420,4,36,1,2429,14768,78,0,0,93
50629,2024-04-09,youtube,2146,1351,344,12,107,3,6623,6737,204,0,0,244
50630,2024-05-09,LinkedIn,4842,2372,174,22,290,3,0,0,368,0,0,441
50631,2024-05-15,YouTube,416,349,41,30,37,1,9088,31135,343,0,0,411
50632,2024-03-11,youtube,154,83,307,14,1,2,2690,3868,273,0,0,327
50633,2024-04-01, instagram ,1732,1402,699,10,69,2,0,0,115,0,0,138
50634,2024-03-23,Facebook,970,669,528,-1,135,2,0,0,259,0,0,310
50635,2024-05-28,Instagram,3217,1962,256,11,32,0,0,0,81,3,90,97
50636,2024-03-14, instagram ,3610,1588,785,17,252,0,0,0,126,0,0,151
50637,2024-03-31,LinkedIn,2308,1615,207,20,323,0,0,0,105,3,156,126
50638,2024-03-16,YouTube,1994,1355,334,39,179,2,3597,34695,305,0,0,366
50639,2024-03-09, instagram ,3635,1708,511,38,218,1,0,0,464,6,672,556
50640,2024-05-11,YouTube,415,332,147,40,49,3,5563,15718,332,9,1008,398
50641,2024-04-25,youtube,1695,1067,693,37,135,2,2931,46894,339,2,280,406
50642,2024-05-20,Facebook,4489,3232,346,9,89,3,0,0,134,0,0,160
50643,2024-05-08,Instagram,4863,2334,585,24,243,3,0,0,403,0,0,483
50644,2024-03-17,Instagram,1957,1330,526,-4,273,2,0,0,90,0,0,108
50645,2024-05-01,youtube,2720,2284,630,4,217,3,2849,38093,200,0,0,240
50646,2024-04-03,YouTube,-1921,1632,61,43,134,1,621,22770,420,0,0,504
50647,2024-03-05,YouTube,1504,1248,790,15,30,2,6661,37228,79,0,0,94
50648,2024-03-16, instagram ,2940,2028,254,12,264,3,0,0,246,8,560,295
50649,2024-05-16, instagram ,1505,1083,757,21,105,1,0,0,59,0,0,70
50650,2024-05-12,Instagram,-1578,1404,527,-5,94,1,0,0,264,0,0,316
50651,2024-04-08,LinkedIn,3979,2307,418,43,477,3,0,0,474,5,555,568
50652,2024-04-20,YouTube,418,225,794,26,54,2,3763,34938,107,0,0,128
50653,2024-05-01,Facebook,166,106,434,27,6,2,0,0,247,0,0,296
50654,2024-04-14,Facebook,514,426,218,-1,66,2,0,0,271,0,0,325
50655,2024-05-01,LinkedIn,148,111,321,16,11,2,0,0,472,0,0,566
50656,2024-03-29,Facebook,3308,2315,278,41,363,0,0,0,209,0,0,250
50657,2024-03-20,Facebook,2434,1728,117,27,121,3,0,0,488,8,1056,585
50658,2024-03-11,youtube,3210,2375,469,42,224,0,4312,28652,320,0,0,384
50659,2024-05-08,YouTube,1844,885,622,14,110,1,8089,48444,437,5,590,524
50660,2024-04-07,Facebook,592,325,630,5,29,0,0,0,485,1,94,582
50661,2024-05-21,LinkedIn,-4762,2476,461,2,238,3,0,0,255,9,927,306
50662,2024-05-07,Facebook,3435,2301,289,49,480,1,0,0,111,0,0,133
50663,2024-03-26,youtube,965,829,766,1,9,3,2701,18095,171,0,0,205
50664,2024-05-20,LinkedIn,2925,1462,336,49,351,0,0,0,357,0,0,428
50665,2024-05-15,Facebook,2689,1855,116,5,268,2,0,0,71,0,0,85
50666,2024-03-30, instagram ,3800,2090,227,8,456,2,0,0,301,0,0,361
50667,2024-03-10,Facebook,951,380,779,16,114,1,0,0,93,0,0,111
50668,2024-05-20,Instagram,2396,1605,119,23,263,3,0,0,124,0,,148
50669,2024-05-20,youtube,-3634,2907,75,28,254,0,1961,37282,454,0,0,544
