TransactionID,Date,Department,Type,Amount,Budget,Status,Notes
20466,2024-07-28,sales,Expense,13366,4070,Cleared,
20467,2023-10-22, operations ,Expense,12526,1636,Pending,
20468,2023-05-25,sales,Income,11118,15015,Cleared,
20469,2024-01-16,Sales,Expense,7481,8372,Cleared,
20470,2023-05-23,Sales,Expense,4581,8218,Cleared,
20471,2023-12-15,Sales,Income,6240,5493,Cleared,
20472,2024-05-24,Admin,Expense,12287,7123,Cleared,
20473,2023-07-24,Sales,Income,16102,11069,Cleared,
20474,2023-03-22,Marketing,Expense,11784,3588,Cleared,
20475,2023-08-20,Operations,Income,7365,16798,Cleared,
20476,2024-02-09, operations ,Income,17807,8777,Cleared,
20477,2024-07-31,R&D,Expense,2175,4600,Cleared,
20478,01/20/2023,Marketing,Income,21732,4837,Cleared,
20479,2023-08-25,R&D,Income,6925,12314,Cleared,
20480,2023-06-30,Sales,Income,16582,7845,Pending,
20481,2024-03-13,Sales,Income,18457,12109,Cleared,
20482,2023-04-11,Operations,Expense,5140,11622,Cleared,
20483,2024-07-22,Sales,Expense,5530,8156,Cleared,
20484,2023-07-28,Sales,Income,8105,18013,Cleared,
20485,2023-06-04,Admin,Expense,5676,7021,Cleared,
20486,2024-04-21,R&D,Income,5237,9946,Cleared,
20487,2024-08-03,Sales,Expense,5237,3224,Cleared,
20488,2023-12-15,Sales,Income,12050,4548,Cleared,
20489,2023-10-09,Sales,Expense,,7453,Cleared,
20490,2024-07-13,Sales,Expense,12122,2150,Cleared,
20491,2023-06-02,R&D,Income,7731,9397,Cleared,
20492,2024-06-15,Sales,Income,17727,11231,Cleared,
20493,2024-08-03,Admin,Income,18058,14453,Cleared,
20494,2024-04-21,Marketing,Income,16332,19677,Cleared,
20495,2023-06-23,sales,Income,6102,8109,Cleared,
20496,2023-10-27,sales,Expense,5710,10594,Cleared,
20497,2023-10-18,Operations,Expense,5542,10682,Cleared,
20498,2024-05-01, operations ,Income,14572,16956,Pending,
20499,2023-04-26,Admin,Expense,12719,9901,Cleared,
20500,2023-05-20,Sales,Income,9144,12654,Pending,
20501,2024-10-24,Admin,Expense,10459,9398,Cleared,
20502,2024-01-20,R&D,Income,11491,15493,Pending,
20503,2024-12-16,Marketing,Expense,7508,5538,Cleared,
20504,2024-11-11,Sales,Expense,7845,9667,Cleared,
20505,2024-08-16,Marketing,Income,,16131,Cleared,
20506,2023-11-15,Sales,Expense,3735,11953,Pending,
20507,2023-11-24,Admin,Income,-16879,10576,Cleared,
20508,2024-06-28, operations ,Expense,10834,9633,Cleared,
20509,2024-06-07, operations ,Expense,8009,3132,Cleared,
20510,2024-05-06,Marketing,Income,17511,11319,Cleared,
20511,2024-06-24,Marketing,Income,19861,12349,Cleared,
20512,2023-07-23,Marketing,Income,15920,6344,Cleared,
20513,03/15/2024,Marketing,Income,22271,13982,Cleared,
20514,2023-07-11,Marketing,Expense,14519,9613,Cleared,
20515,2023-08-06,Marketing,Income,,11557,Cleared,
20516,2024-09-20,Operations,Income,8098,15464,Cleared,
20517,2024-09-17,Marketing,Expense,3081,5957,Cleared,
20518,2023-01-22,Sales,Expense,2422,3741,Cleared,
20519,2024-04-29,Sales,Expense,6371,10515,Cleared,
20520,2023-01-07,sales,Expense,2709,3366,Cleared,
20521,2023-11-16, operations ,Expense,7290,8468,Cleared,
20522,2024-12-04, operations ,Income,14111,7351,Cleared,
20523,2024-05-30,R&D,Income,20082,16182,Cleared,
20524,2023-04-04,sales,Income,24061,18926,Cleared,
20525,2024-08-01,Admin,Expense,4991,3234,Cleared,
20526,2023-12-01,Admin,Expense,1810,3454,Pending,
20527,2023-11-09,R&D,Income,20557,4122,Cleared,
20528,2023-08-17,Marketing,Income,14833,7484,Cleared,
20529,2023-06-10,Sales,Expense,6995,6409,Cleared,
20530,2024-04-23,Admin,Expense,4863,4952,Cleared,
20531,2023-08-25,Admin,Expense,9385,4354,Cleared,
20532,2024-02-29,Operations,Expense,-7548,1221,Pending,
20533,2024-07-05,Operations,Expense,13149,2671,Cleared,
20534,2023-07-26,R&D,Expense,4187,1526,Cleared,
20535,2023-02-02,sales,Expense,3078,11538,Cleared,
20536,2023-09-05,Marketing,Expense,8311,7714,Cleared,
20537,2024-07-28,Marketing,Income,16155,6456,Cleared,
20538,2023-08-19,R&D,Expense,4377,10007,Cleared,
20539,2024-12-25,R&D,Expense,12099,2185,Pending,
20540,2024-11-20,sales,Expense,5707,2962,Pending,
20541,2024-06-30,Operations,Expense,14160,1302,Cleared,
20542,2024-08-04,Operations,Expense,7367,6357,Cleared,
20543,2023-01-07,Admin,Expense,7655,10987,Cleared,
20544,03/05/2023,Admin,Income,8217,10072,Pending,
20545,2024-01-01,Operations,Income,21402,11199,Cleared,
20546,2024-07-02,Sales,Expense,14813,3421,Cleared,
20547,2024-03-03,Operations,Expense,9626,9233,Cleared,
20548,2023-06-06,R&D,Expense,14284,4715,Cleared,
20549,2024-01-28,R&D,Expense,5355,8749,Cleared,
20550,2023-10-06,R&D,Expense,3510,8884,Cleared,
20551,2024-04-28,Marketing,Income,17684,4699,Cleared,
20552,2024-08-11,Admin,Income,14890,5401,Cleared,
20553,2023-03-31,R&D,Expense,10713,5384,Cleared,
20554,2024-05-04, operations ,Expense,6085,11348,Pending,
20555,2024-07-05, operations ,Expense,2892,9458,Cleared,
20556,2023-12-05,Sales,Expense,14286,2420,Cleared,
20557,2024-08-13,R&D,Income,,4032,Cleared,
20558,2024-07-12,Sales,Expense,3194,4765,Cleared,
20559,2023-07-28,Marketing,Income,20369,10141,Cleared,
20560,2024-09-05, operations ,Expense,7420,4901,Cleared,
20561,2024-11-09,Sales,Expense,5564,6786,Cleared,
20562,2023-09-11,Admin,Expense,14304,10095,Cleared,
20563,2024-03-26,Sales,Expense,10994,9738,Cleared,
20564,2023-01-08,Marketing,Expense,14943,3136,Pending,
20565,2023-12-24,R&D,Income,22729,13704,Cleared,
20566,2023-03-25,sales,Income,15318,6564,Cleared,
20567,2023-10-06,Operations,Expense,-9348,1511,Cleared,
20568,2023-06-25,Marketing,Income,7096,15627,Cleared,
20569,2023-12-19, operations ,Expense,10622,10033,Cleared,
20570,2023-10-15,Marketing,Expense,13043,3592,Cleared,
20571,2024-03-07,Admin,Income,12815,7193,Pending,
20572,2024-11-01,Operations,Income,5971,10958,Cleared,
20573,2024-06-11,Operations,Expense,6075,5710,Cleared,
20574,2024-09-22,Admin,Expense,8234,4019,Cleared,
20575,2024-08-03,Marketing,Income,23348,16132,Cleared,
20576,2024-08-21, operations ,Expense,2634,9107,Cleared,
20577,2023-12-23,Sales,Income,23499,11367,Cleared,
20578,2023-03-02, operations ,Expense,14724,2294,Cleared,
20579,2024-04-21,Sales,Expense,1697,3148,Cleared,
20580,2023-04-03,Operations,Expense,14997,6316,Cleared,
20581,2024-07-08,Admin,Expense,5790,3138,Cleared,
20582,2023-03-11,sales,Income,11202,19449,Cleared,
20583,2024-06-18,Sales,Expense,10059,7177,Cleared,
20584,2024-08-28,R&D,Income,21890,4271,Cleared,
20585,2023-07-21,Operations,Expense,,9669,Cleared,
20586,2023-12-22,Operations,Expense,11153,8085,Pending,
20587,2024-05-09,Admin,Income,8383,13336,Cleared,
20588,2023-04-09,Admin,Income,-14066,6631,Cleared,
20589,2023-01-17,Operations,Expense,1135,10735,Cleared,
20590,2024-06-25,Admin,Expense,3490,7889,Cleared,
20591,2024-11-10, operations ,Expense,13585,2993,Cleared,
20592,2024-04-11,sales,Income,20166,7023,Cleared,
20593,2023-05-05,sales,Income,16015,8469,Pending,
20594,2023-05-20,sales,Expense,13994,1813,Cleared,
20595,2024-04-20, operations ,Income,16239,4769,Cleared,
20596,2023-02-24,R&D,Income,23608,19313,Cleared,
20597,2024-03-04,sales,Income,,11455,Cleared,
20598,2023-12-27,Sales,Expense,9866,8481,Cleared,
20599,09/24/2023, operations ,Income,20057,8455,Cleared,
20600,2023-02-07,sales,Income,9832,8404,Cleared,
20601,2023-08-24,Sales,Expense,7928,9162,Cleared,
20602,2024-06-11,Sales,Expense,4568,7433,Cleared,
20603,2024-09-19,Operations,Income,17666,12932,Cleared,
20604,2023-03-25,Operations,Income,8598,11342,Cleared,
20605,2024-08-01,sales,Expense,4478,10330,Cleared,
20606,2024-04-30,sales,Expense,4302,3628,Cleared,
20607,2023-08-10,sales,Income,7727,18562,Cleared,
20608,2024-12-19,Sales,Expense,5188,5209,Pending,
20609,2024-10-25,Admin,Expense,10705,6087,Cleared,
20610,2024-02-14,Admin,Expense,10910,8883,Cleared,
20611,2024-06-17,Sales,Expense,10418,5511,Cleared,
20612,2023-03-16,Marketing,Expense,1387,11259,Cleared,
20613,2024-11-28, operations ,Expense,4298,7209,Cleared,
20614,2024-09-03,Admin,Expense,1765,2866,Cleared,
20615,2023-06-04,Operations,Income,21765,18681,Cleared,
20616,2023-08-02,sales,Expense,6362,1584,Cleared,
20617,2024-06-20,R&D,Expense,-1226,7360,Pending,
20618,2024-12-21,R&D,Income,14245,8867,Cleared,
20619,2023-09-16,Marketing,Income,10798,14931,Cleared,
20619,2023-09-16,Marketing,Income,10798,14931,Cleared,
20620,2023-05-26,sales,Expense,8670,9616,Cleared,
20621,2024-10-30,Admin,Expense,12039,7115,Cleared,
20622,2023-12-11, operations ,Expense,11554,8143,Cleared,
20623,2023-01-17,Sales,Expense,10214,9379,Cleared,
20624,2023-03-23,Marketing,Expense,6639,8926,Cleared,
20625,2023-02-09,Marketing,Income,15604,15388,Cleared,
20626,2024-04-03,sales,Expense,4325,7733,Cleared,
20627,2024-07-22, operations ,Expense,14543,3446,Cleared,
20628,2023-06-07,Operations,Expense,4900,1838,Cleared,
20629,2023-10-14, operations ,Expense,1718,4373,Cleared,
20630,2023-10-29,R&D,Income,24110,7064,Cleared,
20631,2023-11-14,R&D,Expense,10551,1577,Cleared,
20632,2024-01-22,Sales,Income,17681,12794,Cleared,
20633,08/31/2024,sales,Income,17411,12018,Cleared,
20634,2024-11-08,sales,Income,15241,8394,Cleared,
20635,2024-03-19,Admin,Income,10229,8148,Cleared,
20636,2023-03-07,Admin,Expense,7637,5718,Cleared,
20637,2023-01-18,Sales,Expense,4272,10529,Cleared,
20638,2024-09-21,Admin,Expense,1738,7231,Pending,
20639,2023-03-14,Marketing,Income,24944,14613,Cleared,
20640,2023-01-30,R&D,Income,,16165,Pending,
20641,2023-02-11,sales,Income,15873,16444,Cleared,
20642,2023-01-27,Sales,Expense,2138,5994,Cleared,
20643,2024-09-30,Admin,Expense,5470,6492,Cleared,
20644,2024-04-10,Admin,Expense,5272,11069,Cleared,
20645,2023-02-08,sales,Expense,1660,6311,Pending,
20646,2023-04-15,R&D,Expense,8286,3861,Pending,
20647,10/22/2024,Marketing,Income,10399,14920,Cleared,
20648,2024-07-14,Operations,Income,15355,16872,Cleared,
20649,2024-01-05,Admin,Income,7990,14712,Cleared,
20650,2023-08-26,Operations,Expense,5413,1502,Cleared,
20651,2024-04-05, operations ,Expense,11545,6432,Cleared,
20652,2023-10-05,sales,Income,15772,11671,Cleared,
20653,2024-08-01, operations ,Expense,12766,6196,Cleared,
20654,2024-10-04,R&D,Income,9115,9137,Cleared,
20655,2024-08-27,Sales,Income,18293,13843,Cleared,
20656,05/06/2024,Admin,Expense,9001,1893,Pending,
20657,2024-09-27,Operations,Expense,12691,3404,Pending,
20658,2024-08-20,Sales,Income,20436,4187,Pending,
20659,2023-03-31,Operations,Income,20963,17591,Cleared,
20660,2024-10-23,sales,Income,,9211,Cleared,
20661,2023-09-05,Operations,Income,5333,6161,Cleared,
20662,2024-11-24,Marketing,Expense,3209,2856,Cleared,
20663,2024-06-13,Sales,Expense,5365,4116,Cleared,
20664,2023-08-06,sales,Expense,13400,8026,Cleared,
20665,2023-06-03,R&D,Expense,3437,11295,Cleared,
20666,2024-10-26,Sales,Expense,11080,8193,Cleared,
20667,2023-12-07,Admin,Expense,-4672,10089,Cleared,
20668,2023-12-22,Admin,Expense,11862,6604,Cleared,
20669,2024-10-17,Operations,Expense,8506,5897,Cleared,
20670,2024-01-08,Sales,Expense,3743,9159,Cleared,
20671,2024-11-04,Marketing,Expense,2807,7029,Cleared,
20672,2023-12-21,Admin,Income,21715,18930,Cleared,
20673,2023-03-11, operations ,Expense,1113,1541,Cleared,
20674,2024-12-02, operations ,Income,14057,6126,Cleared,
20675,2023-07-14, operations ,Expense,11441,9689,Cleared,
20676,2023-10-07, operations ,Expense,4540,5001,Cleared,
20677,2024-01-14,Admin,Expense,-4499,3297,Cleared,
20678,2024-05-13, operations ,Income,16009,16882,Cleared,
20679,07/06/2023,Admin,Expense,10113,1947,Cleared,
20680,2023-05-12,Operations,Expense,,4371,Cleared,
20681,2024-07-30,Operations,Expense,9126,7501,Cleared,
20682,2024-01-23, operations ,Income,21495,11631,Cleared,
20683,2024-06-18,Sales,Expense,,2049,Cleared,
20684,2023-05-28,sales,Income,13580,17608,Pending,
20685,2023-01-17,R&D,Expense,8810,5867,Pending,
20686,2024-11-21,sales,Income,-21092,14213,Cleared,
20687,08/28/2024,Operations,Income,9907,15718,Cleared,
20688,2024-01-22,Marketing,Expense,2978,11492,Cleared,
20689,08/07/2023,Operations,Expense,5175,9739,Cleared,
20690,2024-09-01,Sales,Expense,4218,11845,Cleared,
20691,2024-02-21, operations ,Expense,,3943,Cleared,
20692,2023-01-14,Operations,Income,8718,16535,Cleared,
20693,2024-11-06,sales,Income,7792,17967,Cleared,
20694,2023-06-25,R&D,Expense,8132,11526,Cleared,
20695,2024-05-04,Admin,Expense,11813,8198,Cleared,
20696,2023-01-13,Admin,Expense,13603,5175,Cleared,
20697,2024-10-03,Marketing,Expense,9550,10387,Cleared,
20698,2024-02-16,Marketing,Expense,11932,2404,Cleared,
20699,2023-07-11,Admin,Income,7761,19194,Cleared,
20700,2024-01-28,Marketing,Expense,3134,5424,Cleared,
20701,2023-01-02,Marketing,Income,22660,6106,Cleared,
20702,2024-08-27,Sales,Income,11555,11406,Cleared,
20703,2023-09-25,Operations,Expense,10687,1797,Cleared,
20704,2024-03-04,Marketing,Expense,7761,4036,Cleared,
20704,2024-03-04,Marketing,Expense,7761,4036,Cleared,
20705,2024-10-21,Admin,Expense,5232,4943,Cleared,
20706,2024-07-01,Operations,Expense,8732,1234,Cleared,
20707,2023-12-20,Sales,Expense,-3593,1290,Cleared,
20708,06/08/2023,R&D,Expense,11602,9922,Cleared,
20709,2024-12-20,Sales,Expense,9793,11983,Cleared,
20710,2023-10-16,Marketing,Expense,8316,6646,Cleared,
20711,2023-09-14,Operations,Income,14455,15257,Cleared,
20712,2024-04-09,Operations,Expense,12544,8852,Cleared,
20713,2023-06-15,Marketing,Expense,10185,6112,Cleared,
20714,2024-03-08, operations ,Income,24648,18367,Cleared,
20715,2024-11-15,Operations,Income,21519,17972,Cleared,
20716,2024-01-13, operations ,Income,5983,5690,Cleared,
20716,2024-01-13, operations ,Income,5983,5690,Cleared,
20717,2024-11-18,Operations,Expense,,2630,Cleared,
20718,2024-11-20,Operations,Income,,14966,Cleared,
20719,2024-08-31,Operations,Expense,11179,9885,Cleared,
20720,2024-11-28,Admin,Expense,14763,9734,Pending,
20721,2023-04-18,Sales,Expense,13098,8752,Cleared,
20722,2024-12-09,sales,Expense,-3436,6255,Cleared,
20723,2023-12-24,sales,Income,24435,16168,Cleared,
20724,2023-05-13,Operations,Expense,9902,3503,Cleared,
20725,2023-01-18,Sales,Expense,13688,1487,Cleared,
20726,2024-07-22,Operations,Expense,3631,10254,Cleared,
20727,2024-01-18,R&D,Expense,3544,6914,Cleared,
20728,2023-08-14,Operations,Expense,-5437,6675,Cleared,
20729,2024-02-22,Sales,Expense,10465,4352,Cleared,
20730,03/12/2024,Sales,Expense,7982,9983,Cleared,
20731,2023-05-28, operations ,Income,8928,4481,Cleared,
20732,2024-08-28,sales,Expense,8437,3227,Pending,
20733,2023-04-03,Sales,Income,11973,8924,Cleared,
20734,2023-02-17, operations ,Expense,,6151,Cleared,
20735,01/05/2024,Operations,Income,24296,8173,Pending,
20736,2024-11-15,Admin,Expense,4387,9850,Pending,
20737,2024-04-26,Marketing,Expense,9496,5837,Cleared,
20738,2024-03-18,Sales,Income,12416,5263,Cleared,
20739,2023-07-05, operations ,Expense,8877,6294,Cleared,
20740,2024-06-13,Operations,Expense,14809,4764,Cleared,
20741,2024-06-05,Marketing,Expense,10652,1914,Cleared,
20742,2024-02-02,Operations,Expense,9889,8757,Cleared,
20743,2024-05-08,R&D,Income,11762,10338,Cleared,
20744,2023-06-21,sales,Expense,6227,4238,Cleared,
20745,2023-08-11,sales,Expense,6264,4192,Pending,
20746,2024-10-19,Operations,Income,21989,9337,Cleared,
20747,2023-08-07,sales,Income,23561,13856,Cleared,
20748,2024-11-10,Marketing,Expense,,3054,Pending,
20749,2023-05-23,sales,Income,7567,15697,Cleared,
20750,2024-08-21,Sales,Expense,3530,11609,Cleared,
20751,06/09/2024,Admin,Expense,5912,4635,Cleared,
20752,2024-09-22,sales,Expense,2375,8898,Cleared,
20753,07/19/2024,Marketing,Expense,8290,1205,Cleared,
20754,2024-03-21,R&D,Income,11565,6450,Cleared,
20755,2023-10-15,Operations,Income,8515,10124,Cleared,
20756,2024-01-18,Admin,Income,24706,15106,Cleared,
20757,2023-03-30, operations ,Expense,1737,1878,Cleared,
20758,2024-09-10,Operations,Income,21070,8098,Cleared,
20759,2023-01-23,R&D,Income,11638,17800,Cleared,
20760,2023-07-16,Marketing,Income,18526,9461,Cleared,
20761,2023-12-05, operations ,Expense,9612,5276,Cleared,
20762,2024-06-05,sales,Expense,5220,9905,Cleared,
20763,2024-10-07,R&D,Expense,10460,3573,Cleared,
20764,2023-12-15,R&D,Income,18475,16584,Cleared,
20765,2023-06-05,Admin,Expense,13866,3258,Cleared,
20766,2024-08-01,Operations,Income,9235,15869,Cleared,
20767,2023-12-19,Admin,Income,10041,6243,Cleared,
20768,2023-07-09,Operations,Income,24546,19636,Cleared,
20769,2024-03-13,Admin,Expense,10377,4481,Pending,
20770,2023-03-08,R&D,Income,14204,8183,Cleared,
20771,2024-05-08,Operations,Expense,9504,10998,Cleared,
20772,2024-05-23,Admin,Expense,11946,10572,Cleared,
20773,2024-04-26, operations ,Income,13470,19513,Pending,
20774,2024-06-21,sales,Expense,,9383,Cleared,
20775,2023-07-16,Sales,Expense,4286,6279,Cleared,
20776,2024-10-26,Marketing,Income,-7388,13354,Cleared,
20777,2024-01-22, operations ,Expense,7975,4010,Cleared,
20778,2023-07-29, operations ,Expense,10334,10960,Cleared,
20779,2023-09-19,Admin,Income,21103,10478,Cleared,
20780,2024-07-03,sales,Expense,4239,3307,Cleared,
20781,2024-06-23,sales,Income,11049,13238,Cleared,
20782,2024-08-17,Admin,Income,10596,19408,Cleared,
20783,2023-03-03,Marketing,Expense,4747,5440,Cleared,
20784,2024-12-10, operations ,Income,9095,13943,Cleared,
20785,2024-09-01,sales,Expense,6540,10173,Cleared,
20786,2024-08-04,Sales,Income,22527,13444,Cleared,
20787,2023-03-16,Marketing,Income,9844,19398,Cleared,
20788,2023-08-17,R&D,Income,10180,12073,Cleared,
20789,2023-03-31,Operations,Income,18202,12658,Cleared,
20790,2023-02-25,Marketing,Income,7507,12217,Cleared,
20791,2024-07-16,Admin,Expense,14378,8782,Cleared,
20792,2023-11-06,sales,Expense,11866,3966,Cleared,
20793,2023-11-12,Marketing,Income,16651,18280,Cleared,
20794,2023-04-12,R&D,Expense,10286,4396,Cleared,
20795,2024-03-13, operations ,Expense,3675,3759,Cleared,
20796,2023-06-04,Sales,Expense,1023,5592,Pending,
20797,2024-10-09,Admin,Income,9655,5345,Pending,
20798,2023-02-19,sales,Expense,2421,10380,Cleared,
20799,2023-10-28,Operations,Income,-15676,17791,Cleared,
20800,2024-05-28,R&D,Income,6315,4499,Cleared,
20801,2024-11-01,Admin,Expense,12024,4912,Cleared,
20802,2024-10-12,Operations,Expense,10119,8850,Cleared,
20803,2023-02-27,Marketing,Expense,11691,2116,Cleared,
20804,2024-12-17,Admin,Income,13251,4204,Cleared,
20805,2024-01-03,R&D,Expense,5975,5621,Cleared,
20806,2023-12-29,Operations,Income,5566,12858,Cleared,
20807,2024-11-28,Sales,Income,8343,4796,Cleared,
20808,2023-06-18, operations ,Expense,13148,10523,Cleared,
20809,2023-04-30,Sales,Income,16473,10883,Cleared,
20810,2024-09-05,Operations,Expense,4115,11504,Cleared,
20811,08/09/2024,R&D,Expense,2707,2364,Cleared,
20812,2024-06-16,Admin,Expense,8309,4881,Cleared,
20813,2023-07-31,sales,Income,20965,15589,Cleared,
20814,2024-12-09,sales,Income,15792,6512,Cleared,
20815,2024-03-12,sales,Expense,2814,3061,Cleared,
20816,2024-07-09,Sales,Expense,1221,7287,Cleared,
20817,08/10/2024,R&D,Expense,3697,2005,Cleared,
20818,2023-08-09,Marketing,Income,7789,6930,Cleared,
20819,09/05/2024,Sales,Income,8024,8281,Cleared,
20820,2023-01-08,R&D,Expense,10026,7255,Cleared,
20821,2024-01-11,Operations,Income,16361,5687,Cleared,
20822,2023-08-13,sales,Expense,8810,9517,Cleared,
20823,2024-09-18,R&D,Income,12089,10639,Cleared,
20824,2024-01-19,Marketing,Income,6928,12405,Cleared,
20825,2024-07-06,R&D,Income,18211,17071,Cleared,
20826,2024-11-25,Operations,Expense,3512,1205,Cleared,
20827,2024-12-07,Sales,Income,11159,12134,Cleared,
20828,2024-08-12,Sales,Income,8352,15196,Cleared,
20829,11/14/2023,R&D,Expense,9675,11773,Cleared,
20830,2024-06-28,Admin,Expense,2096,10192,Cleared,
20831,2024-09-20, operations ,Income,6260,15475,Cleared,
20832,2023-01-28,Marketing,Income,19350,19027,Cleared,
20833,2024-08-23,Admin,Income,10730,14350,Cleared,
20834,2024-11-08,R&D,Expense,10469,2587,Cleared,
20835,2024-07-23, operations ,Expense,1569,4294,Cleared,
20836,2023-11-30,sales,Expense,5611,4882,Cleared,
20837,2023-05-22,Admin,Income,-16039,11632,Cleared,
20838,2024-06-01, operations ,Expense,8679,11391,Cleared,
20839,2024-05-23, operations ,Income,22515,15622,Cleared,
20840,2024-01-02, operations ,Income,19175,8997,Cleared,
20841,2023-08-01,Operations,Income,13606,13691,Cleared,
20842,2024-05-04,Sales,Expense,11077,3693,Cleared,
20843,2024-09-24,Admin,Income,6430,4673,Cleared,
20844,2024-04-16,Operations,Expense,10741,6623,Cleared,
20845,2023-09-07, operations ,Expense,10143,11424,Cleared,
20846,2024-05-11,Operations,Income,18953,6485,Cleared,
20847,2024-02-11,R&D,Expense,11338,6748,Cleared,
20848,2023-10-28, operations ,Income,14664,14135,Cleared,
20849,2024-06-28,sales,Income,16125,17428,Pending,
20850,2024-12-14,Marketing,Income,19252,11014,Pending,
20851,2023-12-13,Operations,Expense,1731,7152,Cleared,
20852,2024-09-30,R&D,Income,17853,13140,Cleared,
20853,2023-12-28, operations ,Expense,4246,7136,Cleared,
20854,2024-11-01,sales,Income,17985,7030,Cleared,
20855,2024-09-23,Marketing,Expense,10325,4991,Cleared,
20856,2023-10-17, operations ,Income,17703,18395,Cleared,
20857,2024-05-25,R&D,Expense,3046,8337,Cleared,
20858,2024-03-16, operations ,Income,5680,11099,Cleared,
20859,2023-05-27,sales,Income,17951,9151,Cleared,
20860,2023-11-19,Marketing,Expense,5172,5994,Cleared,
20861,2024-05-09,Admin,Income,15757,16960,Cleared,
20862,2024-01-18,Admin,Income,10866,19528,Cleared,
20863,2023-08-14,Sales,Expense,1165,2653,Pending,
20864,2024-11-14,Marketing,Expense,3677,11878,Cleared,
20865,2023-12-31, operations ,Expense,4157,7970,Cleared,
20866,2024-12-15,R&D,Expense,10667,10118,Cleared,
20867,2023-12-31,Admin,Expense,4580,8626,Cleared,
20868,2024-10-15,R&D,Income,11486,13130,Cleared,
20869,2023-10-01,Sales,Expense,9419,8489,Cleared,
20870,2023-05-30,Admin,Income,11752,13613,Cleared,
20871,2023-02-02, operations ,Income,13639,8232,Cleared,
20872,2024-07-07,Sales,Expense,1184,2749,Cleared,
20873,2023-10-20,Admin,Expense,2398,9194,Cleared,
20874,2024-01-18,Admin,Expense,5670,5812,Cleared,
20875,2024-11-06, operations ,Income,17084,9154,Cleared,
20876,2023-02-18,Sales,Expense,2840,9538,Cleared,
20877,2023-04-20,R&D,Expense,9348,11848,Cleared,
20878,2024-05-04,sales,Expense,10084,6246,Cleared,
20879,2023-01-12, operations ,Expense,10190,7212,Cleared,
20880,2023-05-20,sales,Expense,3621,4367,Cleared,
20881,2023-02-22,Sales,Expense,8110,8098,Cleared,
20882,2023-07-06,sales,Income,18437,17595,Cleared,
20883,2024-04-09,Admin,Expense,6376,4084,Cleared,
20884,2023-03-07,Marketing,Expense,,9080,Cleared,
20885,2024-01-18,sales,Income,11034,13745,Cleared,
20886,2023-12-09,Admin,Income,24628,16153,Cleared,
20887,2023-05-14,R&D,Expense,8898,7965,Cleared,
20888,2024-10-29, operations ,Income,15156,6702,Cleared,
20889,2024-09-03,Admin,Income,22475,13410,Cleared,
20890,2023-02-16,Admin,Expense,12603,11090,Cleared,
20891,07/08/2023,sales,Expense,6930,8021,Cleared,
20892,2023-09-05,sales,Expense,6451,4325,Cleared,
20893,2024-06-06,sales,Expense,13231,5942,Cleared,
20894,2023-06-18, operations ,Expense,8234,9926,Cleared,
20895,2024-08-25,sales,Expense,9505,9982,Cleared,
20896,2024-11-12,Sales,Expense,14341,9129,Cleared,
20897,2023-11-04,Marketing,Income,16647,5685,Cleared,
20898,2023-09-02,sales,Expense,3110,4525,Cleared,
20899,2024-09-22,Sales,Expense,10195,9855,Pending,
20900,2024-04-19, operations ,Expense,12392,10722,Cleared,
20901,2023-09-29,sales,Expense,3677,8686,Cleared,
20902,04/27/2023,Operations,Expense,2543,3221,Cleared,
20903,2023-06-18,sales,Income,23562,12913,Cleared,
20904,2023-03-11,sales,Expense,10585,3589,Cleared,
20905,2023-08-09,Admin,Income,17366,13835,Cleared,
20906,2023-06-22,sales,Income,10426,5372,Cleared,
20907,2023-06-04,sales,Income,15755,7484,Cleared,
20908,2024-10-03,Admin,Expense,7655,2331,Cleared,
20909,2024-09-13, operations ,Income,5617,7379,Cleared,
20910,2024-03-08,Sales,Income,19924,5649,Cleared,
20911,2024-02-06,R&D,Expense,11268,11243,Pending,
20912,2023-12-04,sales,Expense,11961,6824,Cleared,
20913,2023-07-16,Operations,Expense,4943,2408,Pending,
20914,2024-12-27, operations ,Income,20261,13649,Cleared,
20915,2023-01-26,Admin,Income,7732,13596,Cleared,
20916,2024-05-27,Marketing,Expense,2838,1859,Cleared,
20917,2024-11-22,Sales,Expense,3164,4015,Pending,
20918,2023-10-14,Sales,Income,10838,14033,Cleared,
20919,2023-06-30,R&D,Expense,10390,8545,Cleared,
20920,2023-12-09, operations ,Expense,3129,7196,Cleared,
20921,2023-11-29,Admin,Income,21479,11437,Cleared,
20922,2023-08-04,Sales,Expense,6022,7335,Cleared,
20923,2023-08-26,Sales,Income,19202,6267,Pending,
20924,2023-09-13,sales,Expense,4172,11231,Cleared,
20925,2024-07-06,Marketing,Expense,6464,3842,Cleared,
20926,2024-02-27,Sales,Expense,8530,8553,Cleared,
20927,2023-01-31,Marketing,Expense,3150,8360,Cleared,
20928,2024-09-27, operations ,Expense,10960,6685,Cleared,
20929,2023-07-04,Operations,Income,7995,15457,Cleared,
20930,2023-01-05,Operations,Income,8272,10072,Cleared,
20931,2024-11-10,Admin,Income,19101,4683,Cleared,
20932,2023-03-24,R&D,Expense,7008,9418,Cleared,
20933,09/07/2023,Admin,Expense,6916,7292,Cleared,
20934,2024-10-23,Marketing,Income,,5056,Cleared,
20935,2024-08-24,R&D,Income,13548,16887,Cleared,
20936,2023-03-02,R&D,Income,12600,18676,Cleared,
