CampaignID,LaunchDate,Channel,TargetAudience,SpendAmount,Impressions,Clicks,Conversions,Status
30402,2024-09-05,email,B2B ,6675,75164,3607,18,Completed
30403,2023-05-17,Email,B2B,5271,726361,7263,203,Paused
30404,2024-09-23,Social Media,  Gen Z,8873,362491,6524,241,Paused
30405,2023-02-21,Social Media,Gen Z,6351,626008,26292,1472,Paused
30406,2024-09-29,Affiliate,Millennials,6577,150950,4528,185,Active
30407,2023-05-01, social media ,General,8138,365048,11681,876,Paused
30408,2023-01-20,Search Engine,B2B,4888,919416,24824,1092,Active
30409,2024-03-25,Social Media,B2B,6455,117871,1296,102,Completed
30410,2024-02-04,Search Engine,Millennials,11970,226257,5882,558,Completed
30411,2023-05-27,Search Engine,  Gen Z,1033,891347,30305,2727,Paused
30412,2024-12-02,Email,B2B,3097,79885,2156,127,Paused
30413,2024-10-16,Search Engine,Gen Z,1206,644001,11592,1101,Active
30414,2024-08-11,Search Engine,Gen Z,6886,172898,2766,41,Active
30415,03/10/2023,Social Media,B2B ,5260,233095,5361,246,Active
30416,11/29/2023,Email,B2B ,14280,434890,2174,132,Paused
30417,2023-12-17,Search Engine,Millennials,764,821173,15602,514,Paused
30418,2023-09-19,Search Engine,  Gen Z,3686,545918,3821,206,Paused
30419,2024-04-11,Social Media,B2B ,10268,276174,11599,162,Paused
30420,2024-07-03, social media ,General,1534,675946,20954,272,Completed
30421,2024-06-20,Affiliate,General,14594,303477,7586,409,Active
30422,2023-04-04,Affiliate,Gen Z,3784,523350,3663,183,Paused
30423,2023-11-29,Affiliate,Millennials,10208,465871,10249,963,Paused
30424,2024-12-05,Email,Gen Z,1639,597007,17313,1159,Completed
30425,2023-02-14,email,  Gen Z,14603,795739,6365,44,Active
30426,2023-11-13, social media ,  Gen Z,,242715,1213,18,Active
30427,2024-02-21,Affiliate,General,1663,197815,5143,493,Completed
30428,2024-04-16,Search Engine,Millennials,10752,610054,18911,1645,Paused
30429,2024-04-14,Search Engine,B2B,2005,590676,10632,712,Completed
30430,2024-10-12,Search Engine,Millennials,5469,993299,43705,2578,Active
30431,2023-01-05, social media ,B2B ,7013,154902,3407,187,Active
30432,2023-08-13,Social Media,B2B,9321,584608,25722,1697,Active
30433,12/16/2024,Email,Gen Z,5958,833706,26678,2614,Completed
30434,2024-12-29,Affiliate,B2B ,5233,294324,3237,87,Active
30435,2023-05-10,Social Media,Millennials,14234,303627,5465,388,Completed
30436,2023-08-11, social media ,B2B,6037,406417,12192,1146,Active
30437,2023-10-03,Affiliate,B2B ,13558,426128,13209,673,Completed
30438,2024-03-02, social media ,Gen Z,2744,669636,12053,819,Active
30439,2023-09-22,Social Media,  Gen Z,13464,370649,14084,985,Active
30440,2023-08-27,email,General,3357,927135,40793,489,Active
30441,07/23/2024,email,General,6024,605676,27255,1717,Paused
30442,2023-03-28,Email,B2B ,14095,645721,9685,726,Active
30443,2023-12-11,Affiliate,Gen Z,8114,407157,8957,716,Active
30444,2023-12-06,Social Media,Gen Z,4307,600215,6602,528,Paused
30445,04/03/2024,Social Media,Millennials,7504,455823,6837,594,Paused
30446,2023-12-22,Email,  Gen Z,4964,10022,270,6,Completed
30447,2023-01-17,email,B2B ,13219,252479,8331,499,Active
30448,2024-11-29,Affiliate,  Gen Z,4494,82948,3815,213,Active
30449,2024-03-20,Email,B2B ,4344,359678,3956,118,Paused
30450,12/11/2024,email,Millennials,11822,244463,11978,287,Completed
30451,2024-08-01,Email,B2B,6098,882626,21183,677,Active
30452,2023-09-07,Social Media,Millennials,3444,164074,2789,125,Completed
30453,2023-06-27,Affiliate,Gen Z,14618,627179,22578,1264,Completed
30454,2024-12-24,email,Millennials,12867,391877,6661,579,Active
30455,2023-12-18,Social Media,Millennials,8294,295578,12414,1179,Paused
30456,2023-11-22,Affiliate,  Gen Z,4915,548256,22478,1393,Completed
30457,2023-12-15,email,B2B,901,457901,20605,370,Active
30458,2024-07-18,email,  Gen Z,10284,382450,8796,624,Completed
30459,2023-08-18,Affiliate,General,504,398021,14726,103,Paused
30460,2024-10-26,Email,B2B,2789,201127,4424,26,Active
30461,2023-04-05,Social Media,  Gen Z,5730,746037,17904,393,Completed
30462,2024-12-19,Social Media,  Gen Z,6831,63226,1707,76,Active
30463,2024-12-22, social media ,General,3788,165115,2311,76,Completed
30464,2024-05-31,email,B2B,,82195,4027,257,Active
30465,2023-08-09,Social Media,Millennials,4706,106990,2139,117,Completed
30466,2023-06-11,Affiliate,Millennials,12726,110139,1872,185,Paused
30467,2024-05-19,Affiliate,  Gen Z,14951,25680,616,28,Paused
30468,2023-05-07,Email,B2B,13901,380101,3801,376,Paused
30469,2023-03-16,Email,B2B ,10894,980913,43160,1596,Active
30470,2024-03-11,Email,B2B ,5657,36233,688,8,Active
30471,2024-01-06,Email,  Gen Z,5653,751450,33815,2975,Paused
30472,2023-04-21,Search Engine,General,3167,822909,20572,1193,Completed
30473,2024-12-30,email,Gen Z,3272,591768,5325,356,Active
30474,2024-09-16,email,B2B,12953,814609,8960,421,Active
30475,2023-06-25, social media ,General,11594,675171,18229,1221,Completed
30476,2024-12-21, social media ,  Gen Z,3531,754918,13588,1073,Completed
30477,2024-10-24,Email,General,11766,982025,32406,1425,Paused
30478,2023-12-15,Affiliate,B2B,10261,985546,22667,408,Paused
30479,2024-03-12,Affiliate,General,13833,837573,18426,313,Paused
30480,2023-03-24,Social Media,Gen Z,1983,184378,5162,15,Active
30481,2024-07-23,Email,B2B,12360,525899,9992,379,Completed
30482,2023-10-06,Affiliate,Gen Z,2693,358131,14683,88,Paused
30483,2024-11-13,Social Media,B2B,8082,168547,2528,164,Paused
30484,2024-09-15,Affiliate,Millennials,8052,537012,23091,1939,Active
30485,2024-02-01,email,General,14290,603912,7246,166,Active
30486,03/08/2023,Social Media,Millennials,7051,398193,4778,66,Active
30487,2023-04-06,Email,General,13887,544044,9248,184,Paused
30488,2023-05-26,email,B2B,13265,491329,16213,794,Active
30489,2023-12-03,Affiliate,Gen Z,3289,754124,19607,1333,Active
30490,2024-01-02,Affiliate,Millennials,5903,549077,18119,1721,Active
30491,2024-02-04,Email,B2B,14684,222055,7771,380,Paused
30492,2023-03-13,Email,Gen Z,12415,187255,5243,382,Completed
30493,2024-03-24,Social Media,  Gen Z,10152,738175,6643,571,Paused
30493,2024-03-24,Social Media,  Gen Z,10152,738175,6643,571,Paused
30494,2024-02-24, social media ,B2B ,12752,852825,13645,13,Paused
30495,2024-07-13, social media ,B2B ,5760,684700,17117,753,Active
30496,2023-01-12,Search Engine,Millennials,2233,414846,19497,760,Completed
30497,2023-03-01,email,Millennials,,798911,27961,1342,Completed
30497,2023-03-01,email,Millennials,,798911,27961,1342,Completed
30498,2024-05-20,Social Media,Gen Z,13404,808596,18597,781,Completed
30499,2024-01-13,Affiliate,General,8053,620536,26683,160,Active
30500,2023-10-05,Affiliate,B2B ,2182,666899,22674,1723,Completed
30501,2023-01-04, social media ,Gen Z,1352,966813,10634,1031,Paused
30502,2023-09-15,Affiliate,B2B ,8992,538956,3772,237,Completed
30503,2024-02-19,Email,General,2119,995912,37844,2876,Active
30504,2023-07-30,Social Media,B2B ,5715,279294,12288,1130,Active
30505,2024-10-25, social media ,Millennials,6904,174791,1747,124,Active
30506,2023-04-01,Affiliate,B2B ,8517,643637,7080,162,Paused
30507,2023-11-15,Social Media,General,11584,337225,13489,1011,Completed
30508,2024-08-24,email,B2B ,13615,773094,23965,1557,Paused
30509,2024-08-28,Social Media,Millennials,8947,48599,728,56,Completed
30510,2024-03-05,Email,Gen Z,12706,38785,1551,144,Paused
30511,2023-10-17,Email,B2B ,13202,757705,15911,1018,Completed
30512,2024-05-27,email,B2B,8821,682903,25950,1323,Active
30513,2024-05-20,email,Millennials,12787,317081,9512,818,Paused
30514,2023-06-07,Social Media,B2B ,11569,713389,18548,779,Active
30515,2024-05-27, social media ,Millennials,6105,479510,4315,86,Completed
30516,2024-03-11,email,  Gen Z,9062,715153,5006,40,Active
30517,2023-10-20,email,B2B,12722,905825,5434,16,Paused
30518,2024-01-16, social media ,General,9831,429226,3433,260,Active
30519,2024-04-27,Affiliate,  Gen Z,13733,237143,9248,332,Active
30520,2023-08-19,Email,Millennials,14563,686021,9604,163,Completed
30521,2023-03-06,email,Millennials,1781,65319,2155,213,Paused
30522,2023-01-16,Affiliate,B2B ,14828,723392,29659,771,Active
30523,2023-11-22, social media ,Gen Z,6186,385846,8488,475,Active
30524,2024-07-02, social media ,  Gen Z,11278,398033,14727,1060,Active
30525,2023-06-21,Affiliate,General,3076,806074,20957,754,Paused
30526,2024-07-30,Email,B2B,14660,375654,6010,360,Completed
30527,2024-01-26,Email,Gen Z,2354,628470,14454,780,Paused
30528,2024-05-28,email,B2B,11941,330754,10253,82,Completed
30529,2023-04-03,Search Engine,B2B,5858,947168,18943,890,Paused
30530,2023-08-05, social media ,Millennials,2209,672019,28896,2745,Active
30531,2024-05-29,Social Media,B2B,8095,861891,39646,39,Completed
30532,2024-05-16,Social Media,B2B ,10585,510401,12760,255,Active
30533,06/20/2024,Affiliate,B2B ,9467,402261,18504,425,Completed
30534,2023-02-16,Affiliate,B2B,13931,297515,7735,417,Paused
30535,2023-04-11, social media ,Gen Z,5494,903824,18076,885,Completed
30536,06/20/2023,Social Media,  Gen Z,,474823,13769,110,Paused
30537,2024-11-15,Search Engine,Millennials,5716,910944,10931,776,Paused
30538,2023-12-01,email,  Gen Z,7088,172333,1033,89,Active
30539,2023-03-10,Affiliate,Millennials,1704,260134,1300,1,Paused
30540,2024-08-09,Social Media,  Gen Z,2171,72688,1744,55,Active
30541,2023-10-01,Social Media,  Gen Z,12138,428742,9003,54,Paused
30541,2023-10-01,Social Media,  Gen Z,12138,428742,9003,54,Paused
30542,2023-03-10, social media ,B2B ,1755,74185,3412,235,Paused
30543,2024-04-18,Search Engine,  Gen Z,8843,298598,14332,630,Active
30544,2024-05-11,email,Gen Z,3339,672591,20850,1313,Paused
30545,2024-08-07,Email,Gen Z,6636,313784,6589,263,Paused
30546,2023-02-08,Social Media,General,,496804,3974,35,Active
30547,11/25/2023, social media ,B2B ,14708,32042,512,5,Completed
30548,2023-11-11,Affiliate,General,7649,510579,17359,121,Paused
30549,2024-08-21,Social Media,Gen Z,8597,664677,5982,329,Paused
30550,2024-08-14,Search Engine,B2B,10925,748770,14975,239,Paused
30551,2023-06-09, social media ,  Gen Z,5198,983839,29515,1298,Active
30552,2023-08-16,Affiliate,General,,873108,27066,2679,Paused
30553,2023-09-26,Email,Millennials,1852,702648,31619,2244,Paused
30554,2024-10-05,Affiliate,Millennials,8604,154906,1549,150,Completed
30555,2023-11-09,Social Media,B2B ,1977,746611,19411,1087,Paused
30556,2024-07-23,Search Engine,General,1722,202666,8917,472,Paused
30557,2024-03-02, social media ,Gen Z,10599,54942,1318,114,Paused
30558,2023-10-20,Affiliate,Gen Z,5061,842362,10108,232,Completed
30559,2023-08-17,Affiliate,  Gen Z,1005,727478,33463,368,Paused
30560,2024-01-05, social media ,Gen Z,1977,307810,7387,88,Paused
30561,2023-08-11,Search Engine,  Gen Z,14704,512403,3074,113,Active
30562,2023-07-18, social media ,B2B,11320,310270,11479,1090,Active
30563,2024-08-22,Email,Millennials,5049,681655,29311,2315,Completed
30564,2023-04-09, social media ,B2B ,2469,621507,14294,114,Active
30565,2023-12-15, social media ,Millennials,9446,893554,8935,357,Paused
30566,2023-07-11, social media ,General,10624,923000,18460,923,Paused
30567,2023-12-29,email,B2B ,1123,545404,4908,265,Active
30568,2023-10-19,Email,B2B,902,269733,12947,854,Paused
30569,2023-06-28,email,Gen Z,9145,826131,22305,1583,Paused
30570,2023-06-13,email,Millennials,14228,623782,19337,599,Active
30571,2023-07-31,Affiliate,Millennials,4004,954452,8590,455,Completed
30572,2023-08-11,Email,B2B ,1073,481778,8190,40,Paused
30573,2023-09-10,email,B2B,,890408,17808,124,Active
30574,2024-02-20,Email,B2B,6633,68269,1979,122,Active
30575,2023-09-05,Email,  Gen Z,3568,944301,9443,28,Active
30576,2024-10-08, social media ,Millennials,11329,933262,13065,235,Paused
30577,04/25/2023,Search Engine,Millennials,10162,657418,9203,460,Completed
30578,2023-01-01, social media ,Gen Z,12506,560234,12885,1224,Active
30579,2023-10-15,Search Engine,General,2239,991579,31730,1332,Completed
30580,01/16/2024,Search Engine,General,14011,693594,17339,1404,Paused
30581,2024-01-16,Search Engine,General,9127,131595,4474,344,Completed
30582,2023-01-08,email,  Gen Z,1627,582419,8736,777,Paused
30583,2023-08-03,Affiliate,  Gen Z,3543,889758,32921,1613,Active
30584,2023-03-11,Search Engine,Millennials,7689,754642,19620,1510,Active
30585,06/24/2024,Affiliate,B2B ,14626,561671,24713,1458,Paused
30586,2023-01-11,Search Engine,  Gen Z,,252421,9844,59,Active
30587,2023-09-20,Social Media,B2B ,11626,106495,2768,113,Completed
30588,2023-07-19,Affiliate,Millennials,8065,306233,3674,224,Paused
30589,2023-07-04,Email,Gen Z,7988,725478,10882,21,Active
30590,2023-05-14,Social Media,General,3494,920592,36823,441,Active
30591,2024-03-09,Social Media,B2B,8019,347735,8693,773,Paused
30592,2023-08-13,Email,B2B,11376,360383,13694,246,Completed
30593,2023-11-21,email,Gen Z,14455,482395,7235,593,Paused
30594,2023-03-09, social media ,  Gen Z,2797,222857,10028,551,Active
30595,2023-07-13, social media ,Millennials,11961,800765,19218,711,Active
30596,2023-05-29,email,B2B,6012,647519,31728,2094,Completed
30597,2023-11-19,Social Media,General,11818,137699,3993,111,Active
30598,2023-05-25,Affiliate,B2B,11304,411136,9867,394,Active
30599,2024-03-16,Affiliate,  Gen Z,11500,673058,10768,613,Paused
30600,2024-09-26,Affiliate,Gen Z,2826,837817,15080,1251,Completed
30601,2024-11-19,Search Engine,B2B ,725,739841,22195,488,Paused
30602,2024-03-05,Social Media,  Gen Z,12058,291406,12530,37,Paused
30603,2024-05-31, social media ,B2B ,10320,122666,3925,39,Active
30604,06/15/2023, social media ,B2B ,14447,870967,24387,2414,Active
30605,2024-04-06,email,  Gen Z,3329,635934,3179,305,Completed
30606,2023-04-25,Search Engine,Gen Z,3564,991034,24775,1511,Active
30607,2023-12-10,Social Media,Millennials,538,460474,22563,1128,Paused
30608,2024-02-28,Email,  Gen Z,11650,623369,29921,239,Paused
30609,2023-10-15,Affiliate,General,12898,749358,20982,1112,Paused
30610,2024-06-12,Affiliate,B2B ,14569,396321,11889,1141,Active
30611,2024-04-01,email,B2B ,5678,445444,18708,1197,Active
30612,2023-02-20,Search Engine,B2B ,7302,838759,13420,1301,Active
30613,2024-06-13,Affiliate,Millennials,14619,136728,4238,216,Paused
30614,2023-03-22,email,General,2140,399039,3192,220,Active
30615,2023-05-13,Affiliate,General,,13250,490,35,Active
30616,2024-06-21,Email,Millennials,1507,860494,31838,191,Completed
30617,2024-10-05,email,B2B ,13552,580588,24965,2221,Active
30618,2023-02-18, social media ,B2B ,6320,114500,3549,276,Completed
30619,2024-09-06,email,Millennials,13285,22714,340,32,Completed
30620,2023-01-27, social media ,General,7118,732184,8054,692,Paused
30621,2024-09-10,Social Media,General,5713,552238,17671,848,Completed
30622,11/08/2024,Email,  Gen Z,10994,391238,16431,1084,Paused
30623,2023-03-11, social media ,Gen Z,11915,983436,42287,2664,Completed
30624,2024-10-20,Social Media,Millennials,5958,43814,1533,55,Paused
30625,2024-02-20,Affiliate,Millennials,9501,344036,13417,40,Completed
30626,2024-10-17,Affiliate,B2B ,5543,695848,22962,1446,Active
30627,2023-08-21, social media ,B2B ,,557833,22871,2241,Completed
30628,2023-01-19,email,B2B,9231,588865,16488,1434,Completed
30629,2023-08-23,Email,General,10562,844318,41371,3020,Completed
30630,2024-10-30,Affiliate,B2B,13821,328554,4599,96,Completed
30631,2023-10-27,email,  Gen Z,14948,464029,2784,33,Paused
30632,2023-10-11,email,Millennials,845,78762,3780,374,Active
30633,2023-06-11,Search Engine,B2B ,2872,738296,9597,633,Paused
30634,2024-06-21,Affiliate,General,12953,260951,7306,504,Completed
30635,2023-02-11, social media ,B2B,9230,10130,111,2,Completed
30636,2024-07-01,email,General,2969,151764,2731,253,Completed
30637,2023-04-23,Affiliate,General,5753,586200,21689,1019,Paused
30638,2024-08-16,email,Gen Z,10471,911310,11847,616,Paused
30639,2023-10-29,Social Media,General,3592,829569,18250,711,Completed
30640,2024-07-22,Affiliate,  Gen Z,14249,541954,16258,861,Active
30641,2024-08-04,Search Engine,B2B ,1305,435593,9583,709,Active
30642,2024-03-28,email,B2B,10600,272275,11980,107,Active
30643,04/12/2023, social media ,B2B,12104,453009,15402,1463,Completed
30644,2024-04-26,Email,B2B,7575,98973,4651,455,Active
30645,2024-09-03,email,  Gen Z,7113,294918,5308,345,Active
30646,2024-03-30,Social Media,  Gen Z,8831,668172,31404,282,Active
30647,08/17/2023,Social Media,Gen Z,3614,13365,534,6,Active
30648,2024-05-11,Search Engine,General,13220,684334,14371,948,Active
30649,2023-03-08,email,Millennials,8739,160678,2892,11,Completed
30650,2024-05-26,email,B2B ,6845,530966,9557,812,Active
30651,2023-12-20,email,General,1414,362318,6159,443,Paused
30652,2023-04-22,email,Gen Z,13319,323322,10669,896,Active
30653,2023-12-17,Social Media,General,1827,138313,5809,214,Active
30654,2024-06-08,Social Media,B2B,14405,100898,4742,365,Active
30655,06/09/2024,Social Media,  Gen Z,5475,339584,16300,342,Active
30656,2023-08-04,Email,B2B,7986,489710,5386,473,Active
30657,2023-01-06,Search Engine,Gen Z,7895,695690,20175,1815,Paused
30658,2024-09-28,Social Media,B2B,3956,467584,12624,504,Active
30659,2024-01-01,Affiliate,  Gen Z,7442,131777,3294,207,Paused
30660,01/31/2023,email,General,4906,107620,1829,120,Active
30661,2023-08-31, social media ,B2B,807,956835,33489,1272,Completed
30662,2023-01-30, social media ,B2B,9185,589231,14141,650,Completed
30663,2023-12-19,Social Media,General,9161,311756,7170,86,Paused
30664,2024-04-30,Social Media,Millennials,1934,398655,10763,1022,Completed
30665,2023-11-29,Social Media,  Gen Z,13999,349629,12586,289,Completed
30666,06/02/2024,email,Millennials,6047,734852,15431,1496,Completed
30667,09/09/2023, social media ,Millennials,5976,503796,3022,290,Completed
30668,2024-10-30,Social Media,B2B,11283,748957,5242,220,Active
30669,2024-02-26,Social Media,Millennials,12083,266899,10409,614,Completed
30670,2023-08-09,Social Media,Gen Z,10756,689556,8964,179,Completed
30671,2023-02-05, social media ,Millennials,13629,444563,14670,1320,Active
30672,2023-12-08,Search Engine,Gen Z,2150,797149,31088,621,Active
30673,2023-02-08,Email,B2B,8983,570073,11971,263,Active
30674,2023-07-22,email,General,9172,871368,16555,1589,Active
30675,2023-09-13, social media ,  Gen Z,9187,830329,19097,802,Paused
30676,2023-10-03, social media ,B2B ,8612,854536,5981,316,Active
30677,2023-11-23,email,Gen Z,8190,996925,44861,3902,Active
30678,2023-12-13,Search Engine,B2B ,11220,503902,14613,1183,Paused
30679,2023-05-12,email,  Gen Z,12986,75040,1951,175,Paused
30680,2023-10-21,Affiliate,  Gen Z,7579,573204,13183,672,Completed
30681,2024-07-26,Social Media,B2B,13422,867643,26029,2550,Active
30682,2023-03-03,Social Media,Millennials,9949,760598,31945,1309,Active
30683,2024-12-02,Affiliate,Gen Z,13164,962775,47175,1934,Active
30684,2023-08-22,Email,B2B ,6591,10659,341,11,Paused
30685,2023-01-30,Affiliate,  Gen Z,4982,178596,6072,406,Paused
30686,2024-06-25,email,  Gen Z,11012,374092,11596,11,Completed
30687,2023-12-31,email,  Gen Z,12853,416534,17494,1399,Completed
30688,2024-05-21,email,General,951,86817,3559,270,Paused
30689,2024-08-01, social media ,  Gen Z,8537,810981,12164,900,Paused
30690,2024-06-30, social media ,  Gen Z,,199894,2998,248,Paused
30691,2023-07-13, social media ,  Gen Z,1449,186554,5223,104,Active
30692,2023-07-28,Email,Gen Z,13664,790241,4741,270,Active
30693,2023-07-09, social media ,B2B ,1097,54294,1737,92,Paused
30694,2023-07-05, social media ,Millennials,9587,652160,4565,104,Paused
30695,2024-09-14,email,General,5492,769989,19249,1539,Completed
30696,2023-09-15,Search Engine,Gen Z,3930,465327,12098,689,Paused
30697,2024-04-10,Search Engine,B2B,9735,238770,5252,267,Active
30698,2024-10-17,email,  Gen Z,7375,920620,39586,316,Completed
30699,2024-11-29,Social Media,Gen Z,7740,534163,16559,1241,Completed
30700,2024-01-12,Search Engine,Millennials,14893,970530,13587,570,Paused
30701,2024-08-15,Affiliate,Millennials,5641,94949,2753,198,Paused
30702,2024-12-20,Email,Millennials,9268,911500,39194,3566,Active
30703,2023-02-27, social media ,General,2903,437493,19249,1655,Active
30704,2024-05-06,Search Engine,B2B,5140,885582,23910,478,Active
30705,2024-11-14,Affiliate,  Gen Z,11228,675400,12157,692,Paused
30705,2024-11-14,Affiliate,  Gen Z,11228,675400,12157,692,Paused
30706,2023-02-18,Affiliate,B2B,11945,707287,7072,594,Paused
30707,08/17/2024,Email,  Gen Z,3824,945270,45372,1860,Active
30708,2024-06-15,Affiliate,  Gen Z,4915,553054,7742,425,Completed
30709,2024-04-22,Affiliate,B2B ,13180,411076,16854,134,Active
30710,2024-05-17,Affiliate,B2B,12207,697106,14639,878,Active
30711,2023-10-14,Email,  Gen Z,13071,72125,2163,138,Active
30712,2023-06-02,Affiliate,Millennials,6946,770499,23114,1386,Completed
30713,2024-12-21,Social Media,Millennials,13414,895617,25077,476,Active
30714,2024-05-25,Affiliate,Millennials,14037,238071,9046,452,Paused
30715,2023-05-27,Search Engine,  Gen Z,7688,594603,18432,92,Paused
30716,2024-11-20,Social Media,  Gen Z,9016,236282,8269,107,Completed
30717,2024-07-11,email,General,2244,464067,8817,749,Paused
30718,2023-08-09,email,  Gen Z,14862,688325,31662,1868,Active
30719,2024-06-24,Affiliate,Millennials,1692,946834,26511,2147,Paused
30720,2024-09-29,Affiliate,  Gen Z,12594,426368,4690,332,Completed
30721,2023-03-04, social media ,  Gen Z,9256,891219,43669,873,Active
30722,2024-10-03,Email,  Gen Z,12301,739113,16260,552,Completed
30723,2023-12-22,Email,B2B,1408,600140,16203,745,Paused
30724,2023-07-20,email,General,2155,656177,21653,1775,Active
30725,2024-04-29, social media ,General,12656,339574,7470,239,Paused
30726,2024-05-20,Email,General,4415,391950,8622,603,Completed
30727,2024-05-26,email,Gen Z,4618,621982,23013,1633,Completed
30728,2024-11-23,email,General,7900,327693,3932,23,Active
30729,2023-12-23, social media ,Gen Z,8999,427551,6413,269,Paused
30730,2024-09-21,Social Media,B2B ,12485,365840,14633,863,Paused
30731,2024-02-16, social media ,General,10345,722690,5781,306,Completed
30732,2024-10-12,Social Media,Millennials,2858,772167,14671,689,Paused
30733,2023-06-16,Social Media,B2B,12427,336415,13793,386,Paused
30734,2024-02-13,Affiliate,B2B,14034,704203,19717,690,Active
30735,2023-04-20,email,General,9261,972383,4861,136,Active
30736,01/03/2023,email,General,3389,881765,33507,2412,Paused
30737,2024-06-19, social media ,B2B ,11300,604590,19346,1837,Active
30738,2023-07-15,Social Media,General,3117,506170,21259,573,Active
30739,2023-02-15,Affiliate,General,4739,805195,26571,1567,Active
30740,2024-11-13,Email,  Gen Z,13914,523035,12029,805,Active
30741,2023-12-19,Search Engine,General,10477,649030,10384,913,Active
30742,2024-07-06,Affiliate,Gen Z,3228,634306,26006,832,Paused
30743,2024-08-01, social media ,Gen Z,5281,423318,8043,683,Paused
30744,2024-04-23, social media ,B2B,10502,94873,4648,162,Paused
30745,2024-11-18,email,Millennials,11681,363143,14525,1249,Completed
30746,2023-07-28,Email,B2B ,8645,342200,14372,804,Paused
30747,2023-01-03, social media ,B2B,12099,355219,13143,420,Active
30748,2024-01-27,Search Engine,Millennials,789,526753,25284,202,Completed
30749,2024-06-25, social media ,  Gen Z,13354,701027,23834,1239,Completed
30750,2024-01-03,email,General,6184,886169,21268,297,Paused
30751,2024-01-22,Affiliate,B2B,4839,798818,14378,862,Active
30752,2023-04-27,Search Engine,General,12430,632240,3793,250,Paused
30753,2024-04-15,email,Millennials,7516,432122,3456,221,Paused
30754,2024-12-10,Email,B2B,6293,336935,14488,304,Active
30755,2024-07-07,email,Millennials,12536,306820,12579,150,Completed
30756,2024-04-25,Search Engine,General,1008,653579,28757,1495,Paused
30757,2024-10-20,Email,Gen Z,6903,215510,7758,620,Paused
30758,2023-02-03,Affiliate,B2B,3975,162039,6481,544,Paused
30759,2024-08-27,Affiliate,Gen Z,11368,451927,6326,208,Completed
30760,2024-02-20, social media ,  Gen Z,10120,123018,3813,160,Active
30761,2023-02-24, social media ,Gen Z,9850,340126,12584,931,Completed
30762,2024-02-19,Social Media,General,5498,823476,13175,777,Active
30763,2023-03-12,Social Media,B2B ,5359,329150,11191,279,Active
30764,2023-03-15,email,B2B,9439,804220,35385,2123,Active
30765,2024-08-21,Email,  Gen Z,2174,681286,26570,478,Paused
30766,2023-07-10, social media ,Gen Z,14654,683496,15720,125,Paused
30767,2023-09-15, social media ,General,14693,89839,2245,159,Paused
30768,2024-11-30,Search Engine,Millennials,7410,837510,41037,1928,Completed
30769,2023-12-01,Search Engine,General,8943,498327,6478,129,Completed
30770,2023-03-06,Search Engine,Gen Z,7101,859880,30955,2259,Completed
30771,2023-12-15,Affiliate,B2B ,10722,151178,4535,40,Active
30772,2024-05-01,email,B2B,5722,322619,15163,788,Active
30773,2023-10-10, social media ,Gen Z,6951,334932,3349,257,Active
30774,2023-08-09,Affiliate,Gen Z,12047,664280,4649,288,Completed
30775,2023-05-27,Email,Gen Z,1204,624959,13124,1023,Active
30776,2024-04-19,Affiliate,Gen Z,9313,69574,1043,100,Active
30777,2024-08-02,Email,B2B ,5209,263375,4740,218,Paused
30778,2024-10-30,email,B2B ,,188906,5100,204,Active
30779,2023-11-15,Search Engine,General,11533,280706,13754,536,Completed
30780,11/05/2023,email,B2B ,3679,188487,1884,92,Completed
30781,2024-05-18,Affiliate,Gen Z,13839,36040,252,11,Completed
30782,06/09/2023,Affiliate,General,12070,805904,4029,189,Active
30783,2024-07-12,email,B2B ,7845,364449,6924,193,Completed
30784,2023-06-20,email,  Gen Z,9837,176105,8453,278,Paused
30785,2024-12-14,email,Millennials,,505304,9600,451,Paused
30786,2024-04-08,Search Engine,Millennials,3099,219574,7904,102,Paused
30787,2023-12-17,Email,General,,279226,12006,600,Completed
30788,2024-01-28,Social Media,B2B ,4689,339995,14279,1370,Paused
30789,2023-08-15,Search Engine,B2B ,6407,573020,22347,1385,Active
30790,2023-09-30,Social Media,B2B ,1286,469619,3287,203,Completed
30791,2023-01-24, social media ,Millennials,5710,85223,1789,53,Completed
30792,2023-03-21,email,Millennials,3308,920039,15640,1157,Paused
30793,2024-11-28, social media ,B2B ,7576,221429,4650,423,Completed
30794,2023-09-08,Search Engine,Gen Z,3862,265951,9308,232,Active
30795,2023-04-11,Affiliate,  Gen Z,11181,837247,8372,284,Active
30796,2024-07-02,Affiliate,B2B,10171,994547,11934,1121,Completed
30797,2024-03-19,Email,Gen Z,3241,926624,4633,32,Active
30798,2023-02-13,Email,Gen Z,9176,294619,8249,651,Paused
30799,2024-06-03,Social Media,B2B,11776,442062,15472,154,Active
30800,2024-04-19,Affiliate,B2B,9996,444435,6222,199,Active
30801,2023-12-26,Affiliate,  Gen Z,9474,653149,28738,1206,Completed
30802,2023-06-20, social media ,  Gen Z,11937,603524,18709,710,Completed
30803,2024-11-13,email,General,2617,555000,4440,261,Active
30804,2023-05-01,Social Media,B2B ,12301,220577,1323,30,Paused
30805,2024-02-16,Social Media,B2B ,10550,821509,26288,1919,Completed
30806,2023-08-18,Search Engine,Gen Z,1591,960106,18242,601,Paused
30806,2023-08-18,Search Engine,Gen Z,1591,960106,18242,601,Paused
30807,2024-11-06,Email,  Gen Z,919,893168,18756,637,Completed
