ProductID,OrderDate,DeliveryDate,Supplier,WarehouseLocation,QuantityOrdered,QuantityReceived,UnitCost,Status
40354,2024-09-23,,Beta Mfg,Dallas DC,849,0,158,Delayed
40355,2024-11-24,,Beta Mfg,New York DC,2301,0,83,Delayed
40356,2023-01-03,2023-01-26,Gamma Logistics,Los Angeles DC,2258,2258,433,Delivered
40357,2023-07-12,,Gamma Logistics,Dallas DC,2649,0,413,In Transit
40358,2023-08-24,, alpha corp ,Los Angeles DC,4523,0,416,Delayed
40359,2024-02-24,,Delta Supplies, unknown,1941,0,278,Delayed
40360,2023-06-15,,Delta Supplies,Chicago DC,1259,0,475,Delayed
40361,2024-11-13,2024-11-24,Alpha Corp,Chicago DC,284,284,165,Delivered
40362,2024-07-27,,Beta Mfg,New York DC,3808,0,440,In Transit
40363,2023-10-03,2023-10-18,Delta Supplies,New York DC,3045,3045,12,Delivered
40364,2023-08-09,,Beta Mfg,New York DC,926,0,324,Delayed
40365,2024-09-03,,Alpha Corp,Los Angeles DC,4523,0,315,Delayed
40366,2024-11-21,2024-11-28, alpha corp ,Los Angeles DC,754,754,72,Delivered
40367,2023-09-09,2023-09-18,Gamma Logistics,New York DC,403,403,274,Delivered
40368,2023-10-07,,Delta Supplies,Dallas DC,1536,0,231,In Transit
40369,2023-05-05,,Alpha Corp,Los Angeles DC,2042,0,18,In Transit
40370,2024-06-23,2024-07-04, alpha corp ,New York DC,1663,1663,209,Delivered
40371,2023-05-11,2023-05-19, alpha corp ,Dallas DC,658,658,20,Delivered
40372,2024-07-28,,Beta Mfg,Chicago DC,799,0,241,Delayed
40373,2024-08-03,,Delta Supplies, unknown,4588,0,396,In Transit
40374,2023-08-28,2023-09-25,Beta Mfg,Los Angeles DC,4379,4379,132,Delivered
40375,2024-11-26,,Gamma Logistics,Chicago DC,3111,0,85,In Transit
40376,2024-02-18,, alpha corp ,Los Angeles DC,2917,0,366,In Transit
40377,2024-09-22,,Delta Supplies,Dallas DC,2501,0,259,In Transit
40378,2024-09-21,,Beta Mfg,Los Angeles DC,1752,0,485,Delayed
40379,2023-11-13,,Beta Mfg,Los Angeles DC,2899,0,46,Delayed
40380,2023-07-19,2023-07-31,Delta Supplies, unknown,3403,3403,322,Delivered
40381,2023-07-10,,Gamma Logistics,Dallas DC,1980,0,184,In Transit
40382,2023-08-06,,Gamma Logistics,Dallas DC,561,0,172,Delayed
40383,2024-06-30,,Beta Mfg,New York DC,778,0,265,In Transit
40384,2024-03-19,2024-04-14,Alpha Corp,Dallas DC,3119,3119,180,Delivered
40385,2024-11-17,,Alpha Corp,Los Angeles DC,715,0,193,In Transit
40386,2023-09-24,2023-10-19,Gamma Logistics,New York DC,4878,4878,134,Delivered
40387,2024-10-28,,Gamma Logistics,New York DC,2505,0,61,Delayed
40388,2023-03-24,,Delta Supplies,Dallas DC,4811,0,189,In Transit
40389,2023-05-11,,Beta Mfg, unknown,3826,0,395,In Transit
40390,2024-05-21,,Alpha Corp,Chicago DC,4035,0,489,In Transit
40391,2023-08-19,2023-09-08,Alpha Corp,New York DC,2052,2052,352,Delivered
40392,2024-01-20,,Beta Mfg, unknown,802,0,475,Delayed
40393,2024-09-29,,Delta Supplies,New York DC,4550,0,,Delayed
40394,2024-07-15,,Alpha Corp,Chicago DC,1222,0,235,In Transit
40395,2023-06-20,2023-07-04,Delta Supplies,New York DC,3961,3961,152,Delivered
40396,2024-01-25,,Alpha Corp,Chicago DC,2120,0,160,In Transit
40397,2024-11-19,,Delta Supplies,Dallas DC,2525,0,398,In Transit
40398,2023-07-29,,Alpha Corp,Chicago DC,2040,0,61,Delayed
40399,2023-06-08,2023-07-01,Gamma Logistics,Los Angeles DC,1597,1597,314,Delivered
40400,2023-08-01,2023-08-14,Alpha Corp,Dallas DC,2341,2341,217,Delivered
40401,2023-12-12,,Alpha Corp,Chicago DC,2336,0,467,Delayed
40402,2023-11-12,2023-11-15, alpha corp , unknown,1884,1884,101,Delivered
40403,2023-08-20,,Delta Supplies,Los Angeles DC,623,0,338,In Transit
40404,2023-09-11,,Beta Mfg,Chicago DC,4394,0,301,In Transit
40405,2024-05-22,,Delta Supplies,New York DC,4518,0,460,In Transit
40406,2023-08-22,, alpha corp ,Los Angeles DC,4289,0,371,Delayed
40407,2024-02-05,, alpha corp ,Dallas DC,2213,0,287,Delayed
40408,2024-09-25,,Alpha Corp,New York DC,4136,0,35,In Transit
40409,2024-01-26,2024-01-30, alpha corp ,Chicago DC,4290,4290,173,Delivered
40410,2023-06-26,2023-07-24,Alpha Corp,Los Angeles DC,4981,4981,187,Delivered
40411,2024-10-14,,Beta Mfg,Dallas DC,4101,0,246,In Transit
40412,2023-01-21,,Beta Mfg, unknown,4592,0,452,In Transit
40413,2024-08-29,,Beta Mfg,Dallas DC,4279,0,347,Delayed
40414,2023-04-30,, alpha corp ,Los Angeles DC,2062,0,428,In Transit
40415,2023-09-25,2023-10-21,Alpha Corp,Los Angeles DC,3638,3638,422,Delivered
40416,2023-05-30,,Alpha Corp, unknown,4149,0,188,Delayed
40417,2024-07-08,2024-07-16,Gamma Logistics,Los Angeles DC,2070,2070,352,Delivered
40418,2024-04-16,,Beta Mfg,Dallas DC,2799,0,360,In Transit
40419,2024-03-15,2024-03-22,Beta Mfg,Dallas DC,3064,3064,333,Delivered
40420,2023-01-18,, alpha corp ,Chicago DC,4421,0,423,Delayed
40421,2024-07-18,2024-08-10,Gamma Logistics,Chicago DC,349,349,266,Delivered
40422,2023-12-27,,Alpha Corp,New York DC,736,0,231,Delayed
40423,2023-12-15,,Delta Supplies,Los Angeles DC,983,0,152,In Transit
40424,2023-12-03,,Beta Mfg,Dallas DC,1950,0,434,Delayed
40425,2024-09-06,2024-09-10,Beta Mfg, unknown,4781,4781,272,Delivered
40426,2024-08-09,2024-08-15,Gamma Logistics,New York DC,538,538,338,Delivered
40427,2024-02-05,2024-03-05,Beta Mfg,New York DC,2737,2737,262,Delivered
40428,2024-11-07,, alpha corp ,Los Angeles DC,1975,0,332,Delayed
40429,2024-03-22,, alpha corp ,Los Angeles DC,955,0,304,Delayed
40430,2024-11-05,2024-11-23,Beta Mfg,Chicago DC,384,384,162,Delivered
40431,2023-01-13,, alpha corp , unknown,2997,0,406,In Transit
40432,2024-01-19,,Alpha Corp,Chicago DC,776,0,,Delayed
40433,2024-10-12,,Alpha Corp,Chicago DC,2310,0,125,Delayed
40434,2024-06-15,, alpha corp , unknown,600,0,,In Transit
40435,2023-06-20,2023-07-01, alpha corp ,Los Angeles DC,3308,3308,51,Delivered
40436,2023-01-02,2023-01-24,Delta Supplies, unknown,3386,3386,308,Delivered
40437,2023-09-08,,Beta Mfg,Chicago DC,3007,0,119,Delayed
40438,2023-02-23,,Alpha Corp,Los Angeles DC,4184,0,70,Delayed
40439,2023-04-01,2023-04-16,Delta Supplies,Los Angeles DC,367,367,392,Delivered
40440,2024-08-14,2024-08-23,Gamma Logistics,Chicago DC,3147,3147,466,Delivered
40441,2023-09-11,2023-09-22, alpha corp ,Dallas DC,2337,2337,89,Delivered
40442,2024-02-09,2024-02-15,Delta Supplies,New York DC,3744,3744,352,Delivered
40443,2023-09-14,,Delta Supplies,Dallas DC,377,0,292,Delayed
40444,2024-05-27,,Beta Mfg,New York DC,2623,0,62,Delayed
40445,2023-08-17,2023-08-24,Delta Supplies,Chicago DC,3751,3751,480,Delivered
40446,2024-09-16,2024-10-10,Gamma Logistics, unknown,2904,2904,296,Delivered
40447,2024-10-07,2024-11-04,Beta Mfg, unknown,2387,2387,91,Delivered
40448,2024-05-22,2024-06-13,Alpha Corp,Los Angeles DC,3140,3140,382,Delivered
40449,2023-07-10,,Delta Supplies,Chicago DC,2304,0,208,Delayed
40450,2024-07-05,,Beta Mfg,New York DC,859,0,24,In Transit
40451,2024-01-18,, alpha corp ,Chicago DC,236,0,44,Delayed
40452,2023-01-02,2023-01-20,Alpha Corp,Chicago DC,2329,2329,358,Delivered
40453,2023-10-31,,Gamma Logistics, unknown,2776,0,419,In Transit
40454,2023-02-10,, alpha corp ,Chicago DC,3429,0,88,In Transit
40455,2024-05-21,,Gamma Logistics,Dallas DC,3353,0,,In Transit
40456,2024-05-06,2024-05-31,Delta Supplies,Dallas DC,1422,1422,302,Delivered
40457,2023-11-12,,Beta Mfg,New York DC,3616,0,29,In Transit
40458,2024-04-18,2024-05-05, alpha corp ,Dallas DC,2724,2724,344,Delivered
40459,2024-08-11,,Gamma Logistics, unknown,3826,0,239,Delayed
40460,2023-11-08,, alpha corp ,Dallas DC,703,0,174,Delayed
40461,2023-07-16,,Delta Supplies,Chicago DC,269,0,67,Delayed
40462,2024-07-24,2024-08-21,Alpha Corp,Dallas DC,189,189,496,Delivered
40463,2024-07-30,,Alpha Corp,New York DC,2203,0,81,In Transit
40464,2024-06-01,,Beta Mfg, unknown,3192,0,211,In Transit
40465,2023-08-24,,Beta Mfg,Los Angeles DC,2214,0,248,Delayed
40466,2024-11-20,2024-11-26,Gamma Logistics,Chicago DC,227,227,395,Delivered
40467,2024-10-30,, alpha corp ,Chicago DC,4552,0,276,In Transit
40468,2024-11-06,, alpha corp ,New York DC,3632,0,333,Delayed
40469,2024-06-29,2024-07-19, alpha corp ,Chicago DC,1803,1803,409,Delivered
40470,2023-12-21,,Gamma Logistics, unknown,2267,0,169,In Transit
40471,2024-07-15,, alpha corp , unknown,233,0,184,In Transit
40472,2024-11-09,2024-11-19,Alpha Corp,Dallas DC,1943,1943,351,Delivered
40473,2023-08-16,2023-09-10,Gamma Logistics,Dallas DC,3155,3155,469,Delivered
40474,2023-04-08,2023-04-28,Gamma Logistics, unknown,445,445,323,Delivered
40475,2023-08-21,2023-09-14, alpha corp ,Dallas DC,222,222,,Delivered
40476,2024-01-25,,Delta Supplies,Los Angeles DC,1197,0,407,Delayed
40477,2023-12-26,2023-12-28,Alpha Corp,Dallas DC,3920,3920,17,Delivered
40478,2024-09-13,, alpha corp ,Los Angeles DC,131,0,449,Delayed
40479,2024-05-30,,Gamma Logistics, unknown,2969,0,87,Delayed
40480,2023-09-10,2023-10-03,Beta Mfg,New York DC,1405,1405,94,Delivered
40481,2023-04-04,, alpha corp ,Chicago DC,180,0,199,Delayed
40482,2024-07-08,, alpha corp ,Dallas DC,771,0,268,Delayed
40483,2023-12-08,2023-12-17, alpha corp ,Dallas DC,2865,2865,48,Delivered
40484,2023-09-06,,Delta Supplies,Los Angeles DC,2986,0,148,Delayed
40485,2024-08-01,,Delta Supplies,Dallas DC,603,0,492,In Transit
40486,2023-05-20,,Gamma Logistics,Los Angeles DC,944,0,388,Delayed
40487,2023-10-19,,Beta Mfg, unknown,3542,0,137,Delayed
40488,2024-09-02,,Beta Mfg,Dallas DC,369,0,246,Delayed
40489,2024-10-15,2024-11-11,Delta Supplies,Chicago DC,2595,2595,48,Delivered
40490,2024-08-31,,Gamma Logistics,Chicago DC,2350,0,453,In Transit
40491,2024-07-26,,Alpha Corp,Los Angeles DC,4703,0,240,In Transit
40492,2023-06-25,2023-06-29, alpha corp ,New York DC,4770,4770,344,Delivered
40493,2023-12-18,,Beta Mfg,Los Angeles DC,4688,0,336,Delayed
40494,2024-01-19,, alpha corp ,Los Angeles DC,4826,0,142,Delayed
40495,2024-05-13,,Alpha Corp, unknown,4001,0,445,Delayed
40496,2024-08-09,2024-08-24,Beta Mfg,Chicago DC,899,899,56,Delivered
40497,2024-03-07,,Beta Mfg,New York DC,111,0,157,In Transit
40498,2023-05-29,,Beta Mfg,New York DC,3815,0,371,In Transit
40499,2024-02-24,,Gamma Logistics, unknown,1618,0,490,Delayed
40500,2023-11-30,2023-12-24,Beta Mfg,Dallas DC,3355,3355,223,Delivered
40501,2023-12-02,,Alpha Corp,Chicago DC,3631,0,279,Delayed
40502,2024-08-27,,Alpha Corp,Chicago DC,3804,0,356,Delayed
40503,2023-11-22,, alpha corp ,New York DC,4326,0,381,In Transit
40504,2023-12-17,,Alpha Corp,New York DC,784,0,18,Delayed
40505,2023-03-16,,Beta Mfg,Los Angeles DC,3903,0,257,In Transit
40506,2023-06-23,,Beta Mfg, unknown,346,0,362,Delayed
40507,2023-12-11,2023-12-22, alpha corp ,New York DC,3872,3872,161,Delivered
40508,2023-08-15,, alpha corp ,Dallas DC,4897,0,499,In Transit
40509,2024-10-23,,Gamma Logistics,Chicago DC,3813,0,430,In Transit
40510,2024-01-31,, alpha corp ,Los Angeles DC,1162,0,346,Delayed
40511,2024-06-29,2024-07-03, alpha corp ,New York DC,139,139,381,Delivered
40512,2023-09-08,,Alpha Corp,Dallas DC,4963,0,230,Delayed
40513,2024-10-02,,Delta Supplies,Los Angeles DC,4315,0,157,Delayed
40514,2023-08-22,,Beta Mfg,Dallas DC,2359,0,132,Delayed
40515,2024-04-23,2024-05-12,Alpha Corp,Dallas DC,2771,2771,266,Delivered
40516,2024-05-19,2024-06-16,Beta Mfg,New York DC,957,957,51,Delivered
40517,2023-03-22,2023-04-05, alpha corp ,Los Angeles DC,4840,4840,244,Delivered
40518,2024-05-08,,Delta Supplies,Los Angeles DC,3167,0,259,In Transit
40519,2024-04-16,, alpha corp ,New York DC,2292,0,167,In Transit
40520,2023-10-02,,Delta Supplies,Chicago DC,3400,0,53,Delayed
40521,2023-01-09,,Beta Mfg,Chicago DC,1795,0,191,Delayed
40522,2023-10-09,,Alpha Corp, unknown,426,0,418,Delayed
40523,2024-07-23,,Gamma Logistics,Los Angeles DC,3421,0,210,In Transit
40524,2023-09-15,,Delta Supplies,Chicago DC,3992,0,214,In Transit
40525,2024-01-29,,Gamma Logistics,New York DC,2007,0,476,Delayed
40526,2023-08-07,2023-08-16, alpha corp ,Dallas DC,782,782,406,Delivered
40527,2024-04-07,,Beta Mfg,Chicago DC,2929,0,70,In Transit
40528,2023-02-25,, alpha corp ,Dallas DC,3260,0,308,Delayed
40529,2023-02-05,,Gamma Logistics, unknown,4215,0,355,In Transit
40530,2023-02-26,2023-03-13,Delta Supplies, unknown,2559,2559,180,Delivered
40531,2024-09-13,,Beta Mfg,Chicago DC,4636,0,143,In Transit
40532,2024-09-13,2024-10-04,Beta Mfg,Chicago DC,4689,4689,64,Delivered
40533,2024-05-07,, alpha corp ,Dallas DC,1020,0,76,Delayed
40534,2023-03-15,,Beta Mfg,Chicago DC,3064,0,152,Delayed
40535,2023-09-04,, alpha corp ,Dallas DC,3978,0,310,In Transit
40536,2023-03-07,2023-03-24,Alpha Corp,Dallas DC,413,359,474,Delivered
40537,2024-11-08,,Delta Supplies,New York DC,4554,0,383,Delayed
40538,2023-09-03,,Delta Supplies,Dallas DC,715,0,179,In Transit
40539,2024-05-06,2024-05-16,Gamma Logistics,Los Angeles DC,1848,1848,459,Delivered
40540,2024-11-03,,Delta Supplies, unknown,2473,0,70,Delayed
40541,2023-01-21,2023-01-25,Gamma Logistics,Chicago DC,3702,3702,145,Delivered
40542,2023-01-28,2023-02-26,Alpha Corp,New York DC,4096,4096,348,Delivered
40543,2024-01-14,2024-01-16,Gamma Logistics, unknown,1033,1033,34,Delivered
40544,2023-06-11,,Alpha Corp,New York DC,765,0,121,Delayed
40545,2024-06-20,2024-07-05, alpha corp ,Dallas DC,4189,4189,483,Delivered
40546,2023-08-11,,Alpha Corp,Los Angeles DC,3446,0,169,Delayed
40547,2023-04-05,,Delta Supplies, unknown,1293,0,359,In Transit
40548,2024-05-05,,Beta Mfg,Dallas DC,4364,0,53,In Transit
40549,2023-06-02,, alpha corp , unknown,338,0,371,In Transit
40550,2024-03-01,,Beta Mfg,Dallas DC,4309,0,340,Delayed
40551,2024-03-28,, alpha corp ,New York DC,4530,0,277,In Transit
40552,2023-03-03,,Alpha Corp,Chicago DC,363,0,269,In Transit
40553,2024-08-03,,Alpha Corp,Los Angeles DC,4396,0,148,In Transit
40554,2023-03-26,,Beta Mfg,Chicago DC,2978,0,185,In Transit
40555,2023-09-09,,Beta Mfg,Dallas DC,288,0,252,In Transit
40556,2023-11-07,,Gamma Logistics, unknown,2757,0,211,Delayed
40557,2024-07-01,,Beta Mfg, unknown,1128,0,157,Delayed
40558,2023-06-06,,Beta Mfg,Los Angeles DC,2021,0,388,Delayed
40559,2023-12-09,2023-12-31,Delta Supplies, unknown,1024,1024,461,Delivered
40560,2023-02-09,,Alpha Corp,New York DC,1989,0,321,Delayed
40561,2024-04-06,,Beta Mfg, unknown,1759,0,15,Delayed
40562,2024-03-23,,Beta Mfg,New York DC,768,0,453,Delayed
40563,2023-10-09,,Delta Supplies,Dallas DC,4774,0,,In Transit
40564,2024-03-30,,Beta Mfg, unknown,4311,0,215,In Transit
40565,2024-11-16,,Alpha Corp,Los Angeles DC,2978,0,24,In Transit
40566,2024-03-29,2024-04-26,Gamma Logistics, unknown,2439,2097,75,Delivered
40567,2024-02-19,,Alpha Corp,Chicago DC,1907,0,163,In Transit
40568,2023-10-30,2023-11-16,Delta Supplies,Los Angeles DC,4904,4904,244,Delivered
40569,2024-06-13,,Delta Supplies,Los Angeles DC,1831,0,279,Delayed
40570,2024-03-27,,Delta Supplies,New York DC,1773,0,243,Delayed
40571,2024-05-05,2024-05-31,Delta Supplies,Los Angeles DC,4068,4068,109,Delivered
40572,2024-08-26,, alpha corp , unknown,3580,0,343,Delayed
40573,2024-03-24,,Beta Mfg,Dallas DC,1460,0,331,Delayed
40574,2023-11-12,2023-11-20,Beta Mfg,New York DC,4555,4555,204,Delivered
40575,2024-10-30,2024-11-22, alpha corp ,Dallas DC,3821,3821,321,Delivered
40576,2024-01-23,,Alpha Corp,Los Angeles DC,2016,0,367,Delayed
40577,2024-11-06,,Alpha Corp,Chicago DC,3202,0,299,Delayed
40578,2023-01-31,, alpha corp ,Dallas DC,3858,0,354,Delayed
40579,2023-07-31,,Beta Mfg,Chicago DC,135,0,443,Delayed
40580,2023-09-24,, alpha corp ,New York DC,453,0,87,In Transit
40581,2024-03-01,,Beta Mfg,Dallas DC,1633,0,487,Delayed
40582,2024-07-23,,Delta Supplies,Dallas DC,1882,0,194,In Transit
40583,2023-08-17,, alpha corp ,Chicago DC,4673,0,387,Delayed
40584,2024-04-22,, alpha corp ,Dallas DC,4238,0,46,In Transit
40585,2023-05-06,,Gamma Logistics,Los Angeles DC,2217,0,418,In Transit
40586,2024-02-08,,Alpha Corp,New York DC,3669,0,15,In Transit
40587,2024-02-28,,Delta Supplies,Chicago DC,2588,0,263,In Transit
40588,2024-10-05,2024-11-01,Gamma Logistics,Chicago DC,2005,2005,265,Delivered
40589,2024-01-18,,Gamma Logistics, unknown,3210,0,183,In Transit
40590,2024-08-27,2024-09-12, alpha corp ,Chicago DC,3771,3771,272,Delivered
40591,2024-06-14,2024-06-25,Delta Supplies,New York DC,1577,1577,282,Delivered
40592,2023-07-01,, alpha corp ,Dallas DC,311,0,186,In Transit
40593,2023-02-09,,Alpha Corp,Chicago DC,4160,0,329,Delayed
40594,2023-06-25,,Beta Mfg,Dallas DC,4821,0,196,Delayed
40595,2024-11-02,,Alpha Corp, unknown,3191,0,356,Delayed
40596,2023-10-03,2023-10-15,Delta Supplies, unknown,1783,1783,233,Delivered
40597,2023-11-05,, alpha corp ,New York DC,3496,0,442,In Transit
40598,2024-01-21,,Beta Mfg,New York DC,4144,0,445,Delayed
40599,2023-01-21,2023-02-13,Beta Mfg,New York DC,1575,1575,249,Delivered
40600,2024-04-02,,Delta Supplies,Dallas DC,3596,0,428,In Transit
40601,2024-07-27,,Gamma Logistics,Dallas DC,1011,0,413,In Transit
40602,2024-06-10,2024-06-26,Delta Supplies,New York DC,2057,2057,,Delivered
40603,2023-12-19,, alpha corp ,Dallas DC,918,0,307,Delayed
40604,2024-01-27,,Alpha Corp, unknown,2696,0,,In Transit
40605,2023-11-12,,Beta Mfg,Dallas DC,1505,0,,Delayed
40606,2023-11-11,,Gamma Logistics,Los Angeles DC,2175,0,309,In Transit
40607,2024-09-07,,Beta Mfg, unknown,4293,0,322,Delayed
40608,2023-11-16,2023-11-24, alpha corp ,New York DC,1137,1137,210,Delivered
40609,2023-08-31,,Beta Mfg,Dallas DC,3165,0,375,In Transit
40610,2024-04-11,,Beta Mfg,Los Angeles DC,371,0,247,Delayed
40611,2023-04-27,,Delta Supplies, unknown,3429,0,,Delayed
40612,2024-02-16,,Delta Supplies,Los Angeles DC,4973,0,174,Delayed
40613,2024-02-06,,Alpha Corp,New York DC,290,0,134,Delayed
40614,2023-08-28,,Delta Supplies,New York DC,755,0,335,In Transit
40615,2024-03-31,2024-04-27,Gamma Logistics,Dallas DC,4858,4858,291,Delivered
40616,2024-01-24,2024-02-07,Gamma Logistics,Dallas DC,3815,3815,357,Delivered
40617,2023-10-15,2023-10-17,Alpha Corp,New York DC,1756,1756,123,Delivered
40618,2024-07-30,2024-08-27,Alpha Corp, unknown,2773,2606,100,Delivered
40619,2024-06-22,,Alpha Corp, unknown,4991,0,431,Delayed
40620,2023-06-14,2023-06-24,Beta Mfg,New York DC,3851,3851,484,Delivered
40621,2024-01-31,2024-02-20,Alpha Corp,Chicago DC,2261,2125,61,Delivered
40622,2023-06-22,,Beta Mfg,New York DC,2330,0,412,Delayed
40623,2024-06-24,, alpha corp ,Dallas DC,2183,0,56,In Transit
40624,2024-08-28,2024-09-17, alpha corp ,Dallas DC,3097,3004,148,Delivered
40625,2023-11-02,2023-11-11,Gamma Logistics,Chicago DC,1299,1299,164,Delivered
40626,2024-01-07,2024-01-16,Delta Supplies,New York DC,2789,2789,192,Delivered
40627,2023-09-24,2023-10-04,Beta Mfg,Los Angeles DC,471,471,242,Delivered
40628,2024-01-22,,Alpha Corp,New York DC,3037,0,20,In Transit
40629,2023-08-05,, alpha corp ,Los Angeles DC,2684,0,135,In Transit
40630,2023-03-29,, alpha corp ,Chicago DC,3510,0,374,Delayed
40631,2024-02-24,,Beta Mfg,Dallas DC,1409,0,461,In Transit
40632,2023-07-27,,Gamma Logistics,Los Angeles DC,3876,0,166,Delayed
40633,2023-07-12,2023-08-03,Gamma Logistics, unknown,828,695,,Delivered
40634,2024-09-07,2024-09-22,Alpha Corp,New York DC,1492,1492,299,Delivered
40635,2023-05-13,, alpha corp ,Dallas DC,188,0,172,In Transit
40636,2024-03-29,2024-04-26,Alpha Corp,Los Angeles DC,3119,3119,300,Delivered
40637,2023-08-21,,Gamma Logistics,Dallas DC,3581,0,467,In Transit
40638,2023-10-24,2023-10-26,Delta Supplies,Dallas DC,4439,4439,499,Delivered
40639,2023-04-18,,Alpha Corp,New York DC,2869,0,89,Delayed
40640,2024-04-22,2024-05-05,Alpha Corp,Los Angeles DC,1859,1859,69,Delivered
40641,2023-11-07,,Beta Mfg, unknown,4138,0,,Delayed
40642,2023-06-28,,Alpha Corp,Los Angeles DC,1938,0,102,Delayed
40643,2023-07-05,,Alpha Corp,Los Angeles DC,2366,0,360,In Transit
40644,2024-07-24,,Beta Mfg,New York DC,4964,0,253,In Transit
40645,2024-05-09,2024-05-23,Gamma Logistics,Dallas DC,2651,2651,48,Delivered
40646,2023-02-13,2023-02-22, alpha corp ,New York DC,4393,4393,242,Delivered
40647,2023-12-12,2024-01-09, alpha corp ,New York DC,4992,4992,208,Delivered
40648,2024-03-15,,Alpha Corp,Dallas DC,4173,0,277,In Transit
40649,2024-01-19,,Gamma Logistics,Dallas DC,4286,0,123,In Transit
40650,2023-05-11,, alpha corp ,Los Angeles DC,1827,0,350,In Transit
40651,2023-03-17,2023-03-24,Alpha Corp,Dallas DC,2547,2547,244,Delivered
40652,2023-05-01,,Beta Mfg,New York DC,4086,0,37,In Transit
40653,2024-05-22,2024-06-10,Alpha Corp,Chicago DC,1707,1707,41,Delivered
40654,2023-07-02,2023-07-23,Alpha Corp, unknown,3527,3209,231,Delivered
40655,2023-01-11,2023-01-14,Alpha Corp,Los Angeles DC,4449,4449,22,Delivered
40656,2023-02-16,,Delta Supplies,Dallas DC,736,0,334,Delayed
40657,2023-07-29,,Delta Supplies,Los Angeles DC,4756,0,199,In Transit
40658,2023-07-02,2023-07-07,Beta Mfg,Chicago DC,1045,1045,383,Delivered
40659,2023-03-27,2023-04-16,Beta Mfg,New York DC,2028,2028,420,Delivered
40660,2023-04-03,2023-04-27,Alpha Corp, unknown,3060,3060,315,Delivered
40661,2024-06-07,,Delta Supplies,Los Angeles DC,2892,0,318,Delayed
40662,2023-02-20,2023-03-04,Alpha Corp,Los Angeles DC,4390,4390,159,Delivered
40663,2024-01-10,,Delta Supplies,New York DC,981,0,265,In Transit
40664,2024-01-07,2024-01-26,Beta Mfg, unknown,3203,3203,246,Delivered
40665,2024-02-03,,Delta Supplies,Los Angeles DC,404,0,143,Delayed
40666,2023-10-16,,Delta Supplies,Los Angeles DC,1960,0,312,Delayed
40667,2024-10-14,,Delta Supplies,Dallas DC,441,0,228,Delayed
40668,2023-04-15,, alpha corp ,Los Angeles DC,4072,0,259,Delayed
40669,2023-09-19,, alpha corp , unknown,4087,0,379,In Transit
40670,2023-12-18,2024-01-07, alpha corp ,Los Angeles DC,1387,1387,373,Delivered
40671,2024-08-10,,Delta Supplies, unknown,4441,0,247,Delayed
40672,2024-02-16,,Gamma Logistics,New York DC,2157,0,378,Delayed
40673,2023-07-25,,Beta Mfg,Dallas DC,289,0,455,Delayed
40674,2023-06-06,2023-06-18,Gamma Logistics, unknown,2201,2201,203,Delivered
40675,2023-12-21,2024-01-17,Alpha Corp,Chicago DC,1988,1988,280,Delivered
40676,2024-09-13,, alpha corp ,Los Angeles DC,3912,0,11,Delayed
40677,2024-06-09,2024-06-28, alpha corp ,New York DC,2552,2552,418,Delivered
40678,2024-03-07,,Alpha Corp,New York DC,2340,0,351,Delayed
40679,2023-05-16,,Delta Supplies,Chicago DC,158,0,335,Delayed
40680,2023-09-03,2023-09-14,Beta Mfg,Los Angeles DC,839,713,396,Delivered
40681,2023-05-15,2023-06-01,Delta Supplies, unknown,1931,1931,206,Delivered
40682,2024-05-31,,Delta Supplies,Dallas DC,3389,0,210,Delayed
40683,2023-08-01,2023-08-05,Alpha Corp,New York DC,1530,1530,38,Delivered
40684,2024-04-12,,Beta Mfg, unknown,4062,0,43,In Transit
40685,2023-09-24,,Alpha Corp,Dallas DC,3713,0,137,Delayed
40686,2023-11-12,, alpha corp ,Los Angeles DC,4631,0,499,In Transit
40687,2023-12-21,,Gamma Logistics,Dallas DC,3636,0,131,Delayed
40688,2024-01-13,,Gamma Logistics,Los Angeles DC,4516,0,320,In Transit
40689,2023-01-12,,Delta Supplies, unknown,3382,0,246,Delayed
40690,2024-04-06,, alpha corp ,Dallas DC,315,0,114,In Transit
40691,2023-06-28,2023-07-04, alpha corp ,Chicago DC,389,389,377,Delivered
40692,2024-01-04,2024-01-16,Alpha Corp, unknown,4222,4222,102,Delivered
40693,2024-03-14,2024-03-23,Alpha Corp,Chicago DC,2038,2038,263,Delivered
40694,2024-08-16,,Gamma Logistics,New York DC,3420,0,26,In Transit
40695,2023-07-18,,Gamma Logistics, unknown,4227,0,265,In Transit
40696,2023-07-06,,Gamma Logistics,Los Angeles DC,4263,0,199,Delayed
40697,2023-01-29,,Delta Supplies,Chicago DC,2148,0,59,In Transit
40698,2024-10-17,,Gamma Logistics,Dallas DC,2753,0,464,Delayed
40699,2023-05-16,,Alpha Corp,New York DC,3949,0,297,In Transit
40700,2023-01-23,,Gamma Logistics,Dallas DC,606,0,287,Delayed
40701,2024-07-23,,Alpha Corp, unknown,736,0,319,In Transit
40702,2024-10-23,2024-11-03,Delta Supplies, unknown,4674,4674,10,Delivered
40703,2023-12-30,2024-01-11,Beta Mfg,Chicago DC,459,459,142,Delivered
40704,2024-07-14,2024-07-24, alpha corp ,New York DC,3423,3423,271,Delivered
40705,2023-03-27,,Gamma Logistics,Dallas DC,2117,0,155,In Transit
