TicketID,DateOpened,DateClosed,Category,Priority,AgentName,ResolutionTimeHrs,CSAT_Score
80419,2024-03-17,2024-03-18,Account,Low,Mike T.,36,2
80420,2024-06-02,2024-06-02,Technical,Urgent,David W.,13,2
80421,2024-02-25,2024-02-26,BILLING,Medium,Jessica L.,34,1
80422,2024-03-25,2024-03-29, technical ,Medium,Jessica L.,116,3
80423,2024-02-13,2024-02-14,Billing,Urgent,Mike T.,29,
80424,2024-06-12,2024-06-15,Account,High,Jessica L.,-79,5
80425,2024-11-12,2024-11-13,General,Low,Mike T.,30,
80426,2024-04-27,2024-04-30,Account,High,David W.,88,1
80427,2024-12-16,2024-12-20,Billing,High,Mike T.,115,1
80428,2024-11-27,,Billing,Urgent,Mike T.,,
80429,2024-10-27,2024-10-31,BILLING,High,David W.,111,5
80430,2024-11-13,2024-11-16,BILLING,Low,Tom B.,93,1
80431,2024-10-22,2024-10-23,Technical,High,Tom B.,29,4
80432,2024-06-14,2024-06-14,BILLING,Urgent,Jessica L.,21,1
80433,2024-07-10,2024-07-14, technical ,Low,Tom B.,118,
80434,2024-08-12,2024-08-16, technical ,Low,Sarah K.,98,3
80435,2024-11-27,2024-11-29,General,High,David W.,64,1
80436,2024-07-16,2024-07-17,General,Urgent,Sarah K.,32,1
80437,2024-07-13,2024-07-13, technical ,Urgent,Mike T.,21,5
80438,2024-03-25,2024-03-28,Account,Medium,David W.,86,1
80439,2024-10-29,2024-10-30,Account,High,Jessica L.,39,5
80440,2024-07-27,2024-07-28, technical ,Urgent,Jessica L.,29,3
80441,2024-01-01,,Technical,High,Sarah K.,,
80442,2024-03-13,2024-03-15,Technical,High,Sarah K.,63,1
80443,2024-01-08,2024-01-12,BILLING,Low,Jessica L.,115,
80444,2024-08-26,2024-08-29, technical ,High,Jessica L.,86,2
80445,2024-10-09,2024-10-10,Billing,Medium,Sarah K.,45,4
80446,2024-03-22,2024-03-23, technical ,Low,Sarah K.,45,4
80447,2024-08-26,2024-08-28,Billing,High,Mike T.,64,4
80448,2024-09-24,2024-09-26,General,High,Tom B.,57,
80449,2024-04-10,,BILLING,Medium,Tom B.,,
80450,2024-08-26,2024-08-26,Account,Low,Sarah K.,1,4
80451,2024-06-18,2024-06-22,General,High,Tom B.,117,
80452,2024-03-27,,General,Low,Sarah K.,,
80453,2024-12-18,2024-12-18,General,High,Jessica L.,23,1
80454,2024-03-02,,Billing,Low,Tom B.,,
80455,2024-09-16,2024-09-20,Account,High,Mike T.,114,3
80456,2024-08-28,2024-08-30,BILLING,Low,Mike T.,66,3
80457,2024-12-18,2024-12-19,Billing,Urgent,Jessica L.,28,5
80458,2024-12-17,2024-12-21, technical ,High,David W.,96,2
80459,2024-09-11,2024-09-13, technical ,Medium,Tom B.,67,1
80460,2024-01-29,2024-02-02, technical ,High,Tom B.,106,3
80461,2024-04-08,2024-04-08,Technical,Urgent,Tom B.,9,1
80462,2024-05-17,2024-05-21, technical ,Low,Sarah K.,118,4
80463,2024-05-21,2024-05-22,BILLING,Medium,Tom B.,28,1
80464,2024-08-24,2024-08-27,Technical,Low,David W.,86,4
80465,2024-10-11,,Account,High,Jessica L.,,
80466,2024-07-30,,BILLING,Urgent,Mike T.,,
80467,2024-02-27,2024-03-01,Billing,Low,Sarah K.,86,4
80468,2024-10-13,2024-10-15,Account,High,Jessica L.,56,2
80469,2024-05-03,2024-05-05,Technical,Medium,David W.,65,1
80470,2024-10-10,2024-10-14,Technical,Medium,Tom B.,100,4
80471,2024-02-13,2024-02-13, technical ,Low,Jessica L.,2,2
80472,2024-09-08,2024-09-12,BILLING,Low,David W.,115,4
80473,2024-06-20,2024-06-20,Billing,Urgent,Mike T.,19,1
80474,2024-10-23,2024-10-23,General,Urgent,Sarah K.,11,1
80475,2024-09-28,2024-09-29,Technical,High,Sarah K.,25,1
80476,06/12/2024,,Technical,Low,Sarah K.,,
80477,2024-12-18,,Technical,High,Jessica L.,,
80478,02/28/2024,2024-02-29,BILLING,Low,Sarah K.,28,2
80479,2024-11-09,2024-11-09,Account,Medium,Jessica L.,17,
80480,2024-06-19,2024-06-22,Account,High,Jessica L.,74,3
80481,2024-12-17,2024-12-21,Technical,Medium,David W.,116,
80482,2024-07-01,2024-07-03,Billing,Medium,Sarah K.,67,3
80483,2024-01-14,2024-01-15, technical ,Low,David W.,43,3
80484,2024-11-15,2024-11-19,Billing,Medium,Tom B.,107,
80485,2024-11-23,2024-11-24,Technical,Medium,Sarah K.,42,5
80486,2024-06-30,2024-07-03,Technical,Medium,David W.,77,1
80487,2024-04-28,,BILLING,High,Tom B.,,
80488,2024-07-23,2024-07-25,Technical,Low,Tom B.,53,5
80489,2024-05-10,2024-05-10,Billing,High,Jessica L.,8,5
80490,09/05/2024,,Technical,High,Mike T.,,
80491,2024-06-08,2024-06-11,Billing,High,David W.,78,2
80492,2024-12-21,2024-12-21,Account,Urgent,Jessica L.,12,5
80493,2024-07-14,2024-07-18, technical ,High,Jessica L.,104,2
80494,2024-09-02,2024-09-05, technical ,High,Sarah K.,91,2
80495,2024-09-18,2024-09-20,Technical,Low,Mike T.,53,
80496,2024-08-10,2024-08-13,BILLING,High,Mike T.,92,3
80497,2024-11-12,2024-11-12, technical ,Low,Mike T.,7,5
80498,2024-04-05,2024-04-05,Billing,Low,Sarah K.,19,4
80499,2024-05-09,,Technical,Urgent,Jessica L.,,
80500,2024-02-09,2024-02-09,Technical,Medium,Jessica L.,18,2
80501,2024-01-20,2024-01-20,Technical,High,Jessica L.,16,3
80502,2024-11-28,,Technical,Medium,David W.,,
80503,2024-04-10,2024-04-10,BILLING,Urgent,David W.,16,4
80504,2024-06-07,2024-06-07,Technical,Urgent,Jessica L.,15,
80505,2024-07-13,2024-07-15, technical ,Low,Mike T.,52,1
80506,2024-12-13,2024-12-14,Account,Low,Tom B.,44,5
80507,2024-02-15,2024-02-18,BILLING,High,Jessica L.,94,5
80508,2024-09-27,2024-09-29,Account,Low,David W.,-65,4
80509,2024-02-29,2024-03-02,Technical,High,David W.,66,1
80510,2024-08-12,2024-08-12, technical ,Urgent,Tom B.,23,1
80511,2024-05-10,2024-05-10, technical ,Medium,Mike T.,8,3
80512,02/13/2024,2024-02-13,Account,High,Sarah K.,8,
80513,08/08/2024,2024-08-08,BILLING,Urgent,David W.,5,
80514,2024-10-01,2024-10-02,Account,Urgent,Jessica L.,28,5
80515,2024-02-17,2024-02-20,Technical,Medium,Mike T.,72,2
80516,2024-11-17,2024-11-18,Billing,Low,Tom B.,38,5
80517,2024-12-24,2024-12-24,Account,Urgent,Jessica L.,2,3
80518,2024-10-30,2024-11-03,BILLING,High,Sarah K.,101,3
80519,2024-11-14,, technical ,Low,Tom B.,,
80520,2024-03-15,2024-03-15,Account,Medium,Mike T.,6,3
80521,2024-06-02,2024-06-02,Technical,Urgent,Tom B.,11,1
80522,2024-08-04,2024-08-05,Billing,High,Tom B.,38,2
80523,2024-03-10,2024-03-12,Account,Low,David W.,63,1
80524,2024-09-01,2024-09-04, technical ,Medium,Mike T.,81,
80525,2024-04-05,2024-04-05,BILLING,High,Mike T.,8,4
80526,2024-03-25,2024-03-27,Account,Medium,Mike T.,57,1
80527,2024-09-12,2024-09-15,General,Low,Tom B.,72,4
80528,2024-11-12,,Technical,High,Jessica L.,,
80529,2024-10-11,2024-10-14,Account,High,Tom B.,76,4
80530,2024-06-29,2024-07-01,BILLING,Medium,Mike T.,52,5
80531,2024-11-18,2024-11-20, technical ,High,Sarah K.,57,1
80532,2024-11-13,2024-11-15,Billing,Medium,Jessica L.,58,3
80533,2024-11-23,2024-11-25,Technical,Low,Tom B.,54,5
80534,2024-06-06,,Billing,High,Sarah K.,,
80535,2024-09-05,,Account,High,David W.,,
80536,09/17/2024,2024-09-21,Billing,Medium,Jessica L.,98,
80537,2024-09-03,2024-09-04,Account,Urgent,Jessica L.,24,1
80538,2024-04-20,2024-04-22,Account,High,David W.,65,3
80539,2024-05-05,2024-05-09,Technical,Low,Mike T.,103,1
80540,2024-02-26,2024-02-29,General,Low,Tom B.,79,1
80541,2024-04-28,2024-04-30,Billing,Low,Jessica L.,61,3
80542,2024-03-20,2024-03-21,Technical,Medium,David W.,38,2
80543,2024-05-03,2024-05-03, technical ,Urgent,Tom B.,4,2
80544,2024-11-30,2024-12-01,General,Urgent,Sarah K.,34,1
80545,2024-04-03,,Technical,Low,David W.,,
80546,2024-02-27,,General,Medium,Mike T.,,
80547,2024-08-18,,General,Medium,Mike T.,,
80548,2024-05-04,2024-05-04,Technical,Low,Jessica L.,10,2
80549,2024-02-27,2024-03-01,General,High,David W.,90,2
80550,2024-05-24,2024-05-28,Technical,Medium,David W.,101,2
80551,2024-02-01,,BILLING,Urgent,Tom B.,,
80552,2024-01-22,2024-01-22,Account,High,Tom B.,2,2
80553,2024-05-07,2024-05-11,General,Low,Sarah K.,106,3
80554,2024-11-23,2024-11-25,BILLING,Medium,Sarah K.,62,5
80555,2024-10-25,2024-10-25,General,Urgent,David W.,17,4
80556,2024-08-12,2024-08-12, technical ,Urgent,Mike T.,10,
80557,2024-08-07,,Technical,Low,Sarah K.,,
80558,2024-11-27,2024-12-01,Technical,High,Jessica L.,105,1
80559,2024-11-23,2024-11-23,General,Urgent,Jessica L.,1,1
80560,2024-01-07,2024-01-11, technical ,Medium,Sarah K.,97,1
80561,2024-06-01,2024-06-01,Billing,High,Sarah K.,13,5
80562,2024-10-17,2024-10-17,General,Urgent,Mike T.,17,1
80563,2024-02-28,2024-03-02,Technical,High,Tom B.,86,5
80564,2024-04-18,2024-04-19,General,Low,Tom B.,29,1
80565,2024-10-17,2024-10-17,Billing,Urgent,Sarah K.,12,5
80566,2024-04-13,2024-04-14,Technical,Low,Mike T.,27,3
80567,2024-04-21,2024-04-25,Account,Low,Tom B.,-105,3
80568,2024-11-04,2024-11-04,Technical,Medium,David W.,7,2
80569,2024-03-06,2024-03-07, technical ,Urgent,David W.,27,2
80570,2024-10-05,2024-10-07,Account,Medium,Mike T.,64,
80571,2024-04-01,2024-04-04,BILLING,Low,Tom B.,93,5
80572,2024-02-20,2024-02-21,Billing,Low,Mike T.,42,4
80573,2024-03-08,2024-03-11, technical ,Low,Mike T.,90,1
80574,2024-05-30,2024-05-31,Account,Medium,Mike T.,25,4
80575,2024-06-24,2024-06-27,General,Medium,Jessica L.,77,
80576,2024-02-04,2024-02-04,Account,Urgent,Tom B.,22,4
80577,2024-08-25,2024-08-25,Billing,Urgent,Tom B.,3,4
80578,2024-05-02,2024-05-04,BILLING,High,David W.,54,2
80579,2024-09-10,2024-09-10,Billing,Urgent,Tom B.,18,2
80580,2024-01-16,2024-01-17, technical ,High,Sarah K.,36,5
80581,2024-11-06,2024-11-06,General,Urgent,Jessica L.,13,4
80582,2024-07-24,2024-07-28,Technical,Medium,David W.,102,1
80583,2024-06-30,,Account,Urgent,Sarah K.,,
80584,2024-02-17,2024-02-21,Technical,High,Sarah K.,99,4
80585,2024-02-05,2024-02-05,General,Medium,Jessica L.,6,1
80586,2024-07-06,2024-07-10,Technical,Low,Jessica L.,108,1
80587,2024-08-21,2024-08-22,General,Medium,Tom B.,26,5
80588,2024-03-12,2024-03-15,Billing,High,Sarah K.,78,5
80589,2024-08-24,2024-08-28, technical ,Low,David W.,102,
80590,2024-09-03,2024-09-03,Technical,Medium,David W.,17,1
80591,2024-12-27,2024-12-31, technical ,Medium,Tom B.,117,4
80592,2024-06-25,2024-06-29,Account,Low,Mike T.,102,3
80593,2024-12-11,2024-12-12, technical ,Low,Mike T.,27,4
80594,2024-10-23,,Account,Low,Mike T.,,
80595,2024-06-13,,Account,High,Jessica L.,,
80596,2024-10-14,,General,Low,Mike T.,,
80597,2024-05-14,2024-05-14,Account,High,Sarah K.,18,1
80598,2024-08-05,2024-08-08,Technical,Low,Sarah K.,85,4
80599,2024-10-04,,Account,Medium,Mike T.,,
80600,2024-04-29,,General,Low,David W.,,
80601,2024-06-10,2024-06-12,Billing,High,Mike T.,65,3
80602,2024-01-17,2024-01-20, technical ,High,David W.,94,3
80603,2024-03-01,2024-03-01, technical ,Urgent,Mike T.,4,2
80604,2024-09-15,2024-09-15,Billing,Medium,Tom B.,9,4
80605,2024-07-31,2024-07-31,General,Urgent,Mike T.,-5,1
80606,2024-02-20,2024-02-21, technical ,High,Jessica L.,38,1
80607,2024-03-29,2024-04-02,Technical,High,Sarah K.,102,2
80608,2024-02-18,2024-02-22,Billing,High,Mike T.,101,5
80609,2024-10-23,2024-10-23,General,Low,Tom B.,18,2
80610,2024-08-20,2024-08-23,General,Low,Jessica L.,78,1
80611,2024-12-30,2024-12-31,Technical,Low,Tom B.,46,1
80612,2024-10-23,2024-10-23,General,Urgent,David W.,4,1
80613,2024-06-04,2024-06-06,BILLING,Medium,Tom B.,68,5
80614,2024-09-26,,Billing,Low,Mike T.,,
80615,2024-06-07,2024-06-11,General,High,Mike T.,118,4
80616,2024-07-11,, technical ,Medium,Sarah K.,,
80617,2024-02-11,2024-02-11,Billing,Urgent,Mike T.,12,4
80618,2024-03-19,2024-03-21,Account,Medium,Jessica L.,58,5
80619,2024-03-31,2024-04-03, technical ,Medium,Jessica L.,92,
80620,2024-03-24,,Billing,Medium,Tom B.,,
80621,2024-01-22,2024-01-26,Billing,Medium,Tom B.,116,2
80622,2024-08-08,2024-08-10,Technical,High,David W.,52,4
80623,2024-09-11,2024-09-12,General,Urgent,David W.,24,4
80624,2024-01-27,2024-01-30,BILLING,High,Sarah K.,89,4
80625,2024-08-07,2024-08-11,Account,Low,Tom B.,116,4
80626,2024-11-12,2024-11-16,BILLING,Medium,Mike T.,113,2
80627,2024-10-23,, technical ,Low,Jessica L.,,
80628,2024-10-02,2024-10-02, technical ,Urgent,David W.,12,5
80629,2024-07-12,2024-07-13,Account,Urgent,David W.,31,3
80630,2024-05-30,2024-06-03,Technical,Low,David W.,100,
80631,2024-05-16,, technical ,Low,Tom B.,,
80632,2024-05-29,2024-05-31,Technical,Low,David W.,59,1
80633,2024-04-23,2024-04-24, technical ,Medium,Jessica L.,32,3
80634,2024-08-06,2024-08-10,General,Medium,David W.,102,2
80635,05/19/2024,2024-05-20,Technical,Urgent,Tom B.,35,3
80636,2024-12-15,2024-12-15,Billing,Medium,Jessica L.,8,5
80637,2024-04-28,,General,Low,Mike T.,,
80638,2024-01-18,2024-01-19, technical ,Urgent,Tom B.,31,1
80639,2024-10-25,2024-10-28,General,Low,Sarah K.,72,2
80640,2024-04-06,2024-04-08,Account,Medium,Jessica L.,69,4
80641,2024-02-22,2024-02-25,BILLING,Low,Sarah K.,80,
80642,2024-10-30,2024-10-30,Account,Urgent,David W.,14,5
80643,2024-01-05,2024-01-07,BILLING,High,David W.,61,1
80644,2024-08-30,2024-08-30,Technical,Urgent,Tom B.,13,
80645,2024-05-18,2024-05-18,Billing,Medium,David W.,8,2
80646,2024-06-14,2024-06-14,General,Urgent,David W.,11,2
80647,04/18/2024,,General,High,David W.,,
80648,2024-07-30,2024-07-31,Technical,Urgent,David W.,29,3
80649,2024-08-13,,General,Medium,Tom B.,,
80650,2024-11-11,2024-11-14,BILLING,Medium,David W.,77,
80651,2024-02-17,2024-02-17,Billing,Medium,Jessica L.,18,3
80652,2024-06-27,2024-06-27,General,High,Mike T.,9,
80653,2024-02-21,2024-02-22, technical ,High,Tom B.,25,3
80654,2024-06-04,2024-06-05,General,Low,Jessica L.,30,2
80655,2024-05-08,, technical ,High,David W.,,
80656,2024-03-31,2024-04-01,Account,Low,Tom B.,30,3
80657,2024-04-05,,Account,Urgent,Jessica L.,,
80658,2024-04-19,2024-04-19,Technical,Medium,Sarah K.,3,
80659,2024-08-22,2024-08-26,General,Low,Mike T.,105,1
80660,2024-05-19,2024-05-23,Account,High,Tom B.,101,1
80661,2024-04-15,2024-04-15,General,Urgent,Mike T.,19,3
80662,2024-08-19,2024-08-19, technical ,Medium,Mike T.,18,2
80663,2024-02-21,2024-02-24,General,High,David W.,82,4
80664,2024-05-03,2024-05-03,General,High,Jessica L.,5,4
80665,2024-02-16,2024-02-19,BILLING,Low,Sarah K.,76,1
80666,2024-08-10,2024-08-13,Technical,Low,Mike T.,75,5
80667,2024-12-25,2024-12-25,Billing,Urgent,Tom B.,2,1
80668,2024-05-27,2024-05-28,Technical,Low,David W.,47,3
80669,2024-11-08,2024-11-09,Account,Urgent,David W.,36,3
80670,2024-12-12,2024-12-12,Account,Medium,Tom B.,8,5
80671,2024-06-11,2024-06-11,Account,Urgent,Mike T.,5,1
80672,2024-11-15,2024-11-17, technical ,High,Jessica L.,59,2
80673,2024-08-09,2024-08-12,BILLING,High,Mike T.,79,5
80674,2024-10-10,2024-10-11,Technical,Low,Mike T.,25,3
80675,2024-12-19,2024-12-20,BILLING,Medium,Sarah K.,38,5
80676,2024-06-16,2024-06-19,General,Medium,David W.,86,4
80677,2024-01-19,2024-01-19, technical ,Low,Sarah K.,6,3
80678,05/27/2024,2024-05-27,BILLING,Urgent,Tom B.,9,3
80679,2024-07-31,2024-07-31,Billing,Urgent,Sarah K.,20,5
80680,2024-06-09,2024-06-10,Billing,Urgent,David W.,30,5
80681,2024-11-30,2024-12-02, technical ,Medium,Tom B.,53,4
80682,2024-11-25,2024-11-29,Technical,Medium,Sarah K.,102,
80683,2024-10-03,,BILLING,Medium,Sarah K.,,
80684,2024-12-23,2024-12-24,Billing,High,Sarah K.,29,
80685,2024-11-11,2024-11-12,General,Low,Jessica L.,46,4
80686,2024-08-22,2024-08-23,General,Urgent,Tom B.,27,2
80687,2024-04-26,2024-04-26, technical ,Medium,Mike T.,11,4
80688,2024-12-22,2024-12-25,Billing,Medium,Sarah K.,85,
80689,2024-08-08,,BILLING,Low,Mike T.,,
80690,2024-03-23,2024-03-26,Technical,High,Sarah K.,91,1
80691,2024-01-26,2024-01-27,General,Urgent,David W.,32,1
80692,2024-02-24,2024-02-25,Technical,Low,Mike T.,34,1
80693,2024-09-12,2024-09-12,Technical,Low,Mike T.,6,3
80694,2024-09-12,2024-09-15,Account,Medium,David W.,81,
80695,2024-09-27,2024-09-29,BILLING,Medium,Tom B.,65,1
80696,2024-07-08,2024-07-12,Account,Medium,David W.,104,3
80697,2024-04-09,2024-04-10,Billing,Urgent,Sarah K.,31,4
80698,10/23/2024,2024-10-23,Billing,Urgent,David W.,22,5
80699,2024-07-07,2024-07-09,Billing,Medium,Sarah K.,56,1
80700,03/10/2024,2024-03-10,Account,High,David W.,5,1
80701,2024-05-07,2024-05-07,Technical,Urgent,Tom B.,18,4
80702,2024-08-13,2024-08-16,Billing,Low,Tom B.,88,4
80703,01/13/2024,2024-01-17, technical ,Low,Mike T.,96,3
80704,2024-06-26,2024-06-29,BILLING,Medium,Mike T.,81,2
80705,2024-03-27,,Account,Urgent,Tom B.,,
80706,2024-05-23,2024-05-24, technical ,Medium,Mike T.,36,5
80707,2024-02-07,2024-02-07,Billing,Urgent,Jessica L.,10,3
80708,2024-09-23,2024-09-25,Technical,Medium,Mike T.,50,3
80709,2024-09-28,2024-09-29,General,Urgent,Sarah K.,30,1
80710,2024-05-23,2024-05-26,BILLING,High,Sarah K.,91,4
80711,2024-04-08,2024-04-11,Account,Low,Sarah K.,77,
80712,01/07/2024,2024-01-11,Billing,High,Mike T.,103,1
80713,09/17/2024,2024-09-18,Technical,High,Mike T.,31,4
80714,2024-03-03,2024-03-03,BILLING,Urgent,Mike T.,8,3
80715,2024-07-08,2024-07-09,Billing,Medium,Tom B.,45,2
80716,2024-12-02,2024-12-03,BILLING,Medium,Mike T.,29,5
80717,2024-11-16,2024-11-17,BILLING,Medium,Jessica L.,45,1
80718,2024-02-01,,Account,Low,David W.,,
80719,2024-01-16,2024-01-16,BILLING,Urgent,David W.,18,4
80720,2024-07-06,2024-07-07,Billing,Urgent,Tom B.,27,4
80721,2024-09-21,2024-09-25,Account,Medium,Sarah K.,97,1
80722,10/05/2024,, technical ,Medium,Sarah K.,,
80723,2024-01-17,2024-01-17,Billing,Urgent,Jessica L.,23,3
80724,2024-03-02,2024-03-04,General,High,David W.,63,1
80725,2024-07-10,2024-07-10, technical ,Medium,Tom B.,6,5
80726,2024-10-01,2024-10-01,BILLING,Urgent,Tom B.,12,
80727,2024-10-17,2024-10-17,General,Medium,Tom B.,7,1
80728,2024-09-10,2024-09-11, technical ,High,David W.,45,4
80729,2024-02-23,2024-02-24,Billing,High,Jessica L.,47,4
80730,2024-09-28,2024-10-01,Billing,High,David W.,83,2
80731,2024-11-27,2024-11-27, technical ,Urgent,Sarah K.,23,2
80732,08/24/2024,2024-08-24,General,Medium,Jessica L.,13,1
80733,2024-11-17,,Technical,Low,Jessica L.,,
80734,01/20/2024,2024-01-21, technical ,Medium,Mike T.,-38,4
80735,2024-01-23,2024-01-25,BILLING,Medium,Tom B.,50,3
80736,2024-09-25,,Account,Urgent,Sarah K.,,
80737,2024-12-20,2024-12-20,Billing,High,Mike T.,8,1
80738,2024-01-26,2024-01-26, technical ,High,Jessica L.,4,4
80739,2024-04-02,2024-04-02,BILLING,Urgent,David W.,2,2
80740,2024-11-04,2024-11-05,BILLING,Medium,Sarah K.,26,2
80741,2024-05-06,,Account,Urgent,Mike T.,,
80742,06/22/2024,2024-06-24,BILLING,Medium,Sarah K.,54,4
80743,2024-03-26,,Billing,Urgent,Mike T.,,
80744,2024-09-24,2024-09-26,Technical,Medium,David W.,57,4
80745,06/28/2024,2024-06-29,General,Low,Jessica L.,30,4
80746,2024-02-19,2024-02-20,BILLING,Medium,Jessica L.,26,2
80747,2024-06-22,2024-06-24,Account,High,Sarah K.,68,
80748,2024-05-13,2024-05-16,Technical,Medium,Sarah K.,76,2
80749,2024-02-10,2024-02-10,Technical,High,Jessica L.,7,5
80750,2024-10-15,2024-10-17,Account,Low,Jessica L.,65,
80751,2024-03-29,2024-03-31,General,High,Tom B.,56,4
80752,2024-12-18,2024-12-19, technical ,High,David W.,26,5
80753,2024-10-08,2024-10-08,Billing,Urgent,Jessica L.,8,1
80754,2024-12-26,2024-12-29,Account,High,David W.,90,3
80755,2024-09-03,2024-09-05,General,Medium,Mike T.,59,5
80756,2024-10-18,2024-10-18,Technical,Urgent,Mike T.,6,4
80757,2024-03-07,,BILLING,High,Sarah K.,,
80758,2024-03-27,2024-03-28, technical ,High,Sarah K.,33,2
80759,2024-09-25,2024-09-25,Technical,Urgent,David W.,19,4
80760,2024-05-06,2024-05-09,Account,High,Tom B.,87,1
80761,2024-11-28,2024-12-02,Account,High,Sarah K.,109,5
80762,2024-07-27,2024-07-27, technical ,High,David W.,3,5
80763,2024-10-25,2024-10-25,BILLING,Urgent,Jessica L.,2,2
80764,2024-06-20,2024-06-22,BILLING,Medium,David W.,55,4
80765,2024-09-17,2024-09-20,Billing,High,David W.,86,
80766,2024-03-04,2024-03-08,Technical,High,Mike T.,113,4
80767,2024-05-21,2024-05-21,Account,Low,Sarah K.,-3,2
80768,2024-10-14,2024-10-16,Account,Low,Sarah K.,69,2
80769,2024-07-31,2024-08-03,Technical,High,Mike T.,75,2
80770,2024-02-24,,BILLING,Medium,Sarah K.,,
80771,2024-12-07,2024-12-10,Account,Low,Sarah K.,77,1
80772,2024-01-20,2024-01-21, technical ,Low,Tom B.,36,3
80773,2024-10-01,2024-10-01,Account,Urgent,Mike T.,14,5
80774,2024-11-03,,BILLING,High,Tom B.,,
80775,2024-10-24,2024-10-28,Billing,Low,David W.,106,1
80776,2024-07-07,,Technical,Urgent,Tom B.,,
80777,02/17/2024,2024-02-20,Billing,High,Jessica L.,88,2
80778,2024-09-01,2024-09-02, technical ,Low,Sarah K.,26,
80779,2024-03-19,2024-03-21,Billing,Medium,David W.,55,5
80780,2024-02-27,2024-02-28,General,Urgent,David W.,33,
80781,2024-12-18,2024-12-19,Account,Medium,David W.,33,1
80782,2024-12-03,,BILLING,Low,Jessica L.,,
80783,2024-10-10,2024-10-12,Account,High,Sarah K.,64,2
80784,2024-09-11,2024-09-12,Technical,High,Sarah K.,24,3
80785,2024-07-26,2024-07-29,Technical,Medium,Sarah K.,78,1
80786,2024-08-16,2024-08-16, technical ,Urgent,Tom B.,9,2
80787,2024-06-18,2024-06-18, technical ,Urgent,David W.,18,2
80788,2024-07-13,2024-07-14,Account,Urgent,David W.,32,1
80789,10/15/2024,2024-10-16, technical ,High,Jessica L.,47,2
80790,2024-07-02,2024-07-02, technical ,Urgent,Mike T.,14,2
80791,2024-08-19,,Billing,Low,David W.,,
80792,2024-10-03,2024-10-07,BILLING,Medium,Jessica L.,99,3
80793,2024-12-06,2024-12-09,Billing,High,Jessica L.,82,5
80794,2024-05-11,2024-05-11,Billing,High,David W.,22,5
80795,2024-07-01,2024-07-05,General,Medium,Sarah K.,106,2
80796,2024-06-26,2024-06-26,BILLING,Urgent,Mike T.,2,
80797,2024-01-15,2024-01-15,Billing,Medium,Jessica L.,17,
80798,2024-02-21,2024-02-24,Billing,High,Sarah K.,83,4
80799,2024-12-23,2024-12-27,Billing,Low,Mike T.,112,2
80800,2024-05-26,2024-05-26,BILLING,Urgent,Tom B.,8,1
80801,2024-06-04,2024-06-04,Technical,Medium,Sarah K.,15,2
80802,2024-04-06,2024-04-07,Account,Medium,Jessica L.,33,1
80803,2024-06-06,2024-06-08,BILLING,High,Sarah K.,58,2
80804,2024-07-23,2024-07-26,BILLING,High,Mike T.,74,4
80805,2024-08-24,2024-08-24,Account,Urgent,Sarah K.,10,
80806,2024-12-09,2024-12-09,BILLING,Low,David W.,21,4
80807,2024-08-24,2024-08-26,General,Low,Sarah K.,68,4
80808,2024-10-10,,Billing,Low,Sarah K.,,
80809,2024-03-26,2024-03-27, technical ,Medium,Tom B.,37,5
80810,2024-09-18,2024-09-19,Billing,Low,Tom B.,46,3
80811,2024-05-17,,General,Urgent,David W.,,
80812,2024-10-13,2024-10-13,Billing,Urgent,Sarah K.,17,1
80813,2024-05-30,2024-06-02,General,Medium,Sarah K.,73,3
80814,2024-11-01,2024-11-01,Technical,Urgent,Jessica L.,11,3
80815,2024-10-19,2024-10-21,Billing,Medium,Mike T.,63,1
80816,2024-11-06,2024-11-07, technical ,Urgent,Tom B.,24,3
80817,2024-10-22,2024-10-23, technical ,Urgent,Sarah K.,32,2
80818,2024-03-17,2024-03-19,General,Low,Jessica L.,70,2
80819,2024-03-25,2024-03-26,BILLING,Urgent,Tom B.,27,2
80820,2024-03-08,2024-03-09,Technical,Medium,Sarah K.,44,2
80821,2024-05-12,2024-05-12,BILLING,Urgent,David W.,3,4
80822,2024-12-28,2024-12-28,Account,High,Tom B.,11,5
80823,2024-09-27,2024-09-28,Technical,Low,Jessica L.,46,1
80824,2024-07-28,,Billing,Medium,Mike T.,,
80825,2024-03-01,2024-03-01,BILLING,Low,David W.,12,5
80826,2024-08-04,2024-08-04,Billing,Urgent,Sarah K.,10,4
80827,2024-09-01,,Billing,High,Mike T.,,
80828,2024-09-06,2024-09-07, technical ,Urgent,David W.,29,2
80829,2024-03-01,, technical ,High,Mike T.,,
80830,2024-12-15,2024-12-15,BILLING,Medium,David W.,21,4
80831,03/09/2024,2024-03-13,Technical,Medium,Tom B.,104,1
80832,2024-06-17,2024-06-17, technical ,Urgent,David W.,19,3
80833,2024-05-28,2024-05-31,BILLING,Low,David W.,77,3
80834,2024-05-01,2024-05-02, technical ,High,Sarah K.,37,4
80835,2024-07-23,, technical ,High,David W.,,
80836,2024-02-07,,Billing,Low,Jessica L.,,
80837,2024-10-03,2024-10-04,Billing,Low,Tom B.,38,4
80838,2024-05-05,2024-05-06,Account,Low,Jessica L.,32,3
80839,2024-03-06,2024-03-09,General,Medium,Jessica L.,91,4
80840,2024-05-18,2024-05-19,Billing,High,Tom B.,37,2
80841,2024-03-12,2024-03-12,General,Urgent,Mike T.,11,4
